Year,OSHPD ID,Principal Diagnosis Group,Count
2011,381154,Congenital Anomalies (Birth Defects),817
2011,381154,Perinatal Disorders,221
2011,381154,Symptoms,947
2011,381154,Injuries/Drugs/Complications,2956
2011,381154,Other Reasons for Health Services,1603
2011,381154,Births,1874
2011,382715,Infections,60
2011,382715,Neoplasms,244
2011,382715,Endocrine/Metabolism,85
2011,382715,Blood/Blood-forming Organs,44
2011,382715,Psychoses & Neurosis,2
2011,382715,Nervous & Sensory Systems,16
2011,382715,Circulatory,325
2011,382715,Respiratory,388
2011,382715,Digestive,336
2011,382715,Genitourinary,103
2011,382715,Skin Disorders,29
2011,382715,Musculoskeletal,36
2011,382715,Congenital Anomalies (Birth Defects),1
2011,382715,Symptoms,120
2011,382715,Injuries/Drugs/Complications,116
2011,382715,Other Reasons for Health Services,10
2011,390846,Infections,336
2011,390846,Neoplasms,126
2011,390846,Endocrine/Metabolism,281
2011,390846,Blood/Blood-forming Organs,97
2011,390846,Psychoses & Neurosis,38
2011,390846,Nervous & Sensory Systems,88
2011,390846,Circulatory,1230
2011,390846,Respiratory,1008
2011,390846,Digestive,898
2011,390846,Genitourinary,387
2011,390846,All Pregnancies,1574
2011,390846,Skin Disorders,183
2011,390846,Musculoskeletal,830
2011,390846,Congenital Anomalies (Birth Defects),8
2011,390846,Perinatal Disorders,138
2011,390846,Symptoms,504
2011,390846,Injuries/Drugs/Complications,486
2011,390846,Other Reasons for Health Services,14
2011,390846,Births,1396
2011,390923,Infections,725
2011,390923,Neoplasms,246
2011,390923,Endocrine/Metabolism,247
2011,390923,Blood/Blood-forming Organs,79
2011,390923,Psychoses & Neurosis,51
2011,390923,Nervous & Sensory Systems,108
2011,390923,Circulatory,1002
2011,390923,Respiratory,791
2011,390923,Digestive,945
2011,390923,Genitourinary,413
2011,390923,All Pregnancies,1155
2011,390923,Skin Disorders,163
2011,390923,Musculoskeletal,226
2011,390923,Congenital Anomalies (Birth Defects),3
2011,390923,Perinatal Disorders,42
2011,390923,Symptoms,345
2011,390923,Injuries/Drugs/Complications,441
2011,390923,Other Reasons for Health Services,156
2011,390923,Births,1100
2011,391010,Infections,578
2011,391010,Neoplasms,287
2011,391010,Endocrine/Metabolism,346
2011,391010,Blood/Blood-forming Organs,106
2011,391010,Psychoses & Neurosis,40
2011,391010,Nervous & Sensory Systems,122
2011,391010,Circulatory,894
2011,391010,Respiratory,554
2011,391010,Digestive,1029
2011,391010,Genitourinary,368
2011,391010,All Pregnancies,2312
2011,391010,Skin Disorders,289
2011,391010,Musculoskeletal,179
2011,391010,Congenital Anomalies (Birth Defects),13
2011,391010,Perinatal Disorders,128
2011,391010,Symptoms,321
2011,391010,Injuries/Drugs/Complications,808
2011,391010,Other Reasons for Health Services,44
2011,391010,Births,2160
2011,391042,Infections,1216
2011,391042,Neoplasms,844
2011,391042,Endocrine/Metabolism,624
2011,391042,Blood/Blood-forming Organs,199
2011,391042,Psychoses & Neurosis,110
2011,391042,Nervous & Sensory Systems,300
2011,391042,Circulatory,2942
2011,391042,Respiratory,1714
2011,391042,Digestive,1603
2011,391042,Genitourinary,874
2011,391042,All Pregnancies,2688
2011,391042,Skin Disorders,368
2011,391042,Musculoskeletal,510
2011,391042,Congenital Anomalies (Birth Defects),17
2011,391042,Perinatal Disorders,103
2011,391042,Symptoms,591
2011,391042,Injuries/Drugs/Complications,1186
2011,391042,Other Reasons for Health Services,165
2011,391042,Births,2526
2011,391056,Infections,286
2011,391056,Neoplasms,128
2011,391056,Endocrine/Metabolism,203
2011,391056,Blood/Blood-forming Organs,85
2011,391056,Psychoses & Neurosis,30
2011,391056,Nervous & Sensory Systems,94
2011,391056,Circulatory,460
2011,391056,Respiratory,434
2011,391056,Digestive,656
2011,391056,Genitourinary,256
2011,391056,All Pregnancies,692
2011,391056,Skin Disorders,100
2011,391056,Musculoskeletal,148
2011,391056,Congenital Anomalies (Birth Defects),1
2011,391056,Perinatal Disorders,23
2011,391056,Symptoms,145
2011,391056,Injuries/Drugs/Complications,234
2011,391056,Other Reasons for Health Services,9
2011,391056,Births,656
2011,392232,Psychoses & Neurosis,1285
2011,392232,Nervous & Sensory Systems,114
2011,392232,Circulatory,1
2011,392232,All Pregnancies,2
2011,392232,Symptoms,1
2011,392287,Infections,175
2011,392287,Neoplasms,146
2011,392287,Endocrine/Metabolism,197
2011,392287,Blood/Blood-forming Organs,85
2011,392287,Psychoses & Neurosis,26
2011,392287,Nervous & Sensory Systems,58
2011,392287,Circulatory,521
2011,392287,Respiratory,425
2011,392287,Digestive,497
2011,392287,Genitourinary,237
2011,392287,All Pregnancies,797
2011,392287,Skin Disorders,78
2011,392287,Musculoskeletal,169
2011,392287,Congenital Anomalies (Birth Defects),6
2011,392287,Perinatal Disorders,14
2011,392287,Symptoms,142
2011,392287,Injuries/Drugs/Complications,254
2011,392287,Other Reasons for Health Services,5
2011,392287,Births,727
2011,394003,Psychoses & Neurosis,1109
2011,394009,Infections,866
2011,394009,Neoplasms,463
2011,394009,Endocrine/Metabolism,316
2011,394009,Blood/Blood-forming Organs,91
2011,394009,Psychoses & Neurosis,43
2011,394009,Nervous & Sensory Systems,115
2011,394009,Circulatory,1022
2011,394009,Respiratory,580
2011,394009,Digestive,1175
2011,394009,Genitourinary,588
2011,394009,All Pregnancies,2368
2011,394009,Skin Disorders,122
2011,394009,Musculoskeletal,531
2011,394009,Congenital Anomalies (Birth Defects),14
2011,394009,Perinatal Disorders,129
2011,394009,Symptoms,208
2011,394009,Injuries/Drugs/Complications,747
2011,394009,Other Reasons for Health Services,106
2011,394009,Births,2289
2011,400466,Infections,305
2011,400466,Neoplasms,77
2011,400466,Endocrine/Metabolism,127
2011,400466,Blood/Blood-forming Organs,43
2011,400466,Psychoses & Neurosis,20
2011,400466,Nervous & Sensory Systems,44
2011,400466,Circulatory,389
2011,400466,Respiratory,259
2011,400466,Digestive,485
2011,400466,Genitourinary,116
2011,400466,All Pregnancies,1
2011,400466,Skin Disorders,47
2011,400466,Musculoskeletal,392
2011,400466,Symptoms,68
2011,400466,Injuries/Drugs/Complications,338
2011,400466,Other Reasons for Health Services,150
2011,400480,Infections,303
2011,400480,Neoplasms,198
2011,400480,Endocrine/Metabolism,114
2011,400480,Blood/Blood-forming Organs,56
2011,400480,Psychoses & Neurosis,17
2011,400480,Nervous & Sensory Systems,54
2011,400480,Circulatory,1299
2011,400480,Respiratory,288
2011,400480,Digestive,486
2011,400480,Genitourinary,178
2011,400480,All Pregnancies,738
2011,400480,Skin Disorders,54
2011,400480,Musculoskeletal,422
2011,400480,Congenital Anomalies (Birth Defects),5
2011,400480,Symptoms,177
2011,400480,Injuries/Drugs/Complications,269
2011,400480,Other Reasons for Health Services,17
2011,400480,Births,706
2011,400524,Infections,324
2011,400524,Neoplasms,295
2011,400524,Endocrine/Metabolism,156
2011,400524,Blood/Blood-forming Organs,53
2011,400524,Psychoses & Neurosis,46
2011,400524,Nervous & Sensory Systems,99
2011,400524,Circulatory,460
2011,400524,Respiratory,451
2011,400524,Digestive,570
2011,400524,Genitourinary,174
2011,400524,All Pregnancies,1361
2011,400524,Skin Disorders,90
2011,400524,Musculoskeletal,703
2011,400524,Congenital Anomalies (Birth Defects),8
2011,400524,Perinatal Disorders,63
2011,400524,Symptoms,170
2011,400524,Injuries/Drugs/Complications,588
2011,400524,Other Reasons for Health Services,34
2011,400524,Births,1314
2011,400548,Infections,293
2011,400548,Neoplasms,195
2011,400548,Endocrine/Metabolism,228
2011,400548,Blood/Blood-forming Organs,61
2011,400548,Psychoses & Neurosis,54
2011,400548,Nervous & Sensory Systems,103
2011,400548,Circulatory,704
2011,400548,Respiratory,567
2011,400548,Digestive,911
2011,400548,Genitourinary,353
2011,400548,All Pregnancies,824
2011,400548,Skin Disorders,131
2011,400548,Musculoskeletal,444
2011,400548,Perinatal Disorders,12
2011,400548,Symptoms,503
2011,400548,Injuries/Drugs/Complications,599
2011,400548,Other Reasons for Health Services,20
2011,400548,Births,761
2011,404046,Psychoses & Neurosis,1193
2011,404046,Symptoms,1
2011,410782,Infections,168
2011,410782,Neoplasms,188
2011,410782,Endocrine/Metabolism,138
2011,410782,Blood/Blood-forming Organs,43
2011,410782,Psychoses & Neurosis,871
2011,410782,Nervous & Sensory Systems,86
2011,410782,Circulatory,386
2011,410782,Respiratory,330
2011,410782,Digestive,642
2011,410782,Genitourinary,188
2011,410782,All Pregnancies,26
2011,410782,Skin Disorders,128
2011,410782,Musculoskeletal,135
2011,410782,Congenital Anomalies (Birth Defects),2
2011,410782,Symptoms,110
2011,410782,Injuries/Drugs/Complications,210
2011,410782,Other Reasons for Health Services,179
2011,410804,Infections,737
2011,410804,Neoplasms,730
2011,410804,Endocrine/Metabolism,112
2011,410804,Blood/Blood-forming Organs,59
2011,410804,Psychoses & Neurosis,50
2011,410804,Nervous & Sensory Systems,345
2011,410804,Circulatory,1098
2011,410804,Respiratory,264
2011,410804,Digestive,524
2011,410804,Genitourinary,212
2011,410804,All Pregnancies,1328
2011,410804,Skin Disorders,86
2011,410804,Musculoskeletal,626
2011,410804,Congenital Anomalies (Birth Defects),28
2011,410804,Perinatal Disorders,30
2011,410804,Symptoms,140
2011,410804,Injuries/Drugs/Complications,694
2011,410804,Other Reasons for Health Services,33
2011,410804,Births,1271
2011,410806,Infections,838
2011,410806,Neoplasms,362
2011,410806,Endocrine/Metabolism,546
2011,410806,Blood/Blood-forming Organs,59
2011,410806,Psychoses & Neurosis,58
2011,410806,Nervous & Sensory Systems,76
2011,410806,Circulatory,951
2011,410806,Respiratory,494
2011,410806,Digestive,829
2011,410806,Genitourinary,289
2011,410806,All Pregnancies,15
2011,410806,Skin Disorders,99
2011,410806,Musculoskeletal,496
2011,410806,Congenital Anomalies (Birth Defects),4
2011,410806,Symptoms,279
2011,410806,Injuries/Drugs/Complications,534
2011,410806,Other Reasons for Health Services,26
2011,410817,Infections,559
2011,410817,Neoplasms,335
2011,410817,Endocrine/Metabolism,249
2011,410817,Blood/Blood-forming Organs,108
2011,410817,Psychoses & Neurosis,23
2011,410817,Nervous & Sensory Systems,122
2011,410817,Circulatory,1593
2011,410817,Respiratory,857
2011,410817,Digestive,742
2011,410817,Genitourinary,382
2011,410817,All Pregnancies,684
2011,410817,Skin Disorders,162
2011,410817,Musculoskeletal,440
2011,410817,Congenital Anomalies (Birth Defects),7
2011,410817,Perinatal Disorders,17
2011,410817,Symptoms,178
2011,410817,Injuries/Drugs/Complications,552
2011,410817,Other Reasons for Health Services,131
2011,410817,Births,617
2011,410828,Infections,1
2011,410828,Neoplasms,2
2011,410828,Nervous & Sensory Systems,5
2011,410828,Circulatory,3
2011,410828,Respiratory,1
2011,410828,Digestive,1
2011,410828,Other Reasons for Health Services,55
2011,410852,Infections,1007
2011,410852,Neoplasms,605
2011,410852,Endocrine/Metabolism,378
2011,410852,Blood/Blood-forming Organs,116
2011,410852,Psychoses & Neurosis,1985
2011,410852,Nervous & Sensory Systems,206
2011,410852,Circulatory,1762
2011,410852,Respiratory,787
2011,410852,Digestive,1342
2011,410852,Genitourinary,598
2011,410852,All Pregnancies,1946
2011,410852,Skin Disorders,309
2011,410852,Musculoskeletal,714
2011,410852,Congenital Anomalies (Birth Defects),12
2011,410852,Perinatal Disorders,64
2011,410852,Symptoms,351
2011,410852,Injuries/Drugs/Complications,967
2011,410852,Other Reasons for Health Services,447
2011,410852,Births,1826
2011,410891,Infections,281
2011,410891,Neoplasms,397
2011,410891,Endocrine/Metabolism,161
2011,410891,Blood/Blood-forming Organs,64
2011,410891,Psychoses & Neurosis,339
2011,410891,Nervous & Sensory Systems,40
2011,410891,Circulatory,1729
2011,410891,Respiratory,400
2011,410891,Digestive,541
2011,410891,Genitourinary,335
2011,410891,All Pregnancies,1617
2011,410891,Skin Disorders,84
2011,410891,Musculoskeletal,453
2011,410891,Congenital Anomalies (Birth Defects),24
2011,410891,Perinatal Disorders,2
2011,410891,Symptoms,75
2011,410891,Injuries/Drugs/Complications,505
2011,410891,Other Reasons for Health Services,19
2011,410891,Births,1480
2011,414018,Neoplasms,72
2011,414018,Endocrine/Metabolism,1
2011,414018,Nervous & Sensory Systems,4
2011,414018,Digestive,10
2011,414018,Genitourinary,115
2011,414018,Skin Disorders,6
2011,414018,Musculoskeletal,65
2011,414018,Injuries/Drugs/Complications,40
2011,414018,Other Reasons for Health Services,52
2011,420483,Infections,65
2011,420483,Neoplasms,52
2011,420483,Endocrine/Metabolism,51
2011,420483,Blood/Blood-forming Organs,5
2011,420483,Psychoses & Neurosis,13
2011,420483,Nervous & Sensory Systems,16
2011,420483,Circulatory,75
2011,420483,Respiratory,111
2011,420483,Digestive,249
2011,420483,Genitourinary,56
2011,420483,All Pregnancies,5
2011,420483,Skin Disorders,43
2011,420483,Musculoskeletal,492
2011,420483,Symptoms,42
2011,420483,Injuries/Drugs/Complications,302
2011,420483,Other Reasons for Health Services,6
2011,420491,Infections,65
2011,420491,Neoplasms,93
2011,420491,Endocrine/Metabolism,110
2011,420491,Blood/Blood-forming Organs,46
2011,420491,Psychoses & Neurosis,17
2011,430705,Genitourinary,589
2011,420491,Nervous & Sensory Systems,38
2011,420491,Circulatory,255
2011,420491,Respiratory,353
2011,420491,Digestive,446
2011,420491,Genitourinary,157
2011,420491,All Pregnancies,475
2011,420491,Skin Disorders,57
2011,420491,Musculoskeletal,98
2011,420491,Congenital Anomalies (Birth Defects),1
2011,420491,Perinatal Disorders,15
2011,420491,Symptoms,50
2011,420491,Injuries/Drugs/Complications,182
2011,420491,Other Reasons for Health Services,231
2011,420491,Births,436
2011,420493,Infections,976
2011,420493,Neoplasms,299
2011,420493,Endocrine/Metabolism,275
2011,420493,Blood/Blood-forming Organs,91
2011,420493,Psychoses & Neurosis,43
2011,420493,Nervous & Sensory Systems,139
2011,420493,Circulatory,1179
2011,420493,Respiratory,631
2011,420493,Digestive,1182
2011,420493,Genitourinary,377
2011,420493,All Pregnancies,2904
2011,420493,Skin Disorders,91
2011,420493,Musculoskeletal,440
2011,420493,Congenital Anomalies (Birth Defects),7
2011,420493,Perinatal Disorders,30
2011,420493,Symptoms,311
2011,420493,Injuries/Drugs/Complications,650
2011,420493,Other Reasons for Health Services,520
2011,420493,Births,2755
2011,420514,Infections,616
2011,420514,Neoplasms,941
2011,420514,Endocrine/Metabolism,635
2011,420514,Blood/Blood-forming Organs,193
2011,420514,Psychoses & Neurosis,1177
2011,420514,Nervous & Sensory Systems,300
2011,420514,Circulatory,2736
2011,420514,Respiratory,999
2011,420514,Digestive,1946
2011,420514,Genitourinary,738
2011,420514,All Pregnancies,2507
2011,420514,Skin Disorders,208
2011,420514,Musculoskeletal,1387
2011,420514,Congenital Anomalies (Birth Defects),133
2011,420514,Perinatal Disorders,74
2011,420514,Symptoms,467
2011,420514,Injuries/Drugs/Complications,1919
2011,420514,Other Reasons for Health Services,945
2011,420514,Births,2393
2011,420522,Infections,21
2011,420522,Neoplasms,9
2011,420522,Endocrine/Metabolism,22
2011,420522,Blood/Blood-forming Organs,9
2011,420522,Psychoses & Neurosis,6
2011,420522,Nervous & Sensory Systems,5
2011,420522,Circulatory,56
2011,420522,Respiratory,63
2011,420522,Digestive,31
2011,420522,Genitourinary,28
2011,420522,All Pregnancies,1
2011,420522,Skin Disorders,6
2011,420522,Musculoskeletal,12
2011,420522,Symptoms,21
2011,420522,Injuries/Drugs/Complications,15
2011,424002,Psychoses & Neurosis,478
2011,424002,Symptoms,1
2011,430705,Infections,979
2011,430705,Neoplasms,316
2011,430705,Endocrine/Metabolism,468
2011,430705,Blood/Blood-forming Organs,108
2011,430705,Psychoses & Neurosis,114
2011,430705,Nervous & Sensory Systems,193
2011,430705,Circulatory,1949
2011,430705,Respiratory,1313
2011,430705,Digestive,1328
2011,430705,All Pregnancies,463
2011,430705,Skin Disorders,215
2011,430705,Musculoskeletal,232
2011,430705,Congenital Anomalies (Birth Defects),4
2011,430705,Perinatal Disorders,17
2011,430705,Symptoms,554
2011,430705,Injuries/Drugs/Complications,1703
2011,430705,Other Reasons for Health Services,40
2011,430705,Births,369
2011,430763,Infections,810
2011,430763,Neoplasms,1354
2011,430763,Endocrine/Metabolism,503
2011,430763,Blood/Blood-forming Organs,143
2011,430763,Psychoses & Neurosis,1045
2011,430763,Nervous & Sensory Systems,184
2011,430763,Circulatory,2025
2011,430763,Respiratory,1016
2011,430763,Digestive,1498
2011,430763,Genitourinary,824
2011,430763,All Pregnancies,4974
2011,430763,Skin Disorders,241
2011,430763,Musculoskeletal,1506
2011,430763,Congenital Anomalies (Birth Defects),33
2011,430763,Perinatal Disorders,93
2011,430763,Symptoms,279
2011,430763,Injuries/Drugs/Complications,1182
2011,430763,Other Reasons for Health Services,495
2011,430763,Births,4803
2011,430779,Infections,718
2011,430779,Neoplasms,906
2011,430779,Endocrine/Metabolism,577
2011,430779,Blood/Blood-forming Organs,135
2011,430779,Psychoses & Neurosis,792
2011,430779,Nervous & Sensory Systems,276
2011,430779,Circulatory,2199
2011,430779,Respiratory,1161
2011,430779,Digestive,1579
2011,430779,Genitourinary,718
2011,430779,All Pregnancies,3539
2011,430779,Skin Disorders,257
2011,430779,Musculoskeletal,999
2011,430779,Congenital Anomalies (Birth Defects),52
2011,430779,Perinatal Disorders,170
2011,430779,Symptoms,604
2011,430779,Injuries/Drugs/Complications,1113
2011,430779,Other Reasons for Health Services,419
2011,430779,Births,3296
2011,430837,Infections,798
2011,430837,Neoplasms,473
2011,430837,Endocrine/Metabolism,377
2011,430837,Blood/Blood-forming Organs,122
2011,430837,Psychoses & Neurosis,55
2011,430837,Nervous & Sensory Systems,153
2011,430837,Circulatory,1616
2011,430837,Respiratory,999
2011,430837,Digestive,1292
2011,430837,Genitourinary,561
2011,430837,All Pregnancies,3514
2011,430837,Skin Disorders,270
2011,430837,Musculoskeletal,529
2011,430837,Congenital Anomalies (Birth Defects),16
2011,430837,Perinatal Disorders,142
2011,430837,Symptoms,308
2011,430837,Injuries/Drugs/Complications,657
2011,430837,Other Reasons for Health Services,367
2011,430837,Births,3353
2011,430883,Infections,1132
2011,430883,Neoplasms,904
2011,430883,Endocrine/Metabolism,714
2011,430883,Blood/Blood-forming Organs,225
2011,430883,Psychoses & Neurosis,1665
2011,430883,Nervous & Sensory Systems,522
2011,430883,Circulatory,2085
2011,430883,Respiratory,1358
2011,430883,Digestive,2120
2011,430883,Genitourinary,833
2011,430883,All Pregnancies,4724
2011,430883,Skin Disorders,453
2011,430883,Musculoskeletal,423
2011,430883,Congenital Anomalies (Birth Defects),80
2011,430883,Perinatal Disorders,220
2011,430883,Symptoms,833
2011,430883,Injuries/Drugs/Complications,2298
2011,430883,Other Reasons for Health Services,801
2011,430883,Births,4253
2011,430905,Infections,1026
2011,430905,Neoplasms,3680
2011,430905,Endocrine/Metabolism,962
2011,430905,Blood/Blood-forming Organs,432
2011,430905,Psychoses & Neurosis,1002
2011,430905,Nervous & Sensory Systems,1082
2011,430905,Circulatory,3516
2011,430905,Respiratory,1225
2011,430905,Digestive,2424
2011,430905,Genitourinary,1033
2011,430905,All Pregnancies,154
2011,430905,Skin Disorders,270
2011,430905,Musculoskeletal,2614
2011,430905,Congenital Anomalies (Birth Defects),213
2011,430905,Symptoms,979
2011,430905,Injuries/Drugs/Complications,3419
2011,430905,Other Reasons for Health Services,1041
2011,431506,Infections,920
2011,431506,Neoplasms,579
2011,431506,Endocrine/Metabolism,353
2011,431506,Blood/Blood-forming Organs,96
2011,431506,Psychoses & Neurosis,80
2011,431506,Nervous & Sensory Systems,195
2011,431506,Circulatory,1631
2011,431506,Respiratory,659
2011,431506,Digestive,1450
2011,431506,Genitourinary,535
2011,431506,All Pregnancies,2054
2011,431506,Skin Disorders,152
2011,431506,Musculoskeletal,1314
2011,431506,Congenital Anomalies (Birth Defects),21
2011,431506,Perinatal Disorders,86
2011,431506,Symptoms,298
2011,431506,Injuries/Drugs/Complications,939
2011,431506,Other Reasons for Health Services,106
2011,431506,Births,1944
2011,434040,Infections,316
2011,434040,Neoplasms,317
2011,434040,Endocrine/Metabolism,330
2011,434040,Blood/Blood-forming Organs,299
2011,434040,Psychoses & Neurosis,281
2011,434040,Nervous & Sensory Systems,335
2011,434040,Circulatory,369
2011,434040,Respiratory,852
2011,434040,Digestive,551
2011,434040,Genitourinary,215
2011,434040,All Pregnancies,4524
2011,434040,Skin Disorders,89
2011,434040,Musculoskeletal,216
2011,434040,Congenital Anomalies (Birth Defects),870
2011,434040,Perinatal Disorders,718
2011,434040,Symptoms,254
2011,434040,Injuries/Drugs/Complications,634
2011,434040,Other Reasons for Health Services,699
2011,434040,Births,4286
2011,434051,Endocrine/Metabolism,6
2011,434051,Nervous & Sensory Systems,2
2011,434051,Circulatory,1
2011,434051,Congenital Anomalies (Birth Defects),8
2011,434138,Infections,238
2011,434138,Neoplasms,114
2011,434138,Endocrine/Metabolism,138
2011,434138,Blood/Blood-forming Organs,34
2011,434138,Psychoses & Neurosis,11
2011,434138,Nervous & Sensory Systems,32
2011,434138,Circulatory,453
2011,434138,Respiratory,393
2011,434138,Digestive,457
2011,434138,Genitourinary,228
2011,434138,All Pregnancies,722
2011,434138,Skin Disorders,75
2011,434138,Musculoskeletal,173
2011,434138,Congenital Anomalies (Birth Defects),1
2011,434138,Perinatal Disorders,30
2011,434138,Symptoms,111
2011,434138,Injuries/Drugs/Complications,263
2011,434138,Other Reasons for Health Services,23
2011,434138,Births,684
2011,434153,Infections,1664
2011,434153,Neoplasms,1516
2011,434153,Endocrine/Metabolism,706
2011,434153,Blood/Blood-forming Organs,231
2011,434153,Psychoses & Neurosis,173
2011,434153,Nervous & Sensory Systems,412
2011,434153,Circulatory,4627
2011,434153,Respiratory,1254
2011,434153,Digestive,1962
2011,434153,Genitourinary,843
2011,434153,All Pregnancies,4466
2011,434153,Skin Disorders,231
2011,434153,Musculoskeletal,972
2011,434153,Congenital Anomalies (Birth Defects),182
2011,434153,Perinatal Disorders,206
2011,434153,Symptoms,708
2011,434153,Injuries/Drugs/Complications,1454
2011,434153,Other Reasons for Health Services,314
2011,434153,Births,4269
2011,434218,Psychoses & Neurosis,1324
2011,434220,Blood/Blood-forming Organs,3
2011,434220,Psychoses & Neurosis,404
2011,440755,Infections,513
2011,440755,Neoplasms,582
2011,440755,Endocrine/Metabolism,326
2011,440755,Blood/Blood-forming Organs,130
2011,440755,Psychoses & Neurosis,1134
2011,440755,Nervous & Sensory Systems,233
2011,440755,Circulatory,1777
2011,440755,Respiratory,847
2011,440755,Digestive,1319
2011,454013,Digestive,3
2011,440755,Genitourinary,585
2011,440755,All Pregnancies,1018
2011,440755,Skin Disorders,290
2011,440755,Musculoskeletal,753
2011,440755,Congenital Anomalies (Birth Defects),14
2011,440755,Perinatal Disorders,72
2011,440755,Symptoms,502
2011,440755,Injuries/Drugs/Complications,1075
2011,440755,Other Reasons for Health Services,1187
2011,440755,Births,908
2011,444012,Infections,2
2011,444012,Neoplasms,132
2011,444012,Endocrine/Metabolism,34
2011,444012,Nervous & Sensory Systems,2
2011,444012,Respiratory,3
2011,444012,Digestive,84
2011,444012,Genitourinary,115
2011,444012,All Pregnancies,975
2011,444012,Skin Disorders,22
2011,444012,Musculoskeletal,177
2011,444012,Congenital Anomalies (Birth Defects),2
2011,444012,Perinatal Disorders,13
2011,444012,Symptoms,2
2011,444012,Injuries/Drugs/Complications,53
2011,444012,Other Reasons for Health Services,15
2011,444012,Births,970
2011,444013,Infections,139
2011,444013,Neoplasms,79
2011,444013,Endocrine/Metabolism,161
2011,444013,Blood/Blood-forming Organs,48
2011,444013,Psychoses & Neurosis,36
2011,444013,Nervous & Sensory Systems,46
2011,444013,Circulatory,522
2011,444013,Respiratory,506
2011,444013,Digestive,558
2011,444013,Genitourinary,251
2011,444013,All Pregnancies,1590
2011,454013,Genitourinary,32
2011,444013,Skin Disorders,86
2011,444013,Musculoskeletal,249
2011,444013,Congenital Anomalies (Birth Defects),6
2011,444013,Perinatal Disorders,30
2011,444013,Symptoms,170
2011,444013,Injuries/Drugs/Complications,274
2011,444013,Other Reasons for Health Services,20
2011,444013,Births,1503
2011,450936,Infections,11
2011,450936,Neoplasms,12
2011,450936,Endocrine/Metabolism,23
2011,450936,Blood/Blood-forming Organs,2
2011,450936,Psychoses & Neurosis,31
2011,450936,Nervous & Sensory Systems,24
2011,450936,Circulatory,59
2011,450936,Respiratory,96
2011,450936,Digestive,36
2011,450936,Genitourinary,26
2011,450936,All Pregnancies,79
2011,450936,Skin Disorders,17
2011,450936,Musculoskeletal,8
2011,450936,Perinatal Disorders,1
2011,450936,Symptoms,19
2011,450936,Injuries/Drugs/Complications,21
2011,450936,Other Reasons for Health Services,53
2011,450936,Births,67
2011,450940,Infections,593
2011,450940,Neoplasms,197
2011,450940,Endocrine/Metabolism,366
2011,450940,Blood/Blood-forming Organs,78
2011,450940,Psychoses & Neurosis,92
2011,450940,Nervous & Sensory Systems,338
2011,450940,Circulatory,1760
2011,450940,Respiratory,949
2011,450940,Digestive,1359
2011,450940,Genitourinary,617
2011,450940,All Pregnancies,10
2011,450940,Skin Disorders,229
2011,450940,Musculoskeletal,443
2011,450940,Congenital Anomalies (Birth Defects),4
2011,450940,Symptoms,438
2011,450940,Injuries/Drugs/Complications,733
2011,450940,Other Reasons for Health Services,16
2011,450949,Infections,586
2011,450949,Neoplasms,553
2011,450949,Endocrine/Metabolism,439
2011,450949,Blood/Blood-forming Organs,123
2011,450949,Psychoses & Neurosis,51
2011,450949,Nervous & Sensory Systems,192
2011,450949,Circulatory,2083
2011,450949,Respiratory,1331
2011,450949,Digestive,1225
2011,450949,Genitourinary,893
2011,450949,All Pregnancies,2112
2011,450949,Skin Disorders,202
2011,450949,Musculoskeletal,1401
2011,450949,Congenital Anomalies (Birth Defects),28
2011,450949,Perinatal Disorders,91
2011,450949,Symptoms,199
2011,450949,Injuries/Drugs/Complications,1795
2011,450949,Other Reasons for Health Services,211
2011,450949,Births,1916
2011,454012,Infections,57
2011,454012,Neoplasms,3
2011,454012,Endocrine/Metabolism,35
2011,454012,Blood/Blood-forming Organs,1
2011,454012,Psychoses & Neurosis,2
2011,454012,Nervous & Sensory Systems,13
2011,454012,Circulatory,111
2011,454012,Respiratory,311
2011,454012,Digestive,37
2011,454012,Genitourinary,39
2011,454012,Skin Disorders,47
2011,454012,Musculoskeletal,47
2011,454012,Injuries/Drugs/Complications,103
2011,454012,Other Reasons for Health Services,325
2011,454013,Neoplasms,23
2011,454013,Endocrine/Metabolism,2
2011,454013,Nervous & Sensory Systems,2
2011,454013,Respiratory,1
2011,454013,Musculoskeletal,182
2011,454013,Injuries/Drugs/Complications,11
2011,470871,Infections,49
2011,470871,Neoplasms,28
2011,470871,Endocrine/Metabolism,22
2011,470871,Blood/Blood-forming Organs,13
2011,470871,Psychoses & Neurosis,11
2011,470871,Nervous & Sensory Systems,11
2011,470871,Circulatory,114
2011,470871,Respiratory,162
2011,470871,Digestive,158
2011,470871,Genitourinary,54
2011,470871,All Pregnancies,156
2011,470871,Skin Disorders,21
2011,470871,Musculoskeletal,177
2011,470871,Congenital Anomalies (Birth Defects),1
2011,470871,Perinatal Disorders,4
2011,470871,Symptoms,37
2011,470871,Injuries/Drugs/Complications,146
2011,470871,Other Reasons for Health Services,21
2011,470871,Births,147
2011,474007,Infections,52
2011,474007,Neoplasms,50
2011,474007,Endocrine/Metabolism,44
2011,474007,Blood/Blood-forming Organs,11
2011,474007,Psychoses & Neurosis,15
2011,474007,Nervous & Sensory Systems,20
2011,474007,Circulatory,154
2011,474007,Respiratory,218
2011,474007,Digestive,245
2011,474007,Genitourinary,91
2011,474007,All Pregnancies,225
2011,474007,Skin Disorders,18
2011,474007,Musculoskeletal,86
2011,474007,Congenital Anomalies (Birth Defects),1
