Year,OSHPD ID,Type Of Care,Count
2011,190232,Psychiatric,5790
2011,190232,Chemical Dependency,55
2011,190240,Acute,8040
2011,190243,Acute,13020
2011,190256,Acute,5183
2011,190256,Skilled Nursing/Intermediate Care,37
2011,190280,Acute,1533
2011,190280,Skilled Nursing/Intermediate Care,24
2011,190280,Psychiatric,253
2011,190298,Acute,6351
2011,190305,Acute,914
2011,190307,Acute,8161
2011,190307,Physical Rehabilitation,275
2011,190315,Acute,14795
2011,190315,Physical Rehabilitation,515
2011,190317,Psychiatric,1021
2011,190323,Acute,19348
2011,190323,Skilled Nursing/Intermediate Care,949
2011,190323,Psychiatric,1726
2011,190323,Physical Rehabilitation,569
2011,190328,Acute,1524
2011,190328,Psychiatric,532
2011,190352,Acute,4314
2011,190352,Skilled Nursing/Intermediate Care,8
2011,190380,Acute,3580
2011,190382,Acute,17525
2011,190382,Skilled Nursing/Intermediate Care,152
2011,190382,Physical Rehabilitation,438
2011,190385,Acute,17641
2011,190385,Skilled Nursing/Intermediate Care,37
2011,190385,Physical Rehabilitation,203
2011,190392,Acute,18724
2011,190392,Skilled Nursing/Intermediate Care,242
2011,190392,Physical Rehabilitation,106
2011,190400,Acute,29230
2011,190400,Psychiatric,954
2011,190400,Chemical Dependency,382
2011,190400,Physical Rehabilitation,300
2011,190410,Psychiatric,2957
2011,190413,Acute,7281
2011,190413,Skilled Nursing/Intermediate Care,715
2011,190413,Psychiatric,1513
2011,190413,Physical Rehabilitation,1
2011,190413,Unknown,1
2011,190422,Acute,26378
2011,190422,Skilled Nursing/Intermediate Care,1526
2011,190429,Acute,26986
2011,190429,Psychiatric,2094
2011,190431,Acute,16571
2011,190432,Acute,14439
2011,190434,Acute,14229
2011,190449,Acute,2252
2011,190462,Psychiatric,1973
2011,190462,Chemical Dependency,382
2011,190468,Acute,1611
2011,190470,Acute,21049
2011,190470,Skilled Nursing/Intermediate Care,2019
2011,190470,Physical Rehabilitation,1
2011,190475,Acute,2769
2011,190475,Psychiatric,1366
2011,190500,Acute,4413
2011,190517,Acute,15879
2011,190521,Acute,8067
2011,190521,Skilled Nursing/Intermediate Care,96
2011,190522,Acute,12856
2011,190522,Physical Rehabilitation,180
2011,190524,Acute,3604
2011,190524,Psychiatric,3330
2011,190525,Acute,20828
2011,190525,Physical Rehabilitation,546
2011,190529,Acute,16747
2011,190529,Skilled Nursing/Intermediate Care,1081
2011,190529,Physical Rehabilitation,471
2011,190534,Acute,6094
2011,190534,Psychiatric,1
2011,190541,Acute,663
2011,190547,Acute,6655
2011,190552,Acute,229
2011,190552,Skilled Nursing/Intermediate Care,42
2011,190555,Acute,54016
2011,190555,Psychiatric,837
2011,190555,Physical Rehabilitation,769
2011,190568,Acute,18305
2011,190568,Psychiatric,1827
2011,190568,Physical Rehabilitation,291
2011,190570,Acute,2835
2011,190630,Acute,27978
2011,190631,Acute,20819
2011,190631,Skilled Nursing/Intermediate Care,714
2011,190631,Physical Rehabilitation,148
2011,190636,Acute,19924
2011,190636,Physical Rehabilitation,166
2011,190680,Acute,6255
2011,190680,Skilled Nursing/Intermediate Care,580
2011,190680,Psychiatric,573
2011,190680,Chemical Dependency,148
2011,190680,Physical Rehabilitation,322
2011,190687,Acute,15803
2011,190696,Acute,3738
2011,190696,Skilled Nursing/Intermediate Care,82
2011,190696,Psychiatric,1721
2011,190708,Acute,3929
2011,190708,Psychiatric,297
2011,190712,Acute,1116
2011,190754,Acute,22240
2011,190754,Skilled Nursing/Intermediate Care,381
2011,190754,Psychiatric,1822
2011,190756,Acute,14248
2011,190758,Acute,20238
2011,190758,Physical Rehabilitation,312
2011,190762,Acute,8431
2011,190762,Skilled Nursing/Intermediate Care,722
2011,190762,Physical Rehabilitation,402
2011,190766,Acute,3593
2011,190782,Psychiatric,2157
2011,190784,Acute,2732
2011,190784,Skilled Nursing/Intermediate Care,19
2011,190796,Acute,25075
2011,190796,Physical Rehabilitation,206
2011,190812,Acute,19430
2011,190812,Physical Rehabilitation,282
2011,190814,Psychiatric,3100
2011,190818,Acute,5454
2011,190818,Skilled Nursing/Intermediate Care,792
2011,190818,Psychiatric,535
2011,190854,Acute,1625
2011,190854,Psychiatric,3591
2011,190857,Acute,186
2011,190857,Skilled Nursing/Intermediate Care,19
2011,190859,Acute,8684
2011,190878,Acute,20862
2011,190878,Skilled Nursing/Intermediate Care,424
2011,190878,Psychiatric,1921
2011,190878,Physical Rehabilitation,327
2011,190883,Acute,9603
2011,190883,Skilled Nursing/Intermediate Care,31
2011,190930,Psychiatric,2022
2011,190949,Acute,11264
2011,190949,Psychiatric,1054
2011,190949,Physical Rehabilitation,152
2011,191216,Acute,2
2011,191225,Chemical Dependency,714
2011,191227,Acute,21073
2011,191227,Psychiatric,790
2011,191228,Acute,32346
2011,191228,Psychiatric,1114
2011,191231,Acute,13601
2011,191231,Psychiatric,752
2011,191306,Acute,2285
2011,191306,Physical Rehabilitation,1590
2011,191450,Acute,13201
2011,194010,Chemical Dependency,1267
2011,194219,Acute,10067
2011,194219,Psychiatric,193
2011,194219,Physical Rehabilitation,2
2011,194967,Psychiatric,92
2011,194981,Psychiatric,95
2011,196035,Acute,17330
2011,196168,Acute,20181
2011,196403,Acute,24379
2011,196404,Skilled Nursing/Intermediate Care,237
2011,196404,Psychiatric,168
2011,196405,Acute,7649
2011,201281,Acute,6797
2011,204019,Acute,13473
2011,204019,Physical Rehabilitation,70
2011,210992,Acute,5531
2011,210993,Acute,516
2011,214034,Acute,1614
2011,220733,Acute,208
2011,220733,Skilled Nursing/Intermediate Care,34
2011,230949,Acute,1287
2011,230949,Skilled Nursing/Intermediate Care,44
2011,231013,Acute,1319
2011,231013,Skilled Nursing/Intermediate Care,199
2011,231396,Acute,4814
2011,240924,Acute,2310
2011,240942,Acute,14399
2011,244027,Psychiatric,564
2011,250955,Acute,10
2011,250955,Skilled Nursing/Intermediate Care,13
2011,250956,Acute,207
2011,250956,Skilled Nursing/Intermediate Care,72
2011,260011,Acute,759
2011,270744,Acute,12334
2011,270744,Psychiatric,609
2011,270777,Acute,1931
2011,270777,Skilled Nursing/Intermediate Care,179
2011,270777,Physical Rehabilitation,1
2011,270777,Unknown,1
2011,270875,Acute,12080
2011,274043,Acute,9818
2011,274043,Psychiatric,593
2011,274043,Physical Rehabilitation,392
2011,281047,Acute,8363
2011,281047,Physical Rehabilitation,305
2011,281078,Acute,5557
2011,281078,Psychiatric,715
2011,291023,Acute,5604
2011,291023,Skilled Nursing/Intermediate Care,390
2011,291053,Acute,2062
2011,291053,Skilled Nursing/Intermediate Care,54
2011,300032,Acute,12067
2011,300225,Acute,13767
2011,301097,Acute,704
2011,301097,Skilled Nursing/Intermediate Care,31
2011,301097,Psychiatric,99
2011,301098,Acute,14644
2011,301127,Acute,469
2011,301127,Skilled Nursing/Intermediate Care,300
2011,301132,Acute,26280
2011,301140,Acute,1371
2011,301140,Skilled Nursing/Intermediate Care,15
2011,301140,Psychiatric,280
2011,301140,Chemical Dependency,355
2011,301140,Physical Rehabilitation,1
2011,301155,Acute,551
2011,301155,Psychiatric,2788
2011,301175,Acute,20761
2011,301188,Acute,5684
2011,301188,Psychiatric,2968
2011,301205,Acute,30743
2011,301205,Chemical Dependency,455
2011,301209,Acute,3055
2011,301209,Psychiatric,302
2011,301234,Acute,3495
2011,301234,Psychiatric,292
2011,301248,Acute,11098
2011,301248,Psychiatric,384
2011,301258,Acute,5342
2011,301258,Skilled Nursing/Intermediate Care,31
2011,301258,Psychiatric,421
2011,301262,Acute,19937
2011,301262,Physical Rehabilitation,431
2011,301279,Acute,16165
2011,301279,Psychiatric,1473
2011,301279,Physical Rehabilitation,227
2011,301283,Acute,8088
2011,301297,Acute,3786
2011,301304,Psychiatric,822
2011,301317,Acute,18343
2011,301337,Acute,2163
2011,301337,Psychiatric,1323
2011,301337,Chemical Dependency,945
2011,301340,Acute,22959
2011,301340,Psychiatric,2019
2011,301340,Chemical Dependency,16
2011,301342,Acute,16106
2011,301342,Skilled Nursing/Intermediate Care,953
2011,301342,Physical Rehabilitation,566
2011,301357,Acute,373
2011,301357,Skilled Nursing/Intermediate Care,27
2011,301379,Acute,5617
2011,301379,Psychiatric,382
2011,304079,Physical Rehabilitation,1281
2011,304113,Acute,1930
2011,304159,Skilled Nursing/Intermediate Care,70
2011,304159,Physical Rehabilitation,64
2011,304460,Acute,3553
2011,310791,Acute,4315
2011,311000,Acute,20123
2011,311000,Skilled Nursing/Intermediate Care,31
2011,311000,Physical Rehabilitation,853
2011,314024,Acute,24342
2011,314029,Psychiatric,681
2011,320859,Acute,410
2011,320859,Skilled Nursing/Intermediate Care,59
2011,320986,Acute,530
2011,321016,Acute,214
2011,321016,Skilled Nursing/Intermediate Care,23
2011,330120,Chemical Dependency,1411
2011,331152,Acute,9983
2011,331152,Skilled Nursing/Intermediate Care,36
2011,331152,Psychiatric,425
2011,331152,Physical Rehabilitation,155
2011,331164,Acute,19386
2011,331164,Skilled Nursing/Intermediate Care,901
2011,331164,Physical Rehabilitation,138
2011,331168,Acute,17870
2011,331168,Psychiatric,169
2011,331168,Physical Rehabilitation,196
2011,331194,Acute,11443
2011,331194,Skilled Nursing/Intermediate Care,43
2011,331194,Chemical Dependency,774
2011,331216,Acute,10935
2011,331226,Psychiatric,515
2011,331226,Chemical Dependency,406
2011,331288,Acute,1518
2011,331293,Acute,10948
2011,331312,Acute,25224
2011,331326,Acute,3731
2011,331326,Skilled Nursing/Intermediate Care,295
2011,332172,Acute,428
2011,334018,Acute,3596
2011,334025,Acute,17150
2011,334048,Acute,5322
2011,334068,Acute,21267
2011,334457,Psychiatric,894
2011,334487,Acute,19544
2011,334487,Psychiatric,4370
2011,334589,Acute,896
2011,340913,Acute,11314
2011,340947,Acute,20337
2011,340947,Skilled Nursing/Intermediate Care,593
2011,340947,Physical Rehabilitation,435
2011,340950,Acute,23011
2011,340951,Acute,9463
2011,340951,Skilled Nursing/Intermediate Care,578
2011,341006,Acute,30186
2011,341006,Physical Rehabilitation,303
2011,341051,Acute,11868
2011,341051,Skilled Nursing/Intermediate Care,603
2011,341052,Acute,22843
2011,342344,Acute,14934
2011,342392,Psychiatric,5077
2011,344011,Psychiatric,1841
2011,344017,Psychiatric,2275
2011,344021,Psychiatric,3862
2011,344029,Acute,6550
2011,344035,Acute,350
2011,344114,Acute,1063
2011,344114,Physical Rehabilitation,17
2011,344170,Psychiatric,537
2011,350784,Acute,2899
2011,350784,Skilled Nursing/Intermediate Care,253
2011,361105,Acute,2402
2011,361110,Acute,285
2011,361110,Skilled Nursing/Intermediate Care,6
2011,361144,Acute,6423
2011,361166,Acute,5733
2011,361223,Acute,29226
2011,361223,Chemical Dependency,737
2011,361246,Acute,33315
2011,361246,Chemical Dependency,2
2011,361246,Physical Rehabilitation,595
2011,361246,Unknown,3
2011,361266,Acute,189
2011,361266,Skilled Nursing/Intermediate Care,21
2011,361274,Acute,1031
2011,361308,Acute,13200
2011,361308,Skilled Nursing/Intermediate Care,599
2011,361308,Psychiatric,836
2011,361318,Acute,17287
2011,361323,Acute,11028
2011,361323,Skilled Nursing/Intermediate Care,66
2011,361323,Psychiatric,3296
2011,361339,Acute,17954
2011,361343,Acute,18432
2011,361370,Acute,7170
2011,361458,Acute,249
2011,362041,Acute,3690
2011,362041,Skilled Nursing/Intermediate Care,462
2011,364014,Psychiatric,3730
2011,364014,Chemical Dependency,618
2011,364050,Psychiatric,5001
2011,364121,Physical Rehabilitation,1094
2011,364144,Acute,7592
2011,364188,Acute,759
2011,364231,Acute,23203
2011,364231,Psychiatric,3701
2011,370652,Acute,8167
2011,370652,Physical Rehabilitation,158
2011,370673,Acute,15856
2011,370673,Skilled Nursing/Intermediate Care,120
2011,370673,Physical Rehabilitation,68
2011,370689,Acute,2842
2011,370689,Skilled Nursing/Intermediate Care,336
2011,370694,Acute,38143
2011,370694,Physical Rehabilitation,441
2011,370705,Acute,2938
2011,370705,Skilled Nursing/Intermediate Care,411
2011,370714,Acute,30098
2011,370714,Skilled Nursing/Intermediate Care,146
2011,370714,Psychiatric,1380
2011,370714,Physical Rehabilitation,301
2011,370721,Acute,657
2011,370730,Acute,31559
2011,370744,Acute,34815
2011,370744,Psychiatric,1996
2011,370745,Psychiatric,5545
2011,370749,Psychiatric,1899
2011,370749,Chemical Dependency,258
2011,370755,Acute,21145
2011,370755,Skilled Nursing/Intermediate Care,655
2011,370755,Psychiatric,1414
2011,370755,Physical Rehabilitation,437
2011,370759,Acute,7331
2011,370759,Psychiatric,3961
2011,370759,Physical Rehabilitation,182
2011,370771,Acute,20288
2011,370771,Chemical Dependency,580
2011,370780,Acute,17670
2011,370780,Psychiatric,1114
2011,370780,Physical Rehabilitation,207
2011,370782,Acute,25996
2011,370782,Psychiatric,1624
2011,370787,Acute,589
2011,370787,Psychiatric,1354
2011,370875,Acute,17148
2011,370875,Skilled Nursing/Intermediate Care,617
2011,370977,Acute,7339
2011,370977,Skilled Nursing/Intermediate Care,593
2011,370977,Psychiatric,229
2011,371256,Acute,11484
2011,371394,Acute,10326
2011,371394,Physical Rehabilitation,683
2011,374024,Psychiatric,2364
2011,374024,Chemical Dependency,473
2011,374049,Chemical Dependency,247
2011,374055,Skilled Nursing/Intermediate Care,43
2011,374055,Psychiatric,2256
2011,374084,Acute,932
2011,374094,Acute,951
2011,380842,Skilled Nursing/Intermediate Care,678
2011,380842,Psychiatric,137
2011,380857,Acute,16337
2011,380865,Acute,135
2011,380865,Skilled Nursing/Intermediate Care,872
2011,380865,Physical Rehabilitation,46
2011,380868,Psychiatric,686
2011,380929,Acute,28615
2011,380929,Skilled Nursing/Intermediate Care,1482
2011,380929,Psychiatric,590
2011,380929,Physical Rehabilitation,502
2011,380939,Acute,13864
2011,380939,Skilled Nursing/Intermediate Care,396
2011,380939,Psychiatric,1937
2011,380960,Acute,4776
2011,380960,Psychiatric,1276
2011,380960,Physical Rehabilitation,402
2011,380964,Acute,4623
2011,380964,Skilled Nursing/Intermediate Care,353
2011,380965,Acute,4710
2011,380965,Skilled Nursing/Intermediate Care,672
2011,380965,Psychiatric,654
2011,380965,Physical Rehabilitation,454
2011,381154,Acute,29551
2011,382715,Acute,1915
2011,390846,Acute,9622
2011,390923,Acute,8088
2011,390923,Skilled Nursing/Intermediate Care,4
2011,390923,Physical Rehabilitation,146
2011,391010,Acute,10578
2011,391042,Acute,18355
2011,391042,Skilled Nursing/Intermediate Care,225
2011,391056,Acute,4640
2011,392232,Skilled Nursing/Intermediate Care,1
2011,392232,Psychiatric,1402
2011,392287,Acute,4559
2011,394003,Psychiatric,1109
2011,394009,Acute,11697
2011,394009,Skilled Nursing/Intermediate Care,76
2011,400466,Acute,2718
2011,400466,Physical Rehabilitation,143
2011,400480,Acute,5381
2011,400524,Acute,6959
2011,400548,Acute,6763
2011,404046,Psychiatric,1194
2011,410782,Acute,2662
2011,410782,Skilled Nursing/Intermediate Care,416
2011,410782,Psychiatric,752
2011,410804,Acute,8367
2011,410806,Acute,5955
2011,410817,Acute,7726
2011,410817,Skilled Nursing/Intermediate Care,32
2011,410828,Skilled Nursing/Intermediate Care,68
2011,410852,Acute,13595
2011,410852,Skilled Nursing/Intermediate Care,476
2011,410852,Psychiatric,957
2011,410852,Chemical Dependency,394
2011,410891,Acute,8218
2011,410891,Psychiatric,328
2011,414018,Acute,365
2011,420483,Acute,1567
2011,420483,Skilled Nursing/Intermediate Care,16
2011,420491,Acute,2882
2011,420491,Skilled Nursing/Intermediate Care,243
2011,420493,Acute,12375
2011,420493,Skilled Nursing/Intermediate Care,525
2011,420514,Acute,18495
2011,420514,Psychiatric,1172
2011,420514,Physical Rehabilitation,647
2011,420522,Acute,305
2011,424002,Psychiatric,479
2011,430705,Acute,10939
2011,430705,Unknown,15
2011,430763,Acute,21712
2011,430763,Psychiatric,925
2011,430763,Physical Rehabilitation,371
2011,430779,Acute,18632
2011,430779,Psychiatric,577
2011,430779,Physical Rehabilitation,302
2011,430837,Acute,15236
2011,430837,Skilled Nursing/Intermediate Care,366
2011,430883,Acute,23773
2011,430883,Psychiatric,1327
2011,430883,Physical Rehabilitation,543
2011,430905,Acute,24191
2011,430905,Psychiatric,881
2011,431506,Acute,13412
2011,434040,Acute,16155
2011,434051,Skilled Nursing/Intermediate Care,17
2011,434138,Acute,4180
2011,434153,Acute,26192
2011,434218,Psychiatric,1324
2011,434220,Psychiatric,407
2011,440755,Acute,11146
2011,440755,Skilled Nursing/Intermediate Care,756
2011,440755,Psychiatric,945
2011,440755,Physical Rehabilitation,418
2011,444012,Acute,2600
2011,444012,Unknown,1
2011,444013,Acute,6274
2011,450936,Acute,473
2011,450936,Skilled Nursing/Intermediate Care,112
2011,450940,Acute,8222
2011,450949,Acute,15431
2011,454012,Acute,607
2012,10846,Acute,12137
2011,454012,Skilled Nursing/Intermediate Care,524
2011,454013,Acute,256
2011,470871,Acute,1306
2011,470871,Skilled Nursing/Intermediate Care,26
2011,474007,Acute,1728
2011,480989,Acute,12128
2011,480989,Physical Rehabilitation,864
2011,481015,Psychiatric,2236
2011,481094,Acute,5848
2011,481357,Acute,7079
2011,484001,Acute,2407
2011,484028,Psychiatric,4
2011,484044,Acute,3330
2011,490919,Acute,7003
2011,490964,Acute,891
2011,490964,Skilled Nursing/Intermediate Care,164
2011,491001,Acute,3304
2011,491064,Acute,12423
2011,491064,Physical Rehabilitation,272
2011,491076,Acute,1819
2011,491076,Skilled Nursing/Intermediate Care,415
2011,491338,Acute,1196
2011,494019,Acute,10581
2011,500852,Acute,20344
2011,500852,Psychiatric,4270
2011,500852,Chemical Dependency,11
2011,500867,Acute,11243
2011,500867,Skilled Nursing/Intermediate Care,593
2011,500939,Acute,21829
2011,500967,Acute,1581
2011,500967,Skilled Nursing/Intermediate Care,222
2011,504038,Acute,862
2011,514001,Psychiatric,329
2011,514030,Acute,649
2011,514033,Psychiatric,572
2011,521041,Acute,3970
2011,521041,Skilled Nursing/Intermediate Care,5
2011,531059,Acute,449
2011,531059,Skilled Nursing/Intermediate Care,61
2011,540734,Acute,24109
2011,540734,Skilled Nursing/Intermediate Care,283
2011,540734,Psychiatric,1765
2011,540734,Physical Rehabilitation,489
2011,540798,Acute,9276
2011,540798,Skilled Nursing/Intermediate Care,24
2011,540816,Acute,6912
2011,551061,Skilled Nursing/Intermediate Care,60
2011,554011,Acute,5300
2011,554011,Skilled Nursing/Intermediate Care,278
2011,560473,Acute,15146
2011,560481,Acute,11211
2011,560481,Psychiatric,2490
2011,560492,Acute,14564
2011,560492,Skilled Nursing/Intermediate Care,776
2011,560492,Physical Rehabilitation,207
2011,560492,Unknown,6
2011,560501,Acute,683
2011,560501,Skilled Nursing/Intermediate Care,262
2011,560508,Acute,3746
2011,560508,Skilled Nursing/Intermediate Care,20
2011,560525,Acute,6159
2011,560529,Acute,14263
2011,560529,Physical Rehabilitation,373
2011,560838,Psychiatric,205
2011,564121,Acute,1408
2011,571086,Acute,4127
2011,571086,Psychiatric,930
2011,574010,Acute,4776
2011,580996,Acute,14451
2012,10735,Acute,2791
2012,10735,Skilled Nursing/Intermediate Care,206
2012,10739,Acute,23296
2012,10776,Acute,10099
2012,10776,Physical Rehabilitation,92
2012,10782,Chemical Dependency,158
2012,10805,Acute,9919
2012,10805,Psychiatric,97
2012,10844,Skilled Nursing/Intermediate Care,21
2012,10844,Psychiatric,2243
2012,10844,Physical Rehabilitation,755
2012,10846,Skilled Nursing/Intermediate Care,190
2012,10846,Psychiatric,2986
2012,10846,Physical Rehabilitation,465
2012,10856,Acute,19995
2012,10858,Acute,16994
2012,10887,Acute,476
2012,10937,Acute,12240
2012,10937,Skilled Nursing/Intermediate Care,778
2012,10967,Acute,7345
2012,10987,Acute,14056
2012,13619,Acute,3562
2012,13687,Chemical Dependency,539
2012,14034,Psychiatric,3952
2012,14050,Acute,8639
2012,14050,Skilled Nursing/Intermediate Care,540
2012,14050,Psychiatric,198
2012,14207,Psychiatric,1199
2012,14226,Psychiatric,546
2012,34002,Acute,2716
2012,40802,Acute,693
2012,40802,Skilled Nursing/Intermediate Care,52
2012,40875,Acute,6400
2012,40937,Acute,10085
2012,40937,Skilled Nursing/Intermediate Care,592
2012,40962,Acute,14868
2012,40962,Psychiatric,601
2012,40962,Physical Rehabilitation,501
2012,44006,Psychiatric,683
2012,50932,Acute,1272
2012,50932,Skilled Nursing/Intermediate Care,7
2012,60870,Acute,1054
2012,60870,Skilled Nursing/Intermediate Care,101
2012,70904,Acute,6066
2012,70924,Acute,9514
2012,70924,Psychiatric,777
2012,70934,Acute,9153
2012,70988,Acute,19432
2012,70988,Physical Rehabilitation,628
2012,70990,Acute,18490
2012,71018,Acute,9579
2012,74017,Acute,5100
2012,74039,Psychiatric,2334
2012,74039,Chemical Dependency,674
2012,74097,Acute,9215
2012,84001,Acute,2532
2012,90793,Acute,2628
2012,90793,Skilled Nursing/Intermediate Care,64
2012,90933,Acute,5533
2012,90933,Skilled Nursing/Intermediate Care,3
2012,94002,Psychiatric,398
2012,100005,Acute,13073
2012,100005,Physical Rehabilitation,3
2012,100697,Acute,416
2012,100697,Skilled Nursing/Intermediate Care,76
2012,100717,Acute,39471
2012,100717,Skilled Nursing/Intermediate Care,405
2012,100717,Psychiatric,3339
2012,100717,Physical Rehabilitation,593
2012,100797,Acute,3165
2012,100899,Acute,27875
2012,104023,Acute,1522
2012,104047,Acute,2001
2012,104062,Acute,8083
2012,104089,Psychiatric,591
2012,105029,Acute,3044
2012,110889,Acute,318
2012,110889,Skilled Nursing/Intermediate Care,20
2012,121002,Acute,2536
2012,121002,Skilled Nursing/Intermediate Care,6
2012,121031,Acute,26
2012,121031,Skilled Nursing/Intermediate Care,12
2012,121051,Acute,1932
2012,121051,Skilled Nursing/Intermediate Care,59
2012,121080,Acute,6727
2012,121080,Physical Rehabilitation,167
2012,124004,Psychiatric,684
2012,130699,Acute,7780
2012,130760,Acute,7525
2012,141273,Acute,984
2012,141273,Skilled Nursing/Intermediate Care,2
2012,141338,Acute,75
2012,141338,Skilled Nursing/Intermediate Care,32
2012,150706,Acute,3856
2012,150706,Skilled Nursing/Intermediate Care,39
2012,150722,Acute,20333
2012,150736,Acute,12749
2012,150736,Psychiatric,759
2012,150737,Acute,595
2012,150737,Skilled Nursing/Intermediate Care,184
2012,150761,Acute,13752
2012,150775,Acute,800
2012,150775,Psychiatric,1862
2012,150775,Chemical Dependency,237
2012,150782,Acute,2396
2012,150782,Skilled Nursing/Intermediate Care,19
2012,150788,Acute,21967
2012,150808,Acute,125
2012,154022,Physical Rehabilitation,1605
2012,154101,Acute,3879
2012,154147,Psychiatric,242
2012,154160,Psychiatric,479
2012,160702,Acute,480
2012,160787,Acute,4109
2012,164029,Acute,11790
2012,171049,Acute,1595
2012,171049,Skilled Nursing/Intermediate Care,35
2012,171395,Acute,2321
2012,171395,Skilled Nursing/Intermediate Care,74
2012,184008,Acute,1502
2012,190017,Acute,3437
2012,190017,Skilled Nursing/Intermediate Care,12
2012,190017,Physical Rehabilitation,230
2012,190020,Psychiatric,5059
2012,190034,Acute,26820
2012,190034,Psychiatric,577
2012,190045,Acute,17
2012,190045,Skilled Nursing/Intermediate Care,2
2012,190049,Acute,854
2012,190052,Acute,771
2012,190053,Acute,13068
2012,190053,Physical Rehabilitation,440
2012,190066,Acute,4902
2012,190066,Psychiatric,1393
2012,190081,Acute,10216
2012,190110,Acute,6021
2012,190110,Skilled Nursing/Intermediate Care,82
2012,190110,Psychiatric,1719
2012,190110,Chemical Dependency,1003
2012,190110,Physical Rehabilitation,413
2012,190125,Acute,20184
2012,190125,Skilled Nursing/Intermediate Care,401
2012,190137,Physical Rehabilitation,1308
2012,190148,Acute,19304
2012,190148,Skilled Nursing/Intermediate Care,23
2012,190148,Physical Rehabilitation,1
2012,190150,Psychiatric,980
2012,190159,Acute,2882
2012,190163,Psychiatric,5270
2012,190170,Acute,13019
2012,190170,Physical Rehabilitation,214
2012,190176,Acute,6102
2012,190184,Psychiatric,6919
2012,190196,Acute,1093
2012,190197,Acute,3852
2012,190198,Acute,5531
2012,190198,Skilled Nursing/Intermediate Care,73
2012,190200,Acute,11358
2012,190200,Skilled Nursing/Intermediate Care,81
2012,190200,Psychiatric,569
2012,190232,Psychiatric,5563
2012,190232,Chemical Dependency,32
2012,190240,Acute,8193
2012,190240,Physical Rehabilitation,3
2012,190243,Acute,12598
2012,190256,Acute,4721
2012,190256,Skilled Nursing/Intermediate Care,59
2012,190280,Acute,1528
2012,190280,Skilled Nursing/Intermediate Care,7
2012,190280,Psychiatric,256
2012,190298,Acute,5943
2012,190305,Acute,811
2012,190307,Acute,8892
2012,190307,Physical Rehabilitation,223
2012,190315,Acute,16683
2012,190315,Physical Rehabilitation,496
2012,190317,Acute,1
2012,190317,Psychiatric,1009
2012,190323,Acute,19370
2012,190323,Skilled Nursing/Intermediate Care,935
2012,190323,Psychiatric,2050
2012,190323,Physical Rehabilitation,630
2012,190328,Acute,1439
2012,190328,Psychiatric,582
2012,190352,Acute,4404
2012,190352,Skilled Nursing/Intermediate Care,9
2012,190380,Acute,3194
2012,190382,Acute,17353
2012,190382,Skilled Nursing/Intermediate Care,170
2012,190382,Physical Rehabilitation,443
2012,190385,Acute,19309
2012,190385,Skilled Nursing/Intermediate Care,52
2012,190385,Physical Rehabilitation,188
2012,190392,Acute,16675
2012,190400,Acute,27129
2012,190400,Psychiatric,1249
2012,190400,Chemical Dependency,499
2012,190400,Physical Rehabilitation,328
2012,190410,Psychiatric,3310
2012,190410,Unknown,1
2012,190413,Acute,7495
2012,190413,Skilled Nursing/Intermediate Care,784
2012,190413,Psychiatric,1702
2012,190413,Physical Rehabilitation,1
2012,190422,Acute,25964
2012,190422,Skilled Nursing/Intermediate Care,1369
2012,190429,Acute,25915
2012,190429,Psychiatric,2682
2012,190431,Acute,15405
2012,190432,Acute,13587
2012,190434,Acute,13510
2012,190449,Acute,2253
2012,190462,Psychiatric,2219
2012,190462,Chemical Dependency,500
2012,190468,Acute,1541
2012,190470,Acute,21114
2012,190470,Skilled Nursing/Intermediate Care,2230
2012,190475,Acute,2694
2012,190475,Psychiatric,1459
2012,190500,Acute,4387
2012,190517,Acute,16394
2012,190521,Acute,8169
2012,190521,Skilled Nursing/Intermediate Care,145
2012,190522,Acute,12129
2012,190522,Physical Rehabilitation,190
2012,190524,Acute,3929
2012,190524,Psychiatric,3471
2012,190525,Acute,20739
2012,190525,Physical Rehabilitation,618
2012,190529,Acute,16924
2012,190529,Skilled Nursing/Intermediate Care,1071
2012,190529,Physical Rehabilitation,495
2012,190534,Acute,5037
2012,190541,Acute,822
2012,190547,Acute,6496
2012,190552,Acute,219
2012,190552,Skilled Nursing/Intermediate Care,54
2012,190555,Acute,55109
2012,190555,Psychiatric,82
2012,190555,Physical Rehabilitation,760
2012,190568,Acute,15885
2012,190568,Psychiatric,1821
2012,190568,Physical Rehabilitation,278
2012,190570,Acute,2534
2012,190587,Acute,4766
2012,190587,Psychiatric,3530
2012,190630,Acute,27200
2012,190631,Acute,20641
2012,190631,Skilled Nursing/Intermediate Care,637
2012,190631,Physical Rehabilitation,197
2012,190636,Acute,20124
2012,190636,Physical Rehabilitation,208
2012,190661,Acute,1923
2012,190661,Psychiatric,874
2012,190673,Acute,4701
2012,190680,Acute,6245
2012,190680,Skilled Nursing/Intermediate Care,869
2012,190680,Psychiatric,572
2012,190680,Chemical Dependency,161
2012,190680,Physical Rehabilitation,282
2012,190681,Acute,198
2012,190687,Acute,16164
2012,190696,Acute,3561
2012,190696,Skilled Nursing/Intermediate Care,67
2012,190696,Psychiatric,1811
2012,190708,Acute,3692
2012,190708,Psychiatric,393
2012,190712,Acute,462
2012,190754,Acute,21901
2012,190754,Skilled Nursing/Intermediate Care,402
