Year,OSHPD ID,Principal_Procedure_Group,Count
2012,150722,Male Reproductive Organs,65
2012,150722,Female Reproductive Organs,528
2012,150722,OB Procedures,3626
2012,150722,Musculoskeletal,1134
2012,150722,Skin,232
2012,150722,Diagnostic/Therapeutic,5380
2012,150722,Other Interventions,12
2012,150736,Nervous System,285
2012,150736,Endocrine System,23
2012,150736,Eye,19
2012,150736,Ear,4
2012,150736,Nose/Mouth/Pharynx,34
2012,150736,Respiratory,253
2012,150736,Cardiovascular,236
2012,150736,Blood/Lymph Organs,54
2012,150736,Digestive,748
2012,150736,Urinary,103
2012,150736,Male Reproductive Organs,32
2012,150736,Female Reproductive Organs,234
2012,150736,OB Procedures,3428
2012,150736,Musculoskeletal,721
2012,150736,Skin,278
2012,150736,Diagnostic/Therapeutic,3935
2012,150736,Other Interventions,8
2012,150737,Respiratory,1
2012,150737,Digestive,26
2012,150737,Urinary,2
2012,150737,Female Reproductive Organs,2
2012,150737,Musculoskeletal,6
2012,150737,Skin,1
2012,150737,Diagnostic/Therapeutic,691
2012,150761,Nervous System,190
2012,150761,Endocrine System,15
2012,150761,Eye,3
2012,150761,Nose/Mouth/Pharynx,15
2012,150761,Respiratory,183
2012,150761,Cardiovascular,783
2012,150761,Blood/Lymph Organs,39
2012,150761,Digestive,1520
2012,150761,Urinary,168
2012,150761,Male Reproductive Organs,95
2012,150761,Female Reproductive Organs,506
2012,150761,OB Procedures,2414
2012,150761,Musculoskeletal,742
2012,150761,Skin,201
2012,150761,Diagnostic/Therapeutic,3737
2012,150761,Other Interventions,28
2012,150775,Nose/Mouth/Pharynx,1
2012,150775,Respiratory,2
2012,150775,Cardiovascular,7
2012,150775,Digestive,35
2012,150775,Urinary,4
2012,150775,Male Reproductive Organs,4
2012,150775,Musculoskeletal,40
2012,150775,Skin,78
2012,150775,Diagnostic/Therapeutic,856
2012,150775,Other Interventions,1
2012,150782,Nervous System,16
2012,150782,Endocrine System,1
2012,150782,Eye,1
2012,150782,Ear,1
2012,150782,Nose/Mouth/Pharynx,1
2012,150782,Respiratory,38
2012,150782,Cardiovascular,19
2012,150782,Blood/Lymph Organs,4
2012,150782,Digestive,222
2012,150782,Urinary,1
2012,150782,Male Reproductive Organs,21
2012,150782,Female Reproductive Organs,59
2012,150782,OB Procedures,481
2012,150782,Musculoskeletal,75
2012,150782,Skin,69
2012,150782,Diagnostic/Therapeutic,301
2012,150782,Other Interventions,3
2012,150788,Nervous System,419
2012,150788,Endocrine System,56
2012,150788,Eye,9
2012,150788,Ear,2
2012,150788,Nose/Mouth/Pharynx,41
2012,150788,Respiratory,311
2012,150788,Cardiovascular,2122
2012,150788,Blood/Lymph Organs,34
2012,150788,Digestive,2587
2012,150788,Urinary,140
2012,150788,Male Reproductive Organs,32
2012,150788,Female Reproductive Organs,373
2012,150788,OB Procedures,2883
2012,150788,Musculoskeletal,1403
2012,150788,Skin,382
2012,150788,Diagnostic/Therapeutic,4588
2012,150788,Other Interventions,38
2012,150808,Urinary,6
2012,150808,Diagnostic/Therapeutic,41
2012,154022,Cardiovascular,130
2012,154022,Digestive,5
2012,154022,Urinary,3
2012,154022,Skin,2
2012,154022,Diagnostic/Therapeutic,39
2012,154101,Nervous System,19
2012,154101,Endocrine System,2
2012,154101,Nose/Mouth/Pharynx,4
2012,154101,Respiratory,92
2012,154101,Cardiovascular,1345
2012,154101,Digestive,323
2012,154101,Urinary,8
2012,154101,Female Reproductive Organs,3
2012,154101,Musculoskeletal,86
2012,154101,Skin,39
2012,154101,Diagnostic/Therapeutic,333
2012,154101,Other Interventions,17
2012,160702,Nervous System,1
2012,160702,Eye,1
2012,160702,Nose/Mouth/Pharynx,1
2012,160702,Cardiovascular,12
2012,160702,Digestive,17
2012,160702,Musculoskeletal,6
2012,160702,Skin,17
2012,160702,Diagnostic/Therapeutic,20
2012,160787,Ear,1
2012,160787,Nose/Mouth/Pharynx,1
2012,160787,Female Reproductive Organs,4
2012,160787,OB Procedures,2041
2012,160787,Skin,5
2012,160787,Diagnostic/Therapeutic,67
2012,160787,Other Interventions,1
2012,164029,Nervous System,82
2012,164029,Endocrine System,36
2012,164029,Eye,5
2012,164029,Ear,1
2012,164029,Nose/Mouth/Pharynx,29
2012,164029,Respiratory,120
2012,164029,Cardiovascular,680
2012,164029,Blood/Lymph Organs,20
2012,164029,Digestive,1247
2012,164029,Urinary,361
2012,164029,Male Reproductive Organs,70
2012,164029,Female Reproductive Organs,334
2012,164029,OB Procedures,932
2012,164029,Musculoskeletal,688
2012,164029,Skin,239
2012,164029,Diagnostic/Therapeutic,2462
2012,164029,Other Interventions,58
2012,171049,Nervous System,3
2012,171049,Endocrine System,1
2012,171049,Nose/Mouth/Pharynx,2
2012,171049,Respiratory,4
2012,171049,Cardiovascular,52
2012,171049,Blood/Lymph Organs,1
2012,171049,Digestive,201
2012,171049,Female Reproductive Organs,43
2012,171049,OB Procedures,163
2012,171049,Musculoskeletal,1
2012,171049,Skin,28
2012,171049,Diagnostic/Therapeutic,125
2012,171395,Nervous System,13
2012,171395,Endocrine System,1
2012,171395,Respiratory,24
2012,171395,Cardiovascular,50
2012,171395,Blood/Lymph Organs,3
2012,171395,Digestive,181
2012,171395,Urinary,5
2012,171395,Male Reproductive Organs,1
2012,171395,Female Reproductive Organs,37
2012,171395,OB Procedures,339
2012,171395,Musculoskeletal,238
2012,171395,Skin,55
2012,171395,Diagnostic/Therapeutic,555
2012,171395,Other Interventions,20
2012,184008,Nervous System,5
2012,184008,Endocrine System,1
2012,184008,Nose/Mouth/Pharynx,1
2012,184008,Respiratory,10
2012,184008,Cardiovascular,31
2012,184008,Digestive,157
2012,184008,Urinary,2
2012,184008,Male Reproductive Organs,13
2012,184008,Female Reproductive Organs,20
2012,184008,OB Procedures,250
2012,184008,Musculoskeletal,7
2012,184008,Skin,21
2012,184008,Diagnostic/Therapeutic,82
2012,190017,Nervous System,24
2012,190017,Endocrine System,9
2012,190017,Eye,2
2012,190017,Nose/Mouth/Pharynx,9
2012,190017,Respiratory,76
2012,190017,Cardiovascular,270
2012,190017,Blood/Lymph Organs,10
2012,190017,Digestive,551
2012,190017,Urinary,43
2012,190017,Male Reproductive Organs,17
2012,190017,Female Reproductive Organs,17
2012,190017,Musculoskeletal,95
2012,190017,Skin,80
2012,190017,Diagnostic/Therapeutic,906
2012,190020,Diagnostic/Therapeutic,194
2012,190034,Nervous System,508
2012,190034,Endocrine System,87
2012,190034,Eye,7
2012,190034,Ear,1
2012,190034,Nose/Mouth/Pharynx,45
2012,190034,Respiratory,399
2012,190034,Cardiovascular,1587
2012,190034,Blood/Lymph Organs,80
2012,190034,Digestive,2473
2012,190034,Urinary,171
2012,190034,Male Reproductive Organs,115
2012,190034,Female Reproductive Organs,452
2012,190034,OB Procedures,5506
2012,190034,Musculoskeletal,1465
2012,190034,Skin,438
2012,190034,Diagnostic/Therapeutic,1777
2012,190034,Other Interventions,20
2012,190045,Cardiovascular,13
2012,190045,Diagnostic/Therapeutic,4
2012,190049,Ear,1
2012,190049,Respiratory,31
2012,190049,Cardiovascular,107
2012,190049,Digestive,63
2012,190049,Musculoskeletal,55
2012,190049,Skin,27
2012,190049,Diagnostic/Therapeutic,249
2012,190052,Nose/Mouth/Pharynx,1
2012,190052,Respiratory,23
2012,190052,Cardiovascular,38
2012,190052,Digestive,33
2012,190052,Urinary,2
2012,190052,Male Reproductive Organs,1
2012,190052,Musculoskeletal,22
2012,190052,Skin,14
2012,190052,Diagnostic/Therapeutic,462
2012,190053,Nervous System,186
2012,190053,Endocrine System,1
2012,190053,Eye,16
2012,190053,Ear,3
2012,190053,Nose/Mouth/Pharynx,15
2012,190053,Respiratory,180
2012,190053,Cardiovascular,920
2012,190053,Blood/Lymph Organs,13
2012,190053,Digestive,1023
2012,190053,Urinary,40
2012,190053,Male Reproductive Organs,96
2012,190053,Female Reproductive Organs,102
2012,190053,OB Procedures,2773
2012,190053,Musculoskeletal,292
2012,190053,Skin,177
2012,190053,Diagnostic/Therapeutic,3046
2012,190053,Other Interventions,2
2012,190066,Nervous System,1
2012,190066,Endocrine System,8
2012,190066,Eye,1
2012,190066,Nose/Mouth/Pharynx,1
2012,190066,Respiratory,35
2012,190066,Cardiovascular,89
2012,190066,Blood/Lymph Organs,8
2012,190066,Digestive,397
2012,190066,Urinary,45
2012,190066,Male Reproductive Organs,43
2012,190066,Female Reproductive Organs,145
2012,190066,OB Procedures,1401
2012,190066,Musculoskeletal,40
2012,190066,Skin,73
2012,190066,Diagnostic/Therapeutic,1442
2012,190081,Nervous System,125
2012,190081,Endocrine System,1
2012,190081,Eye,3
2012,190081,Ear,2
2012,190081,Nose/Mouth/Pharynx,18
2012,190081,Respiratory,111
2012,190081,Cardiovascular,895
2012,190081,Blood/Lymph Organs,23
2012,190081,Digestive,1194
2012,190081,Urinary,72
2012,190081,Male Reproductive Organs,92
2012,190081,Female Reproductive Organs,190
2012,190081,OB Procedures,787
2012,190081,Musculoskeletal,439
2012,190081,Skin,145
2012,190081,Diagnostic/Therapeutic,1293
2012,190081,Other Interventions,6
2012,190110,Nervous System,20
2012,190110,Endocrine System,7
2012,190110,Eye,6
2012,190110,Ear,1
2012,190110,Nose/Mouth/Pharynx,10
2012,190110,Respiratory,85
2012,190110,Cardiovascular,921
2012,190110,Blood/Lymph Organs,19
2012,190110,Digestive,656
2012,190110,Urinary,60
2012,190110,Male Reproductive Organs,11
2012,190110,Female Reproductive Organs,19
2012,190110,Musculoskeletal,244
2012,190110,Skin,109
2012,190110,Diagnostic/Therapeutic,1981
2012,190110,Other Interventions,14
2012,190125,Nervous System,215
2012,190125,Endocrine System,27
2012,190125,Eye,27
2012,190125,Ear,4
2012,190125,Nose/Mouth/Pharynx,70
2012,190125,Respiratory,170
2012,190125,Cardiovascular,1002
2012,190125,Blood/Lymph Organs,35
2012,190125,Digestive,1301
2012,190125,Urinary,97
2012,190125,Male Reproductive Organs,26
2012,190125,Female Reproductive Organs,301
2012,190125,OB Procedures,4634
2012,190125,Musculoskeletal,899
2012,190125,Skin,424
2012,190125,Diagnostic/Therapeutic,5918
2012,190125,Other Interventions,14
2012,190148,Nervous System,137
2012,190148,Endocrine System,12
2012,190148,Eye,18
2012,190148,Ear,1
2012,190148,Nose/Mouth/Pharynx,24
2012,190148,Respiratory,213
2012,190148,Cardiovascular,2449
2012,190148,Blood/Lymph Organs,20
2012,190148,Digestive,1207
2012,190148,Urinary,52
2012,190148,Male Reproductive Organs,22
2012,190148,Female Reproductive Organs,149
2012,190148,OB Procedures,988
2012,190148,Musculoskeletal,428
2012,190148,Skin,232
2012,190148,Diagnostic/Therapeutic,3533
2012,190148,Other Interventions,13
2012,190159,Nervous System,34
2012,190159,Endocrine System,2
2012,190159,Nose/Mouth/Pharynx,1
2012,190159,Respiratory,27
2012,190159,Cardiovascular,168
2012,190159,Blood/Lymph Organs,2
2012,190159,Digestive,671
2012,190159,Urinary,24
2012,190159,Male Reproductive Organs,3
2012,190159,Female Reproductive Organs,27
2012,190159,Musculoskeletal,383
2012,190159,Skin,64
2012,190159,Diagnostic/Therapeutic,279
2012,190159,Other Interventions,1
2012,190163,Diagnostic/Therapeutic,900
2012,190170,Nervous System,787
2012,190170,Endocrine System,56
2012,190170,Eye,90
2012,190170,Ear,67
2012,190170,Nose/Mouth/Pharynx,435
2012,190170,Respiratory,279
2012,190170,Cardiovascular,1136
2012,190170,Blood/Lymph Organs,183
2012,190170,Digestive,1450
2012,190170,Urinary,373
2012,190170,Male Reproductive Organs,34
2012,190170,Female Reproductive Organs,82
2012,190170,Musculoskeletal,1164
2012,190170,Skin,262
2012,190170,Diagnostic/Therapeutic,2699
2012,190170,Other Interventions,50
2012,190176,Nervous System,212
2012,190176,Endocrine System,84
2012,190176,Eye,5
2012,190176,Ear,1
2012,190176,Nose/Mouth/Pharynx,54
2012,190176,Respiratory,350
2012,190176,Cardiovascular,208
2012,190176,Blood/Lymph Organs,767
2012,190176,Digestive,704
2012,190176,Urinary,246
2012,190176,Male Reproductive Organs,500
2012,190176,Female Reproductive Organs,185
2012,190176,Musculoskeletal,178
2012,190176,Skin,347
2012,190176,Diagnostic/Therapeutic,1627
2012,190176,Other Interventions,21
2012,190184,Respiratory,2
2012,190184,Male Reproductive Organs,1
2012,190184,Diagnostic/Therapeutic,6553
2012,190196,Eye,1
2012,190196,Respiratory,37
2012,190196,Cardiovascular,168
2012,190196,Digestive,93
2012,190196,Urinary,12
2012,190196,Male Reproductive Organs,3
2012,190196,Female Reproductive Organs,1
2012,190196,Musculoskeletal,24
2012,190196,Skin,72
2012,190196,Diagnostic/Therapeutic,207
2012,190197,Nervous System,6
2012,190197,Endocrine System,2
2012,190197,Eye,1
2012,190197,Nose/Mouth/Pharynx,5
2012,190197,Respiratory,34
2012,190197,Cardiovascular,107
2012,190197,Blood/Lymph Organs,4
2012,190197,Digestive,506
2012,190197,Urinary,12
2012,190197,Male Reproductive Organs,14
2012,190197,Female Reproductive Organs,46
2012,190197,OB Procedures,1
2012,190197,Musculoskeletal,29
2012,190197,Skin,50
2012,190197,Diagnostic/Therapeutic,918
2012,190198,Nervous System,3
2012,190198,Eye,1
2012,190198,Ear,1
2012,190198,Nose/Mouth/Pharynx,1
2012,190198,Respiratory,47
2012,190198,Cardiovascular,304
2012,190198,Blood/Lymph Organs,1
2012,190198,Digestive,430
2012,190198,Urinary,19
2012,190198,Male Reproductive Organs,16
2012,190198,Female Reproductive Organs,29
2012,190198,OB Procedures,145
2012,190198,Musculoskeletal,48
2012,190198,Skin,86
2012,190198,Diagnostic/Therapeutic,383
2012,190200,Nervous System,72
2012,190200,Endocrine System,13
2012,190200,Eye,8
2012,190200,Ear,1
2012,190200,Nose/Mouth/Pharynx,17
2012,190200,Respiratory,135
2012,190200,Cardiovascular,442
2012,190200,Blood/Lymph Organs,28
2012,190200,Digestive,761
2012,190200,Urinary,108
2012,190200,Male Reproductive Organs,172
2012,190200,Female Reproductive Organs,276
2012,190200,OB Procedures,2729
2012,190200,Musculoskeletal,404
2012,190200,Skin,69
2012,190200,Diagnostic/Therapeutic,3159
2012,190200,Other Interventions,3
2012,190232,Diagnostic/Therapeutic,434
2012,190240,Nervous System,76
2012,190240,Endocrine System,15
2012,190240,Eye,1
2012,190240,Ear,1
2012,190240,Nose/Mouth/Pharynx,13
2012,190240,Respiratory,204
2012,190240,Cardiovascular,1542
2012,190240,Blood/Lymph Organs,31
2012,190240,Digestive,939
2012,190240,Urinary,97
2012,190240,Male Reproductive Organs,17
2012,190240,Female Reproductive Organs,182
2012,190240,OB Procedures,1
2012,190240,Musculoskeletal,557
2012,190240,Skin,132
2012,190240,Diagnostic/Therapeutic,1063
2012,190240,Other Interventions,3
2012,190243,Nervous System,197
2012,190243,Endocrine System,49
2012,190243,Eye,7
2012,190243,Ear,1
2012,190243,Nose/Mouth/Pharynx,36
2012,190243,Respiratory,153
2012,190243,Cardiovascular,1274
2012,190243,Blood/Lymph Organs,27
2012,190243,Digestive,1055
2012,190243,Urinary,75
2012,190243,Male Reproductive Organs,94
2012,190243,Female Reproductive Organs,251
2012,190243,OB Procedures,1339
2012,190243,Musculoskeletal,720
2012,190243,Skin,136
2012,190243,Diagnostic/Therapeutic,2568
2012,190243,Other Interventions,11
2012,190256,Nervous System,8
2012,190256,Endocrine System,2
2012,190256,Eye,4
2012,190256,Nose/Mouth/Pharynx,5
2012,190256,Respiratory,54
2012,190256,Cardiovascular,211
2012,190256,Blood/Lymph Organs,1
2012,190256,Digestive,416
2012,190256,Urinary,32
2012,190256,Male Reproductive Organs,16
2012,190256,Female Reproductive Organs,93
2012,190256,OB Procedures,833
2012,190256,Musculoskeletal,57
2012,190256,Skin,50
2012,190256,Diagnostic/Therapeutic,1212
2012,190280,Nervous System,2
2012,190280,Nose/Mouth/Pharynx,2
2012,190280,Respiratory,16
2012,190280,Cardiovascular,76
2012,190280,Blood/Lymph Organs,1
2012,190280,Digestive,191
2012,190280,Urinary,4
2012,190280,Female Reproductive Organs,4
2012,190280,Musculoskeletal,42
2012,190280,Skin,30
2012,190280,Diagnostic/Therapeutic,224
2012,190298,Nervous System,54
2012,190298,Endocrine System,16
2012,190298,Eye,2
2012,190298,Ear,1
2012,190298,Nose/Mouth/Pharynx,9
2012,190298,Respiratory,105
2012,190298,Cardiovascular,230
2012,190298,Blood/Lymph Organs,16
2012,190298,Digestive,653
2012,190298,Urinary,64
2012,190298,Male Reproductive Organs,100
2012,190298,Female Reproductive Organs,173
2012,190298,OB Procedures,881
2012,190298,Musculoskeletal,239
2012,190298,Skin,80
2012,190298,Diagnostic/Therapeutic,1167
2012,190298,Other Interventions,10
2012,190305,Nervous System,1
2012,190305,Endocrine System,2
2012,190305,Respiratory,27
2012,190305,Cardiovascular,119
2012,190305,Digestive,49
2012,190305,Urinary,8
2012,190305,Musculoskeletal,36
2012,190305,Skin,49
2012,190305,Diagnostic/Therapeutic,171
2012,190307,Nervous System,45
2012,190307,Endocrine System,8
2012,190307,Eye,2
2012,190307,Ear,2
2012,190307,Nose/Mouth/Pharynx,6
2012,190307,Respiratory,66
2012,190307,Cardiovascular,253
2012,190307,Blood/Lymph Organs,15
2012,190307,Digestive,640
2012,190307,Urinary,88
2012,190307,Male Reproductive Organs,34
2012,190307,Female Reproductive Organs,202
2012,190307,OB Procedures,2233
2012,190307,Musculoskeletal,223
2012,190307,Skin,95
2012,190307,Diagnostic/Therapeutic,2835
2012,190307,Other Interventions,2
2012,190315,Nervous System,171
2012,190315,Endocrine System,8
2012,190315,Eye,3
2012,190315,Ear,1
2012,190315,Nose/Mouth/Pharynx,22
2012,190315,Respiratory,268
2012,190315,Cardiovascular,1249
2012,190315,Blood/Lymph Organs,25
2012,190315,Digestive,928
2012,190315,Urinary,114
2012,190315,Male Reproductive Organs,220
2012,190315,Female Reproductive Organs,364
2012,190315,OB Procedures,4394
2012,190315,Musculoskeletal,245
2012,190315,Skin,92
2012,190315,Diagnostic/Therapeutic,1860
2012,190317,Diagnostic/Therapeutic,998
2012,190323,Nervous System,255
2012,190323,Endocrine System,50
2012,190323,Eye,5
2012,190323,Ear,3
2012,190323,Nose/Mouth/Pharynx,28
2012,190323,Respiratory,342
2012,190323,Cardiovascular,2092
2012,190323,Blood/Lymph Organs,36
2012,190323,Digestive,1355
2012,190323,Urinary,198
2012,190323,Male Reproductive Organs,188
2012,190323,Female Reproductive Organs,325
2012,190323,OB Procedures,2565
2012,190323,Musculoskeletal,1107
2012,190323,Skin,212
2012,190323,Diagnostic/Therapeutic,4213
2012,190323,Other Interventions,98
2012,190328,Nervous System,5
2012,190328,Endocrine System,1
2012,190328,Eye,3
2012,190328,Nose/Mouth/Pharynx,1
2012,190328,Respiratory,12
2012,190328,Cardiovascular,60
2012,190328,Blood/Lymph Organs,1
2012,190328,Digestive,137
2012,190328,Urinary,14
2012,190328,Female Reproductive Organs,7
2012,190328,OB Procedures,163
2012,190328,Musculoskeletal,13
2012,190328,Skin,15
2012,190328,Diagnostic/Therapeutic,680
2012,190352,Nervous System,30
2012,190352,Eye,2
2012,190352,Ear,2
2012,190352,Respiratory,26
2012,190352,Cardiovascular,185
2012,190352,Blood/Lymph Organs,2
2012,190352,Digestive,403
2012,190352,Urinary,12
2012,190352,Male Reproductive Organs,16
2012,190352,Female Reproductive Organs,75
2012,190352,OB Procedures,467
2012,190352,Musculoskeletal,19
2012,190352,Skin,86
2012,190352,Diagnostic/Therapeutic,740
2012,190380,Eye,5
2012,190380,Nose/Mouth/Pharynx,3
2012,190380,Respiratory,17
2012,190380,Cardiovascular,117
2012,190380,Blood/Lymph Organs,6
2012,190380,Digestive,189
2012,190380,Urinary,18
2012,190380,Male Reproductive Organs,10
2012,190380,Musculoskeletal,14
2012,190380,Skin,77
2012,190380,Diagnostic/Therapeutic,187
2012,190382,Nervous System,217
2012,190382,Endocrine System,14
2012,190382,Eye,11
2012,190382,Ear,3
2012,190382,Nose/Mouth/Pharynx,17
2012,190382,Respiratory,155
2012,190382,Cardiovascular,1042
2012,190382,Blood/Lymph Organs,29
2012,190382,Digestive,1298
2012,190382,Urinary,92
2012,190382,Male Reproductive Organs,149
2012,190382,Female Reproductive Organs,252
2012,190382,OB Procedures,4477
2012,190382,Musculoskeletal,407
2012,190382,Skin,172
2012,190382,Diagnostic/Therapeutic,5563
2012,190382,Other Interventions,8
2012,190385,Nervous System,262
2012,190385,Endocrine System,75
2012,190385,Eye,19
2012,190385,Ear,6
2012,190385,Nose/Mouth/Pharynx,54
2012,190385,Respiratory,332
2012,190385,Cardiovascular,1883
2012,190385,Blood/Lymph Organs,81
2012,190385,Digestive,2047
2012,190385,Urinary,190
2012,190385,Male Reproductive Organs,402
2012,190385,Female Reproductive Organs,334
2012,190385,OB Procedures,2758
2012,190385,Musculoskeletal,1256
2012,190385,Skin,413
2012,190385,Diagnostic/Therapeutic,2260
2012,190385,Other Interventions,10
2012,190392,Nervous System,198
2012,190392,Endocrine System,14
2012,190392,Eye,8
2012,190392,Ear,1
2012,190392,Nose/Mouth/Pharynx,11
2012,190392,Respiratory,140
2012,190392,Cardiovascular,1845
2012,190392,Blood/Lymph Organs,26
2012,190392,Digestive,1108
2012,190392,Urinary,66
2012,190392,Male Reproductive Organs,261
2012,190392,Female Reproductive Organs,279
2012,190392,OB Procedures,4079
2012,190392,Musculoskeletal,1023
2012,190392,Skin,77
2012,190392,Diagnostic/Therapeutic,4447
2012,190392,Other Interventions,141
2012,190400,Nervous System,594
2012,190400,Endocrine System,103
2012,190400,Eye,65
2012,190400,Ear,5
2012,190400,Nose/Mouth/Pharynx,106
2012,190400,Respiratory,452
2012,190400,Cardiovascular,1645
2012,190400,Blood/Lymph Organs,185
2012,190400,Digestive,2630
2012,190400,Urinary,309
2012,190400,Male Reproductive Organs,945
2012,190400,Female Reproductive Organs,750
2012,190400,OB Procedures,3453
2012,190400,Musculoskeletal,2864
2012,190400,Skin,653
2012,190400,Diagnostic/Therapeutic,9921
2012,190400,Other Interventions,83
2012,190410,Diagnostic/Therapeutic,2897
2012,190413,Nervous System,99
2012,190413,Endocrine System,19
2012,190413,Eye,1
2012,190413,Nose/Mouth/Pharynx,13
2012,190413,Respiratory,136
2012,190413,Cardiovascular,1389
2012,190413,Blood/Lymph Organs,25
2012,190413,Digestive,1041
2012,190413,Urinary,36
2012,190413,Male Reproductive Organs,5
2012,190413,Female Reproductive Organs,23
2012,190413,Musculoskeletal,457
2012,190413,Skin,159
2012,190413,Diagnostic/Therapeutic,943
2012,190413,Other Interventions,10
2012,190422,Nervous System,349
2012,190422,Endocrine System,91
2012,190422,Eye,18
2012,190422,Ear,6
2012,190422,Nose/Mouth/Pharynx,77
2012,190422,Respiratory,437
2012,190422,Cardiovascular,2605
2012,190422,Blood/Lymph Organs,120
2012,190422,Digestive,2955
2012,190422,Urinary,230
2012,190422,Male Reproductive Organs,914
2012,190422,Female Reproductive Organs,701
2012,190422,OB Procedures,3142
2012,190422,Musculoskeletal,1778
2012,190422,Skin,603
2012,190422,Diagnostic/Therapeutic,4208
2012,190422,Other Interventions,60
2012,190429,Nervous System,1039
2012,190429,Endocrine System,193
2012,190429,Eye,23
2012,190429,Ear,41
2012,190429,Nose/Mouth/Pharynx,184
2012,190429,Respiratory,526
2012,190429,Cardiovascular,4810
2012,190429,Blood/Lymph Organs,183
2012,190429,Digestive,2618
2012,190429,Urinary,467
2012,190429,Male Reproductive Organs,489
2012,190429,Female Reproductive Organs,501
2012,190429,OB Procedures,2457
2012,190429,Musculoskeletal,2205
2012,190429,Skin,303
2012,190429,Diagnostic/Therapeutic,5892
2012,190429,Other Interventions,85
2012,190431,Nervous System,127
2012,190431,Endocrine System,91
2012,190431,Eye,11
2012,190431,Ear,4
2012,190431,Nose/Mouth/Pharynx,50
2012,190431,Respiratory,164
2012,190431,Cardiovascular,778
2012,190431,Blood/Lymph Organs,84
2012,190431,Digestive,2470
2012,190431,Urinary,347
2012,190431,Male Reproductive Organs,780
2012,190431,Female Reproductive Organs,300
2012,190431,OB Procedures,2109
2012,190431,Musculoskeletal,986
2012,190431,Skin,262
2012,190431,Diagnostic/Therapeutic,2835
2012,190431,Other Interventions,33
2012,190432,Nervous System,82
2012,190432,Endocrine System,79
2012,190432,Eye,6
2012,190432,Ear,7
2012,190432,Nose/Mouth/Pharynx,30
2012,190432,Respiratory,210
2012,190432,Cardiovascular,583
2012,190432,Blood/Lymph Organs,39
2012,190432,Digestive,1332
2012,190432,Urinary,159
2012,190432,Male Reproductive Organs,325
2012,190432,Female Reproductive Organs,235
2012,190432,OB Procedures,2147
2012,190432,Musculoskeletal,927
2012,190432,Skin,138
2012,190432,Diagnostic/Therapeutic,2936
2012,190432,Other Interventions,40
2012,190434,Nervous System,66
2012,190434,Endocrine System,62
2012,190434,Eye,7
2012,190434,Ear,2
2012,190434,Nose/Mouth/Pharynx,44
2012,190434,Respiratory,230
2012,190434,Cardiovascular,590
2012,190434,Blood/Lymph Organs,51
2012,190434,Digestive,2316
2012,190434,Urinary,191
2012,190434,Male Reproductive Organs,926
2012,190434,Female Reproductive Organs,242
2012,190434,OB Procedures,1647
2012,190434,Musculoskeletal,715
2012,190434,Skin,277
2012,190434,Diagnostic/Therapeutic,1366
2012,190434,Other Interventions,42
2012,190449,Eye,2
2012,190449,Ear,1
2012,190449,Respiratory,46
2012,190449,Cardiovascular,339
2012,190449,Blood/Lymph Organs,3
2012,190449,Digestive,165
2012,190449,Urinary,5
2012,190449,Musculoskeletal,46
2012,190449,Skin,120
2012,190449,Diagnostic/Therapeutic,560
2012,190462,Diagnostic/Therapeutic,722
2012,190468,Nervous System,1
2012,190468,Nose/Mouth/Pharynx,3
2012,190468,Respiratory,61
2012,190468,Cardiovascular,342
2012,190468,Blood/Lymph Organs,8
2012,190468,Digestive,78
2012,190468,Urinary,4
2012,190468,Male Reproductive Organs,2
2012,190468,Female Reproductive Organs,1
2012,190468,Musculoskeletal,60
2012,190468,Skin,96
2012,190468,Diagnostic/Therapeutic,520
2012,190470,Nervous System,243
2012,190470,Endocrine System,56
2012,190470,Eye,8
2012,190470,Ear,1
2012,190470,Nose/Mouth/Pharynx,52
2012,190470,Respiratory,245
2012,190470,Cardiovascular,2044
2012,190470,Blood/Lymph Organs,99
2012,190470,Digestive,2217
2012,190470,Urinary,152
2012,190470,Male Reproductive Organs,630
2012,190470,Female Reproductive Organs,564
2012,190470,OB Procedures,2718
2012,190470,Musculoskeletal,1165
2012,190470,Skin,324
2012,190470,Diagnostic/Therapeutic,1856
2012,190470,Other Interventions,20
2012,190475,Nervous System,27
2012,190475,Eye,2
2012,190475,Nose/Mouth/Pharynx,1
2012,190475,Respiratory,37
2012,190475,Cardiovascular,112
2012,190475,Blood/Lymph Organs,2
2012,190475,Digestive,334
2012,190475,Urinary,7
2012,190475,Female Reproductive Organs,10
2012,190475,Musculoskeletal,105
2012,190475,Skin,89
2012,190475,Diagnostic/Therapeutic,1775
2012,190475,Other Interventions,1
2012,190500,Nervous System,157
2012,190500,Endocrine System,3
2012,190500,Nose/Mouth/Pharynx,4
2012,190500,Respiratory,59
2012,190500,Cardiovascular,208
2012,190500,Blood/Lymph Organs,10
2012,190500,Digestive,653
2012,190500,Urinary,25
2012,190500,Male Reproductive Organs,21
2012,190500,Female Reproductive Organs,37
2012,190500,OB Procedures,1
2012,190500,Musculoskeletal,957
2012,190500,Skin,68
2012,190500,Diagnostic/Therapeutic,1066
2012,190500,Other Interventions,7
2012,190517,Nervous System,169
2012,190517,Endocrine System,44
2012,190517,Eye,8
2012,190517,Nose/Mouth/Pharynx,44
2012,190517,Respiratory,213
2012,190517,Cardiovascular,1549
2012,190517,Blood/Lymph Organs,41
2012,190517,Digestive,1573
2012,190517,Urinary,204
