Year,OSHPD ID,Admission_Source_Route,Count
2012,100899,Not Your Emergency Room (or No ER),13485
2012,104023,Not Your Emergency Room (or No ER),1522
2012,104047,Not Your Emergency Room (or No ER),2001
2012,104062,Your Emergency Room,4262
2012,104062,Not Your Emergency Room (or No ER),3821
2012,104089,Not Your Emergency Room (or No ER),591
2012,105029,Not Your Emergency Room (or No ER),3044
2012,110889,Your Emergency Room,296
2012,110889,Not Your Emergency Room (or No ER),42
2012,121002,Your Emergency Room,1178
2012,121002,Not Your Emergency Room (or No ER),1364
2012,121031,Your Emergency Room,21
2012,121031,Not Your Emergency Room (or No ER),17
2012,121051,Your Emergency Room,884
2012,121051,Not Your Emergency Room (or No ER),1107
2012,121080,Your Emergency Room,3887
2012,121080,Not Your Emergency Room (or No ER),3007
2012,124004,Not Your Emergency Room (or No ER),684
2012,130699,Your Emergency Room,4823
2012,130699,Not Your Emergency Room (or No ER),2957
2012,130760,Your Emergency Room,2669
2012,130760,Not Your Emergency Room (or No ER),4856
2012,141273,Your Emergency Room,491
2012,141273,Not Your Emergency Room (or No ER),495
2012,141338,Your Emergency Room,71
2012,141338,Not Your Emergency Room (or No ER),36
2012,150706,Your Emergency Room,1595
2012,150706,Not Your Emergency Room (or No ER),2300
2012,150722,Your Emergency Room,9168
2012,150722,Not Your Emergency Room (or No ER),11165
2012,150736,Your Emergency Room,4735
2012,150736,Not Your Emergency Room (or No ER),8773
2012,150737,Your Emergency Room,593
2012,150737,Not Your Emergency Room (or No ER),186
2012,150761,Your Emergency Room,6897
2012,150761,Not Your Emergency Room (or No ER),6855
2012,150775,Not Your Emergency Room (or No ER),2898
2012,150775,Unknown,1
2012,150782,Your Emergency Room,1332
2012,150782,Not Your Emergency Room (or No ER),1083
2012,150788,Your Emergency Room,12427
2012,150788,Not Your Emergency Room (or No ER),9540
2012,150808,Your Emergency Room,14
2012,150808,Not Your Emergency Room (or No ER),111
2012,154022,Not Your Emergency Room (or No ER),1605
2012,154101,Your Emergency Room,3261
2012,154101,Not Your Emergency Room (or No ER),618
2012,154147,Not Your Emergency Room (or No ER),242
2012,154160,Not Your Emergency Room (or No ER),479
2012,160702,Your Emergency Room,478
2012,160702,Not Your Emergency Room (or No ER),2
2012,160787,Not Your Emergency Room (or No ER),4109
2012,164029,Your Emergency Room,8372
2012,164029,Not Your Emergency Room (or No ER),3418
2012,171049,Your Emergency Room,1156
2012,171049,Not Your Emergency Room (or No ER),474
2012,171395,Your Emergency Room,1373
2012,171395,Not Your Emergency Room (or No ER),1022
2012,184008,Your Emergency Room,885
2012,184008,Not Your Emergency Room (or No ER),617
2012,190017,Your Emergency Room,2603
2012,190017,Not Your Emergency Room (or No ER),1076
2012,190020,Not Your Emergency Room (or No ER),5059
2012,190034,Your Emergency Room,13234
2012,190034,Not Your Emergency Room (or No ER),14163
2012,190045,Your Emergency Room,15
2012,190045,Not Your Emergency Room (or No ER),4
2012,190049,Not Your Emergency Room (or No ER),854
2012,190052,Not Your Emergency Room (or No ER),771
2012,190053,Your Emergency Room,6470
2012,190053,Not Your Emergency Room (or No ER),7025
2012,190053,Unknown,13
2012,190066,Your Emergency Room,2035
2012,190066,Not Your Emergency Room (or No ER),4258
2012,190066,Unknown,2
2012,190081,Your Emergency Room,6417
2012,190081,Not Your Emergency Room (or No ER),3799
2012,190110,Your Emergency Room,6316
2012,190110,Not Your Emergency Room (or No ER),2922
2012,190125,Your Emergency Room,9193
2012,190125,Not Your Emergency Room (or No ER),11387
2012,190125,Unknown,5
2012,190137,Not Your Emergency Room (or No ER),1308
2012,190148,Your Emergency Room,16796
2012,190148,Not Your Emergency Room (or No ER),2532
2012,190150,Not Your Emergency Room (or No ER),980
2012,190159,Your Emergency Room,1814
2012,190159,Not Your Emergency Room (or No ER),1068
2012,190163,Not Your Emergency Room (or No ER),5270
2012,190170,Your Emergency Room,5657
2012,190170,Not Your Emergency Room (or No ER),7576
2012,190176,Not Your Emergency Room (or No ER),6102
2012,190184,Not Your Emergency Room (or No ER),6919
2012,190196,Not Your Emergency Room (or No ER),1093
2012,190197,Your Emergency Room,3359
2012,190197,Not Your Emergency Room (or No ER),493
2012,190198,Your Emergency Room,2414
2012,190198,Not Your Emergency Room (or No ER),3190
2012,190200,Your Emergency Room,4988
2012,190200,Not Your Emergency Room (or No ER),7020
2012,190232,Not Your Emergency Room (or No ER),5595
2012,190240,Your Emergency Room,6024
2012,190240,Not Your Emergency Room (or No ER),2172
2012,190243,Your Emergency Room,7702
2012,190243,Not Your Emergency Room (or No ER),4896
2012,190256,Your Emergency Room,2014
2012,190256,Not Your Emergency Room (or No ER),2766
2012,190280,Your Emergency Room,1604
2012,190280,Not Your Emergency Room (or No ER),186
2012,190280,Unknown,1
2012,190298,Your Emergency Room,3445
2012,190298,Not Your Emergency Room (or No ER),2498
2012,190305,Not Your Emergency Room (or No ER),811
2012,190307,Not Your Emergency Room (or No ER),9115
2012,190315,Your Emergency Room,5838
2012,190315,Not Your Emergency Room (or No ER),11341
2012,190317,Your Emergency Room,2
2012,190317,Not Your Emergency Room (or No ER),1008
2012,190323,Your Emergency Room,13144
2012,190323,Not Your Emergency Room (or No ER),9841
2014,301209,Your Emergency Room,3153
2012,190328,Your Emergency Room,1571
2012,190328,Not Your Emergency Room (or No ER),450
2012,190352,Your Emergency Room,2621
2012,190352,Not Your Emergency Room (or No ER),1792
2012,190380,Not Your Emergency Room (or No ER),3194
2012,190382,Your Emergency Room,5646
2012,190382,Not Your Emergency Room (or No ER),12318
2012,190382,Unknown,2
2012,190385,Your Emergency Room,10644
2012,190385,Not Your Emergency Room (or No ER),8905
2012,190392,Your Emergency Room,5187
2012,190392,Not Your Emergency Room (or No ER),11488
2012,190400,Your Emergency Room,13690
2012,190400,Not Your Emergency Room (or No ER),15515
2012,190410,Not Your Emergency Room (or No ER),3311
2012,190413,Your Emergency Room,6751
2012,190413,Not Your Emergency Room (or No ER),3231
2012,190422,Your Emergency Room,13851
2012,190422,Not Your Emergency Room (or No ER),13464
2012,190422,Unknown,18
2012,190429,Your Emergency Room,9074
2012,190429,Not Your Emergency Room (or No ER),19523
2012,190431,Your Emergency Room,6678
2012,190431,Not Your Emergency Room (or No ER),8727
2012,190432,Your Emergency Room,6346
2012,190432,Not Your Emergency Room (or No ER),7241
2012,190434,Your Emergency Room,5678
2012,190434,Not Your Emergency Room (or No ER),7832
2012,190449,Not Your Emergency Room (or No ER),2253
2012,190462,Not Your Emergency Room (or No ER),2719
2012,190468,Not Your Emergency Room (or No ER),1541
2012,190470,Your Emergency Room,12741
2012,190470,Not Your Emergency Room (or No ER),10603
2012,190475,Your Emergency Room,3572
2012,190475,Not Your Emergency Room (or No ER),581
2012,190500,Your Emergency Room,2912
2012,190500,Not Your Emergency Room (or No ER),1475
2012,190517,Your Emergency Room,8694
2012,190517,Not Your Emergency Room (or No ER),7700
2012,190521,Your Emergency Room,5385
2012,190521,Not Your Emergency Room (or No ER),2929
2012,190522,Your Emergency Room,6205
2012,190522,Not Your Emergency Room (or No ER),6114
2012,190524,Your Emergency Room,4915
2012,190524,Not Your Emergency Room (or No ER),2484
2012,190524,Unknown,1
2012,190525,Your Emergency Room,14818
2012,190525,Not Your Emergency Room (or No ER),6539
2012,190529,Your Emergency Room,10628
2012,190529,Not Your Emergency Room (or No ER),7853
2012,190529,Unknown,9
2012,190534,Your Emergency Room,3960
2012,190534,Not Your Emergency Room (or No ER),1076
2012,190534,Unknown,1
2012,190541,Not Your Emergency Room (or No ER),822
2012,190547,Your Emergency Room,1963
2012,190547,Not Your Emergency Room (or No ER),4533
2012,190552,Not Your Emergency Room (or No ER),273
2012,190555,Your Emergency Room,24757
2012,190555,Not Your Emergency Room (or No ER),31194
2012,190568,Your Emergency Room,10711
2012,190568,Not Your Emergency Room (or No ER),7263
2012,190568,Unknown,10
2012,190570,Your Emergency Room,1696
2012,190570,Not Your Emergency Room (or No ER),838
2012,190587,Your Emergency Room,4549
2012,190587,Not Your Emergency Room (or No ER),3747
2012,190630,Your Emergency Room,11262
2012,190630,Not Your Emergency Room (or No ER),15938
2012,190631,Your Emergency Room,9850
2012,190631,Not Your Emergency Room (or No ER),11625
2012,190636,Your Emergency Room,9827
2012,190636,Not Your Emergency Room (or No ER),10505
2012,190661,Not Your Emergency Room (or No ER),2797
2012,190673,Your Emergency Room,3444
2012,190673,Not Your Emergency Room (or No ER),1257
2012,190680,Your Emergency Room,4265
2012,190680,Not Your Emergency Room (or No ER),3864
2012,190681,Not Your Emergency Room (or No ER),198
2012,190687,Your Emergency Room,8460
2012,190687,Not Your Emergency Room (or No ER),7703
2012,190687,Unknown,1
2012,190696,Your Emergency Room,2410
2012,190696,Not Your Emergency Room (or No ER),3029
2012,190708,Your Emergency Room,3860
2012,190708,Not Your Emergency Room (or No ER),225
2012,190712,Not Your Emergency Room (or No ER),462
2012,190754,Your Emergency Room,10753
2012,190754,Not Your Emergency Room (or No ER),13237
2012,190756,Your Emergency Room,6136
2012,190756,Not Your Emergency Room (or No ER),8200
2012,190758,Your Emergency Room,10090
2012,190758,Not Your Emergency Room (or No ER),9904
2012,190762,Your Emergency Room,4708
2012,190762,Not Your Emergency Room (or No ER),4879
2012,190766,Your Emergency Room,3131
2012,190766,Not Your Emergency Room (or No ER),500
2012,190782,Not Your Emergency Room (or No ER),2411
2012,190784,Your Emergency Room,3
2012,190784,Not Your Emergency Room (or No ER),2172
2012,190796,Your Emergency Room,10165
2012,190796,Not Your Emergency Room (or No ER),14647
2012,190812,Your Emergency Room,6804
2012,190812,Not Your Emergency Room (or No ER),13165
2012,190812,Unknown,1
2012,190814,Not Your Emergency Room (or No ER),3148
2012,190818,Your Emergency Room,3440
2012,190818,Not Your Emergency Room (or No ER),3249
2012,190854,Your Emergency Room,2943
2012,190854,Not Your Emergency Room (or No ER),2570
2012,190857,Not Your Emergency Room (or No ER),162
2012,190859,Your Emergency Room,6063
2012,190859,Not Your Emergency Room (or No ER),2770
2012,190878,Your Emergency Room,10023
2012,190878,Not Your Emergency Room (or No ER),13922
2012,190883,Your Emergency Room,4429
2012,190883,Not Your Emergency Room (or No ER),5661
2012,190883,Unknown,1
2012,190930,Not Your Emergency Room (or No ER),2063
2012,190949,Your Emergency Room,8967
2012,190949,Not Your Emergency Room (or No ER),4029
2012,191216,Not Your Emergency Room (or No ER),3
2012,191225,Not Your Emergency Room (or No ER),639
2012,191227,Your Emergency Room,15082
2012,191227,Not Your Emergency Room (or No ER),5670
2012,191227,Unknown,3
2012,191228,Your Emergency Room,24362
2012,191228,Not Your Emergency Room (or No ER),8657
2012,191231,Your Emergency Room,9679
2012,191231,Not Your Emergency Room (or No ER),4537
2012,191306,Your Emergency Room,1
2012,191306,Not Your Emergency Room (or No ER),3858
2012,191306,Unknown,1
2012,191450,Your Emergency Room,4570
2012,191450,Not Your Emergency Room (or No ER),7520
2012,194010,Not Your Emergency Room (or No ER),1221
2012,194219,Not Your Emergency Room (or No ER),10022
2012,194967,Not Your Emergency Room (or No ER),87
2012,194981,Not Your Emergency Room (or No ER),110
2012,196035,Your Emergency Room,6876
2012,196035,Not Your Emergency Room (or No ER),8635
2012,196168,Not Your Emergency Room (or No ER),20693
2012,196403,Your Emergency Room,10652
2012,196403,Not Your Emergency Room (or No ER),12263
2012,196404,Not Your Emergency Room (or No ER),474
2012,196405,Your Emergency Room,6575
2012,196405,Not Your Emergency Room (or No ER),1624
2012,201281,Your Emergency Room,2236
2012,201281,Not Your Emergency Room (or No ER),4063
2012,204019,Your Emergency Room,8065
2012,204019,Not Your Emergency Room (or No ER),5626
2012,210992,Your Emergency Room,3242
2012,210992,Not Your Emergency Room (or No ER),1607
2012,210993,Not Your Emergency Room (or No ER),478
2012,211006,Your Emergency Room,5988
2012,211006,Not Your Emergency Room (or No ER),4939
2012,214034,Your Emergency Room,1332
2012,214034,Not Your Emergency Room (or No ER),267
2012,220733,Your Emergency Room,138
2012,220733,Not Your Emergency Room (or No ER),73
2012,230949,Your Emergency Room,665
2012,230949,Not Your Emergency Room (or No ER),681
2012,231013,Your Emergency Room,703
2012,231013,Not Your Emergency Room (or No ER),692
2012,231396,Your Emergency Room,2636
2012,231396,Not Your Emergency Room (or No ER),2300
2012,240924,Your Emergency Room,535
2012,240924,Not Your Emergency Room (or No ER),1542
2012,240924,Unknown,1
2012,240942,Your Emergency Room,5976
2012,240942,Not Your Emergency Room (or No ER),7185
2012,244027,Not Your Emergency Room (or No ER),560
2012,250955,Your Emergency Room,5
2012,250955,Not Your Emergency Room (or No ER),33
2012,250956,Your Emergency Room,164
2012,250956,Not Your Emergency Room (or No ER),98
2012,260011,Your Emergency Room,362
2012,260011,Not Your Emergency Room (or No ER),357
2012,270744,Your Emergency Room,7060
2012,270744,Not Your Emergency Room (or No ER),5260
2012,270777,Your Emergency Room,568
2012,270777,Not Your Emergency Room (or No ER),1418
2012,270875,Your Emergency Room,6085
2012,270875,Not Your Emergency Room (or No ER),5662
2012,274043,Your Emergency Room,3888
2012,274043,Not Your Emergency Room (or No ER),6871
2012,281047,Your Emergency Room,4590
2012,281047,Not Your Emergency Room (or No ER),4040
2012,281078,Your Emergency Room,1245
2012,281078,Not Your Emergency Room (or No ER),4655
2012,291023,Your Emergency Room,3979
2012,291023,Not Your Emergency Room (or No ER),1891
2012,291053,Your Emergency Room,916
2012,291053,Not Your Emergency Room (or No ER),1103
2012,300032,Your Emergency Room,4941
2012,300032,Not Your Emergency Room (or No ER),6154
2012,300225,Your Emergency Room,7482
2012,300225,Not Your Emergency Room (or No ER),7082
2012,301097,Your Emergency Room,1343
2012,301097,Not Your Emergency Room (or No ER),234
2012,301098,Your Emergency Room,8797
2012,301098,Not Your Emergency Room (or No ER),5811
2012,301098,Unknown,8
2012,301127,Not Your Emergency Room (or No ER),765
2012,301132,Your Emergency Room,10242
2012,301132,Not Your Emergency Room (or No ER),17056
2012,301140,Your Emergency Room,1209
2012,301140,Not Your Emergency Room (or No ER),1052
2012,301155,Not Your Emergency Room (or No ER),3105
2012,301175,Your Emergency Room,10349
2012,301175,Not Your Emergency Room (or No ER),10114
2012,301188,Your Emergency Room,2671
2012,301188,Not Your Emergency Room (or No ER),5245
2012,301188,Unknown,1
2012,301205,Your Emergency Room,13989
2012,301205,Not Your Emergency Room (or No ER),16677
2012,301205,Unknown,3
2012,301209,Your Emergency Room,3154
2012,301209,Not Your Emergency Room (or No ER),225
2012,301234,Your Emergency Room,3064
2012,301234,Not Your Emergency Room (or No ER),535
2012,301248,Your Emergency Room,6175
2012,301248,Not Your Emergency Room (or No ER),5031
2012,301258,Your Emergency Room,2489
2012,301258,Not Your Emergency Room (or No ER),2925
2012,301262,Your Emergency Room,10341
2012,301262,Not Your Emergency Room (or No ER),9003
2012,301279,Your Emergency Room,10525
2012,301279,Not Your Emergency Room (or No ER),9090
2012,301279,Unknown,1
2012,301283,Your Emergency Room,3849
2012,301283,Not Your Emergency Room (or No ER),4124
2012,301297,Your Emergency Room,2671
2012,301297,Not Your Emergency Room (or No ER),959
2012,301304,Not Your Emergency Room (or No ER),732
2012,301317,Your Emergency Room,9994
2012,301317,Not Your Emergency Room (or No ER),8091
2012,301337,Your Emergency Room,3292
2012,301337,Not Your Emergency Room (or No ER),1215
2012,301340,Your Emergency Room,9890
2012,301340,Not Your Emergency Room (or No ER),15393
2012,301342,Your Emergency Room,8405
2012,301342,Not Your Emergency Room (or No ER),8774
2012,301357,Not Your Emergency Room (or No ER),449
2012,301379,Your Emergency Room,5570
2012,301379,Not Your Emergency Room (or No ER),211
2012,301380,Not Your Emergency Room (or No ER),1049
2012,301566,Your Emergency Room,4117
2012,301566,Not Your Emergency Room (or No ER),5638
2012,304079,Not Your Emergency Room (or No ER),1303
2012,304113,Your Emergency Room,1104
2012,304113,Not Your Emergency Room (or No ER),737
2012,304159,Not Your Emergency Room (or No ER),117
2012,304460,Your Emergency Room,20
2012,304460,Not Your Emergency Room (or No ER),3878
2012,304460,Unknown,1
2012,310791,Your Emergency Room,3150
2012,310791,Not Your Emergency Room (or No ER),752
2012,311000,Your Emergency Room,12155
2012,311000,Not Your Emergency Room (or No ER),10215
2012,314024,Your Emergency Room,8011
2012,314024,Not Your Emergency Room (or No ER),14455
2012,314029,Not Your Emergency Room (or No ER),679
2012,320859,Your Emergency Room,295
2012,320859,Not Your Emergency Room (or No ER),55
2012,320986,Your Emergency Room,210
2012,320986,Not Your Emergency Room (or No ER),234
2012,321016,Your Emergency Room,152
2012,321016,Not Your Emergency Room (or No ER),56
2012,330120,Not Your Emergency Room (or No ER),1190
2012,331152,Your Emergency Room,5698
2012,331152,Not Your Emergency Room (or No ER),4120
2012,331164,Your Emergency Room,9728
2012,331164,Not Your Emergency Room (or No ER),11494
2012,331168,Your Emergency Room,13579
2012,331168,Not Your Emergency Room (or No ER),5408
2012,331194,Your Emergency Room,7594
2012,331194,Not Your Emergency Room (or No ER),4188
2012,331216,Your Emergency Room,4579
2012,331216,Not Your Emergency Room (or No ER),6440
2012,331226,Not Your Emergency Room (or No ER),875
2012,331288,Your Emergency Room,795
2012,331288,Not Your Emergency Room (or No ER),590
2012,331293,Your Emergency Room,5129
2012,331293,Not Your Emergency Room (or No ER),6709
2012,331312,Your Emergency Room,14358
2012,331312,Not Your Emergency Room (or No ER),10546
2012,331326,Your Emergency Room,3194
2012,331326,Not Your Emergency Room (or No ER),1573
2012,331326,Unknown,15
2012,332172,Not Your Emergency Room (or No ER),469
2012,334018,Your Emergency Room,2791
2012,334018,Not Your Emergency Room (or No ER),601
2012,334025,Your Emergency Room,4735
2012,334025,Not Your Emergency Room (or No ER),10346
2012,334048,Your Emergency Room,2401
2012,334048,Not Your Emergency Room (or No ER),2475
2012,334068,Your Emergency Room,10107
2012,334068,Not Your Emergency Room (or No ER),9459
2012,334457,Not Your Emergency Room (or No ER),1015
2012,334487,Your Emergency Room,11823
2012,334487,Not Your Emergency Room (or No ER),12424
2012,334589,Your Emergency Room,2214
2012,334589,Not Your Emergency Room (or No ER),1497
2012,334589,Unknown,1
2012,340913,Your Emergency Room,5288
2012,340913,Not Your Emergency Room (or No ER),4724
2012,340947,Your Emergency Room,6391
2012,340947,Not Your Emergency Room (or No ER),13068
2012,340947,Unknown,1
2012,340950,Your Emergency Room,14483
2012,340950,Not Your Emergency Room (or No ER),8224
2012,340951,Your Emergency Room,6028
2012,340951,Not Your Emergency Room (or No ER),5329
2012,341006,Your Emergency Room,16301
2012,341006,Not Your Emergency Room (or No ER),15239
2012,341051,Your Emergency Room,6905
2012,341051,Not Your Emergency Room (or No ER),5863
2012,341052,Your Emergency Room,4264
2012,341052,Not Your Emergency Room (or No ER),18716
2012,342344,Your Emergency Room,6836
2012,342344,Not Your Emergency Room (or No ER),7314
2012,342392,Not Your Emergency Room (or No ER),5733
2012,344011,Not Your Emergency Room (or No ER),1363
2012,344017,Not Your Emergency Room (or No ER),2661
2012,344021,Not Your Emergency Room (or No ER),4156
2012,344029,Your Emergency Room,4060
2012,344029,Not Your Emergency Room (or No ER),2578
2012,344035,Not Your Emergency Room (or No ER),400
2012,344114,Not Your Emergency Room (or No ER),1160
2012,344170,Not Your Emergency Room (or No ER),565
2012,344188,Not Your Emergency Room (or No ER),225
2012,350784,Your Emergency Room,1462
2012,350784,Not Your Emergency Room (or No ER),1360
2012,361105,Your Emergency Room,1494
2012,361105,Not Your Emergency Room (or No ER),613
2012,361110,Your Emergency Room,220
2012,361110,Not Your Emergency Room (or No ER),7
2012,361144,Your Emergency Room,5946
2012,361144,Not Your Emergency Room (or No ER),60
2012,361166,Your Emergency Room,3056
2012,361166,Not Your Emergency Room (or No ER),1860
2012,361223,Your Emergency Room,13039
2012,361223,Not Your Emergency Room (or No ER),18670
2012,361246,Your Emergency Room,14517
2012,361246,Not Your Emergency Room (or No ER),19818
2012,361266,Your Emergency Room,133
2012,361266,Not Your Emergency Room (or No ER),75
2012,361274,Not Your Emergency Room (or No ER),1033
2012,361308,Your Emergency Room,5893
2012,361308,Not Your Emergency Room (or No ER),8703
2012,361318,Your Emergency Room,9980
2012,361318,Not Your Emergency Room (or No ER),6461
2012,361323,Your Emergency Room,5623
2012,361323,Not Your Emergency Room (or No ER),8171
2012,361339,Your Emergency Room,8058
2012,361339,Not Your Emergency Room (or No ER),9935
2012,361343,Your Emergency Room,11807
2012,361343,Not Your Emergency Room (or No ER),7197
2012,361370,Your Emergency Room,2611
2012,361370,Not Your Emergency Room (or No ER),3975
2012,361458,Your Emergency Room,253
2012,361458,Not Your Emergency Room (or No ER),15
2012,362041,Your Emergency Room,2647
2012,362041,Not Your Emergency Room (or No ER),1580
2012,364014,Not Your Emergency Room (or No ER),4327
2012,364050,Not Your Emergency Room (or No ER),5477
2012,364121,Not Your Emergency Room (or No ER),1024
2012,364144,Your Emergency Room,7313
2012,364144,Not Your Emergency Room (or No ER),1818
2012,364188,Not Your Emergency Room (or No ER),750
2012,364231,Your Emergency Room,20362
2012,364231,Not Your Emergency Room (or No ER),6239
2012,364430,Your Emergency Room,164
2012,364430,Not Your Emergency Room (or No ER),373
2012,370652,Your Emergency Room,5355
2012,370652,Not Your Emergency Room (or No ER),1661
2012,370652,Unknown,1
2012,370673,Your Emergency Room,6981
2012,370673,Not Your Emergency Room (or No ER),9946
2012,370689,Your Emergency Room,638
2012,370689,Not Your Emergency Room (or No ER),2278
2012,370694,Your Emergency Room,12746
2012,370694,Not Your Emergency Room (or No ER),6642
2012,370695,Your Emergency Room,30
2012,370695,Not Your Emergency Room (or No ER),18967
2012,370705,Your Emergency Room,1155
2012,370705,Not Your Emergency Room (or No ER),1897
2012,370714,Your Emergency Room,21385
2012,370714,Not Your Emergency Room (or No ER),11188
2012,370721,Not Your Emergency Room (or No ER),707
2012,370730,Your Emergency Room,14537
2012,370730,Not Your Emergency Room (or No ER),16325
2012,370744,Your Emergency Room,21138
2012,370744,Not Your Emergency Room (or No ER),15467
2012,370745,Not Your Emergency Room (or No ER),5863
2012,370749,Not Your Emergency Room (or No ER),2258
2012,370755,Your Emergency Room,11416
2012,370755,Not Your Emergency Room (or No ER),12215
2012,370759,Your Emergency Room,7075
2012,370759,Not Your Emergency Room (or No ER),4956
2012,370771,Your Emergency Room,7059
2012,370771,Not Your Emergency Room (or No ER),13673
2012,370780,Your Emergency Room,10450
2012,370780,Not Your Emergency Room (or No ER),8353
2012,370782,Your Emergency Room,12108
2012,370782,Not Your Emergency Room (or No ER),16562
2012,370787,Not Your Emergency Room (or No ER),1654
2012,370875,Your Emergency Room,9588
2012,370875,Not Your Emergency Room (or No ER),8092
2012,370977,Your Emergency Room,3432
2012,370977,Not Your Emergency Room (or No ER),4293
2012,371256,Not Your Emergency Room (or No ER),10391
2012,371394,Your Emergency Room,5578
2012,371394,Not Your Emergency Room (or No ER),5268
2012,374024,Not Your Emergency Room (or No ER),2882
2012,374049,Not Your Emergency Room (or No ER),261
2012,374055,Not Your Emergency Room (or No ER),2781
2012,374084,Not Your Emergency Room (or No ER),842
2012,374094,Not Your Emergency Room (or No ER),1079
2012,380842,Not Your Emergency Room (or No ER),960
2012,380857,Your Emergency Room,4857
2012,380857,Not Your Emergency Room (or No ER),10623
2012,380865,Not Your Emergency Room (or No ER),1139
2012,380868,Not Your Emergency Room (or No ER),773
2012,380929,Your Emergency Room,7265
2012,380929,Not Your Emergency Room (or No ER),19442
2012,380933,Your Emergency Room,1580
2012,380933,Not Your Emergency Room (or No ER),2688
2012,380939,Your Emergency Room,10930
2012,380939,Not Your Emergency Room (or No ER),6151
2012,380960,Your Emergency Room,3972
2012,380960,Not Your Emergency Room (or No ER),2401
2012,380960,Unknown,1
2012,380964,Your Emergency Room,2159
2012,380964,Not Your Emergency Room (or No ER),2808
2012,380965,Your Emergency Room,3196
2012,380965,Not Your Emergency Room (or No ER),3341
2012,381154,Your Emergency Room,7824
2012,381154,Not Your Emergency Room (or No ER),21534
2012,382715,Your Emergency Room,1401
2012,382715,Not Your Emergency Room (or No ER),410
2012,390846,Your Emergency Room,4590
2012,390846,Not Your Emergency Room (or No ER),4760
2012,390923,Your Emergency Room,4577
2012,390923,Not Your Emergency Room (or No ER),2587
2012,391010,Your Emergency Room,3942
2012,391010,Not Your Emergency Room (or No ER),6359
2012,391042,Your Emergency Room,9269
2012,391042,Not Your Emergency Room (or No ER),8544
2012,391056,Your Emergency Room,2397
2012,391056,Not Your Emergency Room (or No ER),2014
2012,392232,Not Your Emergency Room (or No ER),1763
2012,392287,Your Emergency Room,2299
2012,392287,Not Your Emergency Room (or No ER),2305
2012,394003,Not Your Emergency Room (or No ER),634
2012,394009,Your Emergency Room,3882
2012,394009,Not Your Emergency Room (or No ER),7187
2012,400466,Your Emergency Room,1817
2012,400466,Not Your Emergency Room (or No ER),968
2012,400480,Your Emergency Room,2165
2012,400480,Not Your Emergency Room (or No ER),2647
2012,400524,Your Emergency Room,2537
2012,400524,Not Your Emergency Room (or No ER),4141
2012,400548,Your Emergency Room,3612
2012,400548,Not Your Emergency Room (or No ER),2202
2012,404046,Not Your Emergency Room (or No ER),1269
2012,410782,Your Emergency Room,2881
2012,410782,Not Your Emergency Room (or No ER),927
2012,410804,Your Emergency Room,3226
2012,410804,Not Your Emergency Room (or No ER),5677
2012,410806,Your Emergency Room,3986
2012,410806,Not Your Emergency Room (or No ER),1691
2012,410817,Your Emergency Room,4931
2012,410817,Not Your Emergency Room (or No ER),2543
2012,410828,Not Your Emergency Room (or No ER),118
2012,410852,Your Emergency Room,7993
2012,410852,Not Your Emergency Room (or No ER),7706
2012,410891,Your Emergency Room,2564
2012,410891,Not Your Emergency Room (or No ER),5453
2012,414018,Your Emergency Room,1
2012,414018,Not Your Emergency Room (or No ER),300
2012,420483,Your Emergency Room,626
2012,420483,Not Your Emergency Room (or No ER),900
2012,420491,Your Emergency Room,1575
2012,420491,Not Your Emergency Room (or No ER),1597
2012,420493,Your Emergency Room,5930
2012,420493,Not Your Emergency Room (or No ER),7378
2012,420514,Your Emergency Room,7946
2012,420514,Not Your Emergency Room (or No ER),12357
2012,420522,Your Emergency Room,201
2012,420522,Not Your Emergency Room (or No ER),29
2012,424002,Not Your Emergency Room (or No ER),458
2012,430705,Your Emergency Room,10300
2012,430705,Not Your Emergency Room (or No ER),1171
2012,430705,Unknown,2
2012,430763,Your Emergency Room,7750
2012,430763,Not Your Emergency Room (or No ER),15947
2012,430779,Your Emergency Room,9360
2012,430779,Not Your Emergency Room (or No ER),9902
2012,430837,Your Emergency Room,6151
2012,430837,Not Your Emergency Room (or No ER),8610
2012,430883,Your Emergency Room,10724
2012,430883,Not Your Emergency Room (or No ER),15128
2012,430905,Your Emergency Room,9544
2012,430905,Not Your Emergency Room (or No ER),15685
2012,431506,Your Emergency Room,5906
2012,431506,Not Your Emergency Room (or No ER),7210
2012,434040,Not Your Emergency Room (or No ER),16189
2012,434051,Not Your Emergency Room (or No ER),22
2012,434138,Your Emergency Room,1973
2012,434138,Not Your Emergency Room (or No ER),1764
2012,434153,Your Emergency Room,8858
2012,434153,Not Your Emergency Room (or No ER),16813
2012,434218,Not Your Emergency Room (or No ER),1321
2012,434220,Not Your Emergency Room (or No ER),486
2012,440755,Your Emergency Room,6908
2012,440755,Not Your Emergency Room (or No ER),6423
2012,444012,Not Your Emergency Room (or No ER),2499
2012,444013,Your Emergency Room,2803
2012,444013,Not Your Emergency Room (or No ER),3058
2012,450936,Your Emergency Room,296
2012,450936,Not Your Emergency Room (or No ER),239
2012,450940,Your Emergency Room,5877
2012,450940,Not Your Emergency Room (or No ER),1385
2012,450949,Your Emergency Room,6961
2012,450949,Not Your Emergency Room (or No ER),7870
2012,454012,Not Your Emergency Room (or No ER),1214
2012,454013,Not Your Emergency Room (or No ER),243
2012,470871,Your Emergency Room,659
