Year,OSHPD ID,Principal Injury Group,Count
2012,190240,Adverse Effects of Drugs,315
2012,190240,Self-Inflicted,25
2012,190240,Inflicted by Others,10
2012,190240,Undetermined,12
2012,190240,Late Effects of Injury,26
2012,190243,Rail & Motor Vehicles,27
2012,190243,Other Vehicle/Transport,11
2012,190243,Accidental Poisoning,32
2012,190243,Misadventures/Complications,424
2012,190243,Accidental Falls,439
2012,190243,Fire Accidents,1
2012,190243,Natural/Environment,8
2012,190243,Submersion/Suffocation/Foreign Body,13
2012,190243,Other Accidents,112
2012,190243,Adverse Effects of Drugs,421
2012,190243,Self-Inflicted,17
2012,190243,Inflicted by Others,7
2012,190243,Undetermined,6
2012,190243,Late Effects of Injury,50
2012,190256,Rail & Motor Vehicles,9
2012,190256,Other Vehicle/Transport,1
2012,190256,Accidental Poisoning,9
2012,190256,Misadventures/Complications,119
2012,190256,Accidental Falls,78
2012,190256,Natural/Environment,6
2012,190256,Submersion/Suffocation/Foreign Body,5
2012,190256,Other Accidents,69
2012,190256,Adverse Effects of Drugs,139
2012,190256,Self-Inflicted,6
2012,190256,Undetermined,11
2012,190256,Late Effects of Injury,6
2012,190280,Rail & Motor Vehicles,3
2012,190280,Other Vehicle/Transport,2
2012,190280,Accidental Poisoning,18
2012,190280,Misadventures/Complications,18
2012,190280,Accidental Falls,109
2012,190280,Natural/Environment,2
2012,190280,Submersion/Suffocation/Foreign Body,2
2012,190280,Other Accidents,32
2012,190280,Adverse Effects of Drugs,197
2012,190280,Self-Inflicted,11
2012,190280,Inflicted by Others,3
2012,190280,Undetermined,3
2012,190280,Late Effects of Injury,35
2012,190298,Rail & Motor Vehicles,15
2012,190298,Other Vehicle/Transport,4
2012,190298,Accidental Poisoning,8
2012,190298,Misadventures/Complications,154
2012,190298,Accidental Falls,195
2012,190298,Fire Accidents,2
2012,190298,Natural/Environment,5
2012,190298,Submersion/Suffocation/Foreign Body,7
2012,190298,Other Accidents,33
2012,190547,Accidental Falls,109
2012,190298,Adverse Effects of Drugs,170
2012,190298,Self-Inflicted,19
2012,190298,Inflicted by Others,4
2012,190298,Undetermined,7
2012,190298,Late Effects of Injury,7
2012,190305,Other Vehicle/Transport,1
2012,190305,Misadventures/Complications,132
2012,190305,Accidental Falls,5
2012,190305,Fire Accidents,3
2012,190305,Natural/Environment,1
2012,190305,Other Accidents,10
2012,190305,Adverse Effects of Drugs,18
2012,190305,Late Effects of Injury,8
2012,190307,Rail & Motor Vehicles,9
2012,190307,Other Vehicle/Transport,3
2012,190307,Accidental Poisoning,10
2012,190307,Misadventures/Complications,236
2012,190307,Accidental Falls,167
2012,190307,Natural/Environment,6
2012,190307,Submersion/Suffocation/Foreign Body,8
2012,190307,Other Accidents,45
2012,190307,Adverse Effects of Drugs,140
2012,190307,Inflicted by Others,7
2012,190307,Undetermined,2
2012,190307,Late Effects of Injury,32
2012,190315,Rail & Motor Vehicles,17
2012,190315,Other Vehicle/Transport,1
2012,190315,Accidental Poisoning,17
2012,190315,Misadventures/Complications,358
2012,190315,Accidental Falls,329
2012,190315,Fire Accidents,1
2012,190315,Natural/Environment,7
2012,190315,Submersion/Suffocation/Foreign Body,49
2012,190315,Other Accidents,101
2012,190315,Adverse Effects of Drugs,241
2012,190315,Self-Inflicted,13
2012,190315,Inflicted by Others,6
2012,190315,Undetermined,2
2012,190315,Late Effects of Injury,49
2012,190323,Rail & Motor Vehicles,36
2012,190323,Other Vehicle/Transport,7
2012,190323,Accidental Poisoning,73
2012,190323,Misadventures/Complications,567
2012,190323,Accidental Falls,774
2012,190323,Fire Accidents,1
2012,190323,Natural/Environment,15
2012,190323,Submersion/Suffocation/Foreign Body,20
2012,190323,Other Accidents,172
2012,190323,Adverse Effects of Drugs,672
2012,190323,Self-Inflicted,134
2012,190323,Inflicted by Others,28
2012,190323,Undetermined,58
2012,190323,Late Effects of Injury,43
2012,190328,Accidental Poisoning,2
2012,190328,Misadventures/Complications,49
2012,190328,Accidental Falls,46
2012,190328,Natural/Environment,2
2012,190328,Submersion/Suffocation/Foreign Body,1
2012,190328,Other Accidents,40
2012,190328,Adverse Effects of Drugs,40
2012,190328,Inflicted by Others,2
2012,190328,Undetermined,2
2012,190328,Late Effects of Injury,6
2012,190352,Rail & Motor Vehicles,4
2012,190352,Accidental Poisoning,7
2012,190352,Misadventures/Complications,77
2012,190352,Accidental Falls,90
2012,190352,Natural/Environment,6
2012,190352,Submersion/Suffocation/Foreign Body,4
2012,190352,Other Accidents,25
2012,190352,Adverse Effects of Drugs,61
2012,190352,Self-Inflicted,12
2012,190352,Inflicted by Others,8
2012,190352,Undetermined,9
2012,190380,Rail & Motor Vehicles,2
2012,190380,Other Vehicle/Transport,1
2012,190380,Accidental Poisoning,13
2012,190380,Misadventures/Complications,138
2012,190380,Accidental Falls,122
2012,190380,Fire Accidents,1
2012,190380,Natural/Environment,8
2012,190380,Submersion/Suffocation/Foreign Body,5
2012,190380,Other Accidents,58
2012,190380,Adverse Effects of Drugs,136
2012,190380,Self-Inflicted,3
2012,190380,Inflicted by Others,9
2012,190380,Undetermined,7
2012,190380,Late Effects of Injury,6
2012,190382,Rail & Motor Vehicles,40
2012,190382,Other Vehicle/Transport,9
2012,190382,Accidental Poisoning,33
2012,190382,Misadventures/Complications,658
2012,190382,Accidental Falls,470
2012,190382,Fire Accidents,6
2012,190382,Natural/Environment,13
2012,190382,Submersion/Suffocation/Foreign Body,28
2012,190382,Other Accidents,177
2012,190382,Adverse Effects of Drugs,441
2012,190382,Self-Inflicted,32
2012,190382,Inflicted by Others,36
2012,190382,Undetermined,26
2012,190382,Late Effects of Injury,84
2012,190385,Rail & Motor Vehicles,367
2012,190385,Other Vehicle/Transport,40
2012,190385,Accidental Poisoning,52
2012,190385,Misadventures/Complications,906
2012,190385,Accidental Falls,704
2012,190385,Fire Accidents,2
2012,190385,Natural/Environment,27
2012,190385,Submersion/Suffocation/Foreign Body,36
2012,190385,Other Accidents,217
2012,190385,Adverse Effects of Drugs,1040
2012,190385,Self-Inflicted,41
2012,190385,Inflicted by Others,155
2012,190385,Undetermined,22
2012,190385,Late Effects of Injury,77
2012,190392,Rail & Motor Vehicles,15
2012,190392,Other Vehicle/Transport,3
2012,190392,Accidental Poisoning,39
2012,190392,Misadventures/Complications,718
2012,190392,Accidental Falls,360
2012,190392,Fire Accidents,3
2012,190392,Natural/Environment,7
2012,190392,Submersion/Suffocation/Foreign Body,13
2012,190392,Other Accidents,91
2012,190392,Adverse Effects of Drugs,354
2012,190392,Self-Inflicted,21
2012,190392,Inflicted by Others,11
2012,190392,Undetermined,13
2012,190392,Late Effects of Injury,25
2012,190400,Rail & Motor Vehicles,289
2012,190400,Other Vehicle/Transport,78
2012,190400,Accidental Poisoning,168
2012,190400,Misadventures/Complications,1479
2012,190400,Accidental Falls,1194
2012,190400,Fire Accidents,6
2012,190400,Natural/Environment,65
2012,190400,Submersion/Suffocation/Foreign Body,67
2012,190400,Other Accidents,346
2012,190400,Adverse Effects of Drugs,1642
2012,190400,Self-Inflicted,181
2012,190400,Inflicted by Others,145
2012,190400,Undetermined,18
2012,190400,Late Effects of Injury,178
2012,190410,Accidental Falls,4
2012,190410,Fire Accidents,1
2012,190410,Natural/Environment,1
2012,190410,Other Accidents,133
2012,190410,Self-Inflicted,25
2012,190413,Rail & Motor Vehicles,13
2012,190413,Other Vehicle/Transport,4
2012,190413,Accidental Poisoning,35
2012,190413,Misadventures/Complications,335
2012,190413,Accidental Falls,265
2012,190413,Fire Accidents,1
2012,190413,Natural/Environment,9
2012,190413,Submersion/Suffocation/Foreign Body,17
2012,190413,Other Accidents,65
2012,190413,Adverse Effects of Drugs,314
2012,190413,Self-Inflicted,111
2012,190413,Inflicted by Others,16
2012,190413,Undetermined,8
2012,190413,Late Effects of Injury,16
2012,190422,Rail & Motor Vehicles,62
2012,190422,Other Vehicle/Transport,33
2012,190422,Accidental Poisoning,87
2012,190422,Misadventures/Complications,1490
2012,190422,Accidental Falls,903
2012,190422,Fire Accidents,29
2012,190422,Natural/Environment,39
2012,190422,Submersion/Suffocation/Foreign Body,58
2012,190422,Other Accidents,385
2012,190422,Adverse Effects of Drugs,1297
2012,190422,Self-Inflicted,53
2012,190422,Inflicted by Others,17
2012,190422,Undetermined,18
2012,190422,Late Effects of Injury,76
2012,190429,Rail & Motor Vehicles,32
2012,190429,Other Vehicle/Transport,9
2012,190429,Accidental Poisoning,26
2012,190429,Misadventures/Complications,1475
2012,190429,Accidental Falls,438
2012,190429,Fire Accidents,1
2012,190429,Natural/Environment,13
2012,190429,Submersion/Suffocation/Foreign Body,34
2012,190429,Other Accidents,168
2012,190429,Adverse Effects of Drugs,767
2012,190429,Self-Inflicted,46
2012,190429,Inflicted by Others,34
2012,190429,Undetermined,16
2012,190429,Late Effects of Injury,30
2012,190431,Rail & Motor Vehicles,22
2012,190431,Other Vehicle/Transport,8
2012,190431,Accidental Poisoning,23
2012,190431,Misadventures/Complications,791
2012,190431,Accidental Falls,299
2012,190431,Fire Accidents,2
2012,190431,Natural/Environment,25
2012,190431,Submersion/Suffocation/Foreign Body,20
2012,190431,Other Accidents,142
2012,190431,Adverse Effects of Drugs,646
2012,190431,Self-Inflicted,22
2012,190431,Inflicted by Others,13
2012,190431,Undetermined,4
2012,190431,Late Effects of Injury,19
2012,190432,Rail & Motor Vehicles,34
2012,190432,Other Vehicle/Transport,11
2012,190432,Accidental Poisoning,31
2012,190432,Misadventures/Complications,723
2012,190432,Accidental Falls,412
2012,190432,Natural/Environment,28
2012,190432,Submersion/Suffocation/Foreign Body,19
2012,190432,Other Accidents,106
2012,190432,Adverse Effects of Drugs,524
2012,190432,Self-Inflicted,28
2012,190432,Inflicted by Others,12
2012,190432,Undetermined,27
2012,190432,Late Effects of Injury,57
2012,190434,Rail & Motor Vehicles,35
2012,190434,Other Vehicle/Transport,4
2012,190434,Accidental Poisoning,35
2012,190434,Misadventures/Complications,600
2012,190434,Accidental Falls,218
2012,190434,Fire Accidents,2
2012,190434,Natural/Environment,20
2012,190434,Submersion/Suffocation/Foreign Body,28
2012,190434,Other Accidents,81
2012,190434,Adverse Effects of Drugs,383
2012,190434,Self-Inflicted,32
2012,190434,Inflicted by Others,13
2012,190434,Undetermined,9
2012,190434,Late Effects of Injury,25
2012,190449,Rail & Motor Vehicles,1
2012,190449,Accidental Poisoning,1
2012,190449,Misadventures/Complications,440
2012,190449,Accidental Falls,10
2012,190449,Submersion/Suffocation/Foreign Body,7
2012,190449,Other Accidents,26
2012,190449,Adverse Effects of Drugs,71
2012,190449,Self-Inflicted,1
2012,190449,Undetermined,1
2012,190449,Late Effects of Injury,54
2012,190462,Rail & Motor Vehicles,2
2012,190462,Accidental Poisoning,2
2012,190462,Accidental Falls,31
2012,190462,Fire Accidents,1
2012,190462,Natural/Environment,4
2012,190462,Other Accidents,39
2012,190462,Adverse Effects of Drugs,14
2012,190462,Self-Inflicted,30
2012,190462,Inflicted by Others,9
2012,190462,Undetermined,9
2012,190462,War,1
2012,190462,Late Effects of Injury,4
2012,190468,Rail & Motor Vehicles,2
2012,190468,Other Vehicle/Transport,1
2012,190468,Accidental Poisoning,1
2012,190468,Misadventures/Complications,225
2012,190468,Accidental Falls,24
2012,190468,Fire Accidents,1
2012,190468,Submersion/Suffocation/Foreign Body,7
2012,190468,Other Accidents,84
2012,190468,Adverse Effects of Drugs,80
2012,190468,Self-Inflicted,1
2012,190468,Late Effects of Injury,36
2012,190470,Rail & Motor Vehicles,54
2012,190470,Other Vehicle/Transport,29
2012,190470,Accidental Poisoning,41
2012,190470,Misadventures/Complications,441
2012,190470,Accidental Falls,724
2012,190470,Fire Accidents,4
2012,190470,Natural/Environment,19
2012,190470,Submersion/Suffocation/Foreign Body,19
2012,190470,Other Accidents,165
2012,190470,Adverse Effects of Drugs,474
2012,190470,Self-Inflicted,50
2012,190470,Inflicted by Others,26
2012,190470,Undetermined,29
2012,190470,Late Effects of Injury,24
2012,190475,Rail & Motor Vehicles,9
2012,190475,Other Vehicle/Transport,4
2012,190475,Accidental Poisoning,9
2012,190475,Misadventures/Complications,96
2012,190475,Accidental Falls,195
2012,190475,Fire Accidents,3
2012,190475,Natural/Environment,9
2012,190475,Submersion/Suffocation/Foreign Body,9
2012,190475,Other Accidents,94
2012,190475,Adverse Effects of Drugs,174
2012,190475,Self-Inflicted,123
2012,190475,Inflicted by Others,9
2012,190475,Undetermined,35
2012,190475,Late Effects of Injury,4
2012,190500,Rail & Motor Vehicles,20
2012,190500,Other Vehicle/Transport,14
2012,190500,Accidental Poisoning,12
2012,190500,Misadventures/Complications,257
2012,190500,Accidental Falls,222
2012,190500,Fire Accidents,2
2012,190500,Natural/Environment,8
2012,190500,Submersion/Suffocation/Foreign Body,10
2012,190500,Other Accidents,51
2012,190500,Adverse Effects of Drugs,114
2012,190500,Self-Inflicted,22
2012,190500,Inflicted by Others,12
2012,190500,Undetermined,19
2012,190500,Late Effects of Injury,6
2012,190517,Rail & Motor Vehicles,30
2012,190517,Other Vehicle/Transport,12
2012,190517,Accidental Poisoning,48
2012,190517,Misadventures/Complications,918
2012,190517,Accidental Falls,566
2012,190517,Natural/Environment,31
2012,190517,Submersion/Suffocation/Foreign Body,49
2012,190517,Other Accidents,178
2012,190517,Adverse Effects of Drugs,754
2012,190517,Self-Inflicted,22
2012,190517,Inflicted by Others,7
2012,190517,Undetermined,18
2012,190517,Late Effects of Injury,22
2012,190521,Rail & Motor Vehicles,16
2012,190521,Other Vehicle/Transport,9
2012,190521,Accidental Poisoning,13
2012,190521,Misadventures/Complications,359
2012,190521,Accidental Falls,185
2012,190521,Fire Accidents,2
2012,190521,Natural/Environment,10
2012,190521,Submersion/Suffocation/Foreign Body,13
2012,190521,Other Accidents,122
2012,190521,Adverse Effects of Drugs,187
2012,190521,Self-Inflicted,24
2012,190521,Inflicted by Others,9
2012,190521,Undetermined,37
2012,190521,Late Effects of Injury,91
2012,190522,Rail & Motor Vehicles,18
2012,190522,Other Vehicle/Transport,6
2012,190522,Accidental Poisoning,12
2012,190522,Misadventures/Complications,429
2012,190522,Accidental Falls,371
2012,190522,Natural/Environment,11
2012,190522,Submersion/Suffocation/Foreign Body,5
2012,190522,Other Accidents,57
2012,190522,Adverse Effects of Drugs,376
2012,190522,Self-Inflicted,17
2012,190522,Inflicted by Others,9
2012,190522,Undetermined,8
2012,190522,Late Effects of Injury,24
2012,190524,Rail & Motor Vehicles,11
2012,190524,Other Vehicle/Transport,2
2012,190524,Accidental Poisoning,23
2012,190524,Misadventures/Complications,394
2012,190524,Accidental Falls,188
2012,190524,Fire Accidents,1
2012,190524,Natural/Environment,22
2012,190524,Submersion/Suffocation/Foreign Body,8
2012,190524,Other Accidents,145
2012,190524,Adverse Effects of Drugs,165
2012,190524,Self-Inflicted,172
2012,190524,Inflicted by Others,38
2012,190524,Undetermined,21
2012,190524,Late Effects of Injury,149
2012,190525,Rail & Motor Vehicles,313
2012,190525,Other Vehicle/Transport,46
2012,190525,Accidental Poisoning,48
2012,190525,Misadventures/Complications,289
2012,190525,Accidental Falls,781
2012,190525,Natural/Environment,24
2012,190525,Submersion/Suffocation/Foreign Body,30
2012,190525,Other Accidents,525
2012,190525,Adverse Effects of Drugs,592
2012,190525,Self-Inflicted,34
2012,190525,Inflicted by Others,128
2012,190525,Undetermined,14
2012,190525,Late Effects of Injury,22
2012,190529,Rail & Motor Vehicles,41
2012,190529,Other Vehicle/Transport,11
2012,190547,Natural/Environment,10
2012,190529,Accidental Poisoning,67
2012,190529,Misadventures/Complications,654
2012,190529,Accidental Falls,883
2012,190529,Fire Accidents,3
2012,190529,Natural/Environment,30
2012,190529,Submersion/Suffocation/Foreign Body,47
2012,190529,Other Accidents,201
2012,190529,Adverse Effects of Drugs,830
2012,190529,Self-Inflicted,48
2012,190529,Inflicted by Others,13
2012,190529,Undetermined,23
2012,190529,War,1
2012,190529,Late Effects of Injury,53
2012,190534,Rail & Motor Vehicles,13
2012,190534,Other Vehicle/Transport,4
2012,190534,Accidental Poisoning,31
2012,190534,Misadventures/Complications,385
2012,190534,Accidental Falls,231
2012,190534,Fire Accidents,1
2012,190534,Natural/Environment,10
2012,190534,Submersion/Suffocation/Foreign Body,7
2012,190534,Other Accidents,72
2012,190534,Adverse Effects of Drugs,371
2012,190534,Self-Inflicted,19
2012,190534,Inflicted by Others,3
2012,190534,Undetermined,4
2012,190534,Late Effects of Injury,14
2012,190541,Rail & Motor Vehicles,1
2012,190541,Other Vehicle/Transport,1
2012,190541,Misadventures/Complications,1
2012,190541,Accidental Falls,25
2012,190541,Fire Accidents,1
2012,190541,Other Accidents,263
2012,190541,Adverse Effects of Drugs,4
2012,190541,Inflicted by Others,1
2012,190547,Rail & Motor Vehicles,7
2012,190547,Other Vehicle/Transport,2
2012,190547,Accidental Poisoning,9
2012,190547,Misadventures/Complications,149
2012,190547,Submersion/Suffocation/Foreign Body,13
2012,190547,Other Accidents,37
2012,190547,Adverse Effects of Drugs,173
2012,190547,Self-Inflicted,4
2012,190547,Inflicted by Others,5
2012,190547,Undetermined,7
2012,190547,Late Effects of Injury,11
2012,190552,Misadventures/Complications,1
2012,190552,Accidental Falls,13
2012,190552,Other Accidents,3
2012,190552,Adverse Effects of Drugs,2
2012,190552,Late Effects of Injury,4
2012,190555,Rail & Motor Vehicles,438
2012,190555,Other Vehicle/Transport,47
2012,190555,Accidental Poisoning,158
2012,190555,Misadventures/Complications,5338
2012,190555,Accidental Falls,1815
2012,190555,Fire Accidents,5
2012,190555,Natural/Environment,63
2012,190555,Submersion/Suffocation/Foreign Body,87
2012,190555,Other Accidents,489
2012,190555,Adverse Effects of Drugs,2796
2012,190555,Self-Inflicted,92
2012,190555,Inflicted by Others,145
2012,190555,Undetermined,41
2012,190555,Late Effects of Injury,161
2012,190568,Rail & Motor Vehicles,368
2012,190568,Other Vehicle/Transport,38
2012,190568,Accidental Poisoning,66
2012,190568,Misadventures/Complications,566
2012,190568,Accidental Falls,900
2012,190568,Natural/Environment,19
2012,190568,Submersion/Suffocation/Foreign Body,38
2012,190568,Other Accidents,453
2012,190568,Adverse Effects of Drugs,615
2012,190568,Self-Inflicted,174
2012,190568,Inflicted by Others,79
2012,190568,Undetermined,38
2012,190568,Late Effects of Injury,79
2012,190570,Rail & Motor Vehicles,3
2012,190570,Other Vehicle/Transport,4
2012,190570,Accidental Poisoning,4
2012,190570,Misadventures/Complications,158
2012,190570,Accidental Falls,128
2012,190570,Natural/Environment,8
2012,190570,Submersion/Suffocation/Foreign Body,10
2012,190570,Other Accidents,47
2012,190570,Adverse Effects of Drugs,59
2012,190570,Self-Inflicted,7
2012,190570,Inflicted by Others,3
2012,190570,Undetermined,19
2012,190570,Late Effects of Injury,3
2012,190587,Rail & Motor Vehicles,9
2012,190587,Other Vehicle/Transport,3
2012,190587,Accidental Poisoning,9
2012,190587,Misadventures/Complications,414
2012,190587,Accidental Falls,93
2012,190587,Natural/Environment,4
2012,190587,Submersion/Suffocation/Foreign Body,13
2012,190587,Other Accidents,68
2012,190587,Adverse Effects of Drugs,208
2012,190587,Self-Inflicted,105
2012,190587,Inflicted by Others,18
2012,190587,Undetermined,18
2012,190587,Late Effects of Injury,23
2012,190630,Rail & Motor Vehicles,39
2012,190630,Other Vehicle/Transport,17
2012,190630,Accidental Poisoning,33
2012,190630,Misadventures/Complications,727
2012,190630,Accidental Falls,607
2012,190630,Natural/Environment,33
2012,190630,Submersion/Suffocation/Foreign Body,27
2012,190630,Other Accidents,120
2012,190630,Adverse Effects of Drugs,406
2012,190630,Self-Inflicted,29
2012,190630,Inflicted by Others,24
2012,190630,Undetermined,36
2012,190630,Late Effects of Injury,36
2012,190631,Rail & Motor Vehicles,40
2012,190631,Other Vehicle/Transport,12
2012,190631,Accidental Poisoning,65
2012,190631,Misadventures/Complications,1101
2012,190631,Accidental Falls,669
2012,190631,Fire Accidents,4
2012,190631,Natural/Environment,32
2012,190631,Submersion/Suffocation/Foreign Body,21
2012,190631,Other Accidents,195
2012,190631,Adverse Effects of Drugs,1305
2012,190631,Self-Inflicted,38
2012,190631,Inflicted by Others,24
2012,190631,Undetermined,31
2012,190631,Late Effects of Injury,75
2012,190636,Rail & Motor Vehicles,47
2012,190636,Other Vehicle/Transport,12
2012,190636,Accidental Poisoning,33
2012,190636,Misadventures/Complications,366
2012,190636,Accidental Falls,344
2012,190636,Fire Accidents,1
2012,190636,Natural/Environment,16
2012,190636,Submersion/Suffocation/Foreign Body,17
2012,190636,Other Accidents,88
2012,190636,Adverse Effects of Drugs,391
2012,190636,Self-Inflicted,27
2012,190636,Inflicted by Others,14
2012,190636,Undetermined,11
2012,190636,Late Effects of Injury,18
2012,190661,Rail & Motor Vehicles,4
2012,190661,Accidental Poisoning,2
2012,190661,Misadventures/Complications,140
2012,190661,Accidental Falls,114
2012,190661,Fire Accidents,1
2012,190661,Natural/Environment,5
2012,190661,Submersion/Suffocation/Foreign Body,10
2012,190661,Other Accidents,31
2012,190661,Adverse Effects of Drugs,124
2012,190661,Self-Inflicted,20
2012,190661,Inflicted by Others,10
2012,190661,Undetermined,1
2012,190661,Late Effects of Injury,10
2012,190673,Rail & Motor Vehicles,15
2012,190673,Other Vehicle/Transport,3
2012,190673,Accidental Poisoning,16
2012,190673,Misadventures/Complications,58
2012,190673,Accidental Falls,209
2012,190673,Fire Accidents,1
2012,190673,Natural/Environment,18
2012,190673,Submersion/Suffocation/Foreign Body,8
2012,190673,Other Accidents,46
2012,190673,Adverse Effects of Drugs,178
2012,190673,Self-Inflicted,15
2012,190673,Inflicted by Others,2
2012,190673,Undetermined,13
2012,190673,Late Effects of Injury,9
2012,190680,Rail & Motor Vehicles,20
2012,190680,Other Vehicle/Transport,14
2012,190680,Accidental Poisoning,25
2012,190680,Misadventures/Complications,165
2012,190680,Accidental Falls,275
2012,190680,Fire Accidents,1
2012,190680,Natural/Environment,9
2012,190680,Submersion/Suffocation/Foreign Body,12
2012,190680,Other Accidents,60
2012,190680,Adverse Effects of Drugs,250
2012,190680,Self-Inflicted,48
2012,190680,Inflicted by Others,18
2012,190680,Undetermined,23
2012,190680,Late Effects of Injury,63
2012,190681,Rail & Motor Vehicles,3
2012,190681,Misadventures/Complications,2
2012,190681,Accidental Falls,8
2012,190681,Other Accidents,67
2012,190687,Rail & Motor Vehicles,29
2012,190687,Other Vehicle/Transport,16
2012,190687,Accidental Poisoning,59
2012,190687,Misadventures/Complications,1165
2012,190687,Accidental Falls,648
2012,190687,Fire Accidents,4
2012,190687,Natural/Environment,29
2012,190687,Submersion/Suffocation/Foreign Body,32
2012,190687,Other Accidents,180
2012,190687,Adverse Effects of Drugs,1141
2012,190687,Self-Inflicted,14
2012,190687,Inflicted by Others,10
2012,190687,Undetermined,17
2012,190687,Late Effects of Injury,66
2012,190696,Rail & Motor Vehicles,9
2012,190696,Other Vehicle/Transport,1
2012,190696,Accidental Poisoning,8
2012,190696,Misadventures/Complications,34
2012,190696,Accidental Falls,82
2012,190696,Natural/Environment,7
2012,190696,Submersion/Suffocation/Foreign Body,6
2012,190696,Other Accidents,35
2012,190696,Adverse Effects of Drugs,108
2012,190696,Self-Inflicted,40
2012,190696,Inflicted by Others,12
2012,190696,Undetermined,1
2012,190696,Late Effects of Injury,15
2012,190708,Rail & Motor Vehicles,20
2012,190708,Other Vehicle/Transport,2
2012,190708,Accidental Poisoning,33
2012,190708,Misadventures/Complications,120
2012,190708,Accidental Falls,218
2012,190708,Fire Accidents,3
2012,190708,Natural/Environment,11
2012,190708,Submersion/Suffocation/Foreign Body,9
2012,190708,Other Accidents,73
2012,190708,Adverse Effects of Drugs,250
2012,190708,Self-Inflicted,31
2012,190708,Inflicted by Others,4
2012,190708,Undetermined,19
2012,190708,Late Effects of Injury,41
2012,190712,Rail & Motor Vehicles,1
2012,190712,Misadventures/Complications,39
2012,190712,Accidental Falls,4
2012,190712,Submersion/Suffocation/Foreign Body,1
2012,190712,Other Accidents,3
2012,190712,Adverse Effects of Drugs,2
2012,190712,Late Effects of Injury,38
2012,190754,Rail & Motor Vehicles,405
2012,190754,Other Vehicle/Transport,21
2012,190754,Accidental Poisoning,35
2012,190754,Misadventures/Complications,548
2012,190754,Accidental Falls,466
2012,190754,Fire Accidents,2
2012,190754,Natural/Environment,22
2012,190754,Submersion/Suffocation/Foreign Body,35
2012,190754,Other Accidents,188
2012,190754,Adverse Effects of Drugs,672
2012,190754,Self-Inflicted,112
2012,190754,Inflicted by Others,427
2012,190754,Undetermined,28
2012,190754,Late Effects of Injury,64
2012,190756,Rail & Motor Vehicles,59
2012,190756,Other Vehicle/Transport,24
2012,190756,Accidental Poisoning,53
2012,190756,Misadventures/Complications,1091
2012,190756,Accidental Falls,577
2012,190756,Fire Accidents,1
2012,190756,Natural/Environment,34
2012,190756,Submersion/Suffocation/Foreign Body,34
2012,190756,Other Accidents,151
2012,190756,Adverse Effects of Drugs,949
2012,190756,Self-Inflicted,19
2012,190756,Inflicted by Others,9
2012,190756,Undetermined,3
2012,190756,Late Effects of Injury,48
2012,190758,Rail & Motor Vehicles,56
2012,190758,Other Vehicle/Transport,14
2012,190758,Accidental Poisoning,43
2012,190758,Misadventures/Complications,599
2012,190758,Accidental Falls,599
2012,190758,Fire Accidents,1
2012,190758,Natural/Environment,25
2012,190758,Submersion/Suffocation/Foreign Body,29
2012,190758,Other Accidents,203
2012,190758,Adverse Effects of Drugs,593
2012,190758,Self-Inflicted,43
2012,190758,Inflicted by Others,12
2012,190758,Undetermined,30
2012,190758,Late Effects of Injury,19
2012,190762,Rail & Motor Vehicles,15
2012,190762,Other Vehicle/Transport,1
2012,190762,Accidental Poisoning,13
2012,190762,Misadventures/Complications,1034
2012,190762,Accidental Falls,292
2012,190762,Fire Accidents,1
2012,190762,Natural/Environment,7
2012,190762,Submersion/Suffocation/Foreign Body,12
2012,190762,Other Accidents,65
2012,190762,Adverse Effects of Drugs,505
2012,190762,Self-Inflicted,4
2012,190762,Inflicted by Others,6
2012,190762,Undetermined,5
2012,190762,Late Effects of Injury,26
2012,190766,Rail & Motor Vehicles,6
2012,190766,Other Vehicle/Transport,2
2012,190766,Accidental Poisoning,17
2012,190766,Misadventures/Complications,70
2012,190766,Accidental Falls,141
2012,190766,Fire Accidents,1
2012,190766,Natural/Environment,11
2012,190766,Submersion/Suffocation/Foreign Body,21
2012,190766,Other Accidents,90
2012,190766,Adverse Effects of Drugs,129
2012,190766,Self-Inflicted,12
2012,190766,Inflicted by Others,4
2012,190766,Undetermined,22
2012,190766,Late Effects of Injury,37
2012,190784,Rail & Motor Vehicles,3
2012,190784,Accidental Poisoning,4
2012,190784,Misadventures/Complications,96
2012,190784,Accidental Falls,67
2012,190784,Natural/Environment,2
2012,190784,Other Accidents,5
2012,190784,Adverse Effects of Drugs,23
2012,190784,Inflicted by Others,5
2012,190784,Undetermined,1
2012,190784,Late Effects of Injury,4
2012,190796,Rail & Motor Vehicles,417
2012,190796,Other Vehicle/Transport,45
2012,190796,Accidental Poisoning,85
2012,190796,Misadventures/Complications,4198
2012,190796,Accidental Falls,474
2012,190796,Fire Accidents,2
2012,190796,Natural/Environment,11
2012,190796,Submersion/Suffocation/Foreign Body,60
2012,190796,Other Accidents,189
2012,190796,Adverse Effects of Drugs,1331
2012,190796,Self-Inflicted,72
2012,190796,Inflicted by Others,92
2012,190796,Undetermined,24
2012,190796,War,1
2012,190796,Late Effects of Injury,97
2012,190812,Rail & Motor Vehicles,24
2012,190812,Other Vehicle/Transport,8
2012,190812,Accidental Poisoning,23
2012,190812,Misadventures/Complications,725
2012,190812,Accidental Falls,383
2012,190812,Natural/Environment,21
2012,190812,Submersion/Suffocation/Foreign Body,46
2012,190812,Other Accidents,117
2012,190812,Adverse Effects of Drugs,320
