Year,Oshpd_ID,Facility_Name,Type_Of_Control,County_Name,Principal_Procedure_Group,Count
2012,40802,BIGGS GRIDLEY MEMORIAL HOSPITAL,Non-Profit,BUTTE,Skin,7
2012,40802,BIGGS GRIDLEY MEMORIAL HOSPITAL,Non-Profit,BUTTE,Diagnostic/Therapeutic,32
2012,40802,BIGGS GRIDLEY MEMORIAL HOSPITAL,Non-Profit,BUTTE,Other Interventions,1
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Nervous System,12
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Endocrine System,9
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Eye,1
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Nose/Mouth/Pharynx,9
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Respiratory,98
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Cardiovascular,342
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Blood/Lymph Organs,18
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Digestive,572
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Urinary,32
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Male Reproductive Organs,273
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Female Reproductive Organs,98
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,OB Procedures,962
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Musculoskeletal,550
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Skin,78
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Diagnostic/Therapeutic,947
2012,40875,FEATHER RIVER HOSPITAL,Non-Profit,BUTTE,Other Interventions,33
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Nervous System,60
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Endocrine System,10
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Eye,4
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Nose/Mouth/Pharynx,47
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Respiratory,191
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Cardiovascular,333
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Blood/Lymph Organs,9
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Digestive,870
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Urinary,119
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Male Reproductive Organs,42
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Female Reproductive Organs,141
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,OB Procedures,434
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Musculoskeletal,457
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Skin,253
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Diagnostic/Therapeutic,1284
2012,40937,OROVILLE HOSPITAL,Non-Profit,BUTTE,Other Interventions,21
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Nervous System,234
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Endocrine System,26
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Eye,9
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Ear,6
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Nose/Mouth/Pharynx,66
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Respiratory,341
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Cardiovascular,1472
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Blood/Lymph Organs,44
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Digestive,1597
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Urinary,176
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Male Reproductive Organs,266
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Female Reproductive Organs,117
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,OB Procedures,1393
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Musculoskeletal,1379
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Skin,332
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Diagnostic/Therapeutic,1163
2012,40962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,Non-Profit,BUTTE,Other Interventions,29
2012,44006,BUTTE COUNTY PHF,City/County,BUTTE,Diagnostic/Therapeutic,164
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Nervous System,6
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Endocrine System,1
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Nose/Mouth/Pharynx,1
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Respiratory,14
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Cardiovascular,69
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Blood/Lymph Organs,2
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Digestive,94
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Urinary,13
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Male Reproductive Organs,1
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Musculoskeletal,130
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Skin,17
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Diagnostic/Therapeutic,218
2012,50932,MARK TWAIN MEDICAL CENTER,Non-Profit,CALAVERAS,Other Interventions,1
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Nervous System,6
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Respiratory,1
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Cardiovascular,3
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Digestive,88
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Urinary,1
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Female Reproductive Organs,10
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,OB Procedures,162
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Musculoskeletal,3
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Skin,15
2012,60870,COLUSA REGIONAL MEDICAL CENTER,Non-Profit,COLUSA,Diagnostic/Therapeutic,261
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Nervous System,30
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Endocrine System,11
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Eye,4
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Nose/Mouth/Pharynx,30
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Respiratory,138
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Cardiovascular,738
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Blood/Lymph Organs,16
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Digestive,554
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Urinary,50
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Male Reproductive Organs,18
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Female Reproductive Organs,4
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Musculoskeletal,408
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Skin,102
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Diagnostic/Therapeutic,649
2012,70904,DOCTORS MEDICAL CENTER - SAN PABLO,District,CONTRA COSTA,Other Interventions,34
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Nervous System,70
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Endocrine System,28
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Eye,2
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Nose/Mouth/Pharynx,28
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Respiratory,73
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Cardiovascular,150
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Blood/Lymph Organs,26
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Digestive,844
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Urinary,87
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Male Reproductive Organs,14
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Female Reproductive Organs,216
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,OB Procedures,1888
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Musculoskeletal,252
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Skin,298
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Diagnostic/Therapeutic,558
2012,70924,CONTRA COSTA REGIONAL MEDICAL CENTER,City/County,CONTRA COSTA,Other Interventions,1
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Nervous System,51
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Endocrine System,13
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Ear,1
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,12
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Respiratory,92
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Cardiovascular,793
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,6
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Digestive,809
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Urinary,149
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Male Reproductive Organs,54
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Female Reproductive Organs,92
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,OB Procedures,1055
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Musculoskeletal,261
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Skin,133
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,1828
2012,70934,SUTTER DELTA MEDICAL CENTER,Non-Profit,CONTRA COSTA,Other Interventions,5
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Nervous System,524
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Endocrine System,102
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Eye,37
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Ear,10
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,62
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Respiratory,418
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Cardiovascular,864
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,79
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Digestive,1680
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Urinary,153
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Male Reproductive Organs,677
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Female Reproductive Organs,626
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,OB Procedures,2590
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Musculoskeletal,2379
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Skin,476
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,2927
2012,70988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,Non-Profit,CONTRA COSTA,Other Interventions,139
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Nervous System,114
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Endocrine System,40
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Eye,6
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Ear,3
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,63
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Respiratory,266
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Cardiovascular,1080
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,64
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Digestive,1609
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Urinary,312
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Male Reproductive Organs,1160
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Female Reproductive Organs,239
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,OB Procedures,3495
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Musculoskeletal,1200
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Skin,226
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,2966
2012,70990,KAISER FND HOSP - WALNUT CREEK,Non-Profit,CONTRA COSTA,Other Interventions,45
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Nervous System,76
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Endocrine System,13
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Eye,2
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,23
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Respiratory,324
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Cardiovascular,1964
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,21
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Digestive,1542
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Urinary,152
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Male Reproductive Organs,87
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Female Reproductive Organs,116
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Musculoskeletal,894
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Skin,124
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,853
2012,71018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Non-Profit,CONTRA COSTA,Other Interventions,36
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Nervous System,113
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Endocrine System,7
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Eye,4
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Ear,1
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Nose/Mouth/Pharynx,5
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Respiratory,97
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Cardiovascular,289
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Blood/Lymph Organs,7
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Digestive,653
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Urinary,90
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Male Reproductive Organs,141
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Female Reproductive Organs,71
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,OB Procedures,716
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Musculoskeletal,535
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Skin,73
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Diagnostic/Therapeutic,612
2012,74017,SAN RAMON REGIONAL MEDICAL CENTER,Investor,CONTRA COSTA,Other Interventions,3
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Nervous System,43
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Endocrine System,5
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Eye,3
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Ear,2
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Nose/Mouth/Pharynx,13
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Respiratory,96
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Cardiovascular,357
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Blood/Lymph Organs,19
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Digestive,829
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Urinary,128
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Male Reproductive Organs,565
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Female Reproductive Organs,267
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,OB Procedures,1440
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Musculoskeletal,988
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Skin,126
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Diagnostic/Therapeutic,1355
2012,74097,KAISER FOUND HSP-ANTIOCH,Non-Profit,CONTRA COSTA,Other Interventions,45
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Nervous System,22
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Endocrine System,5
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Eye,1
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Ear,2
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Nose/Mouth/Pharynx,1
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Respiratory,24
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Cardiovascular,66
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Blood/Lymph Organs,1
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Digestive,182
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Urinary,6
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Male Reproductive Organs,55
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Female Reproductive Organs,52
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,OB Procedures,329
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Musculoskeletal,14
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Skin,56
2012,84001,SUTTER COAST HOSPITAL,Non-Profit,DEL NORTE,Diagnostic/Therapeutic,259
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Nervous System,33
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Endocrine System,3
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Nose/Mouth/Pharynx,9
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Respiratory,32
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Cardiovascular,53
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Blood/Lymph Organs,5
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Digestive,259
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Urinary,1
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Male Reproductive Organs,65
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Female Reproductive Organs,32
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,OB Procedures,361
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Musculoskeletal,433
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Skin,40
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Diagnostic/Therapeutic,162
2012,90793,BARTON MEMORIAL HOSPITAL,Non-Profit,EL DORADO,Other Interventions,9
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Nervous System,66
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Endocrine System,4
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Nose/Mouth/Pharynx,13
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Respiratory,104
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Cardiovascular,423
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Blood/Lymph Organs,9
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Digestive,598
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Urinary,55
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Male Reproductive Organs,20
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Female Reproductive Organs,67
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,OB Procedures,463
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Musculoskeletal,437
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Skin,103
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Diagnostic/Therapeutic,1373
2012,90933,MARSHALL  MEDICAL CENTER (1-RH),Non-Profit,EL DORADO,Other Interventions,3
2012,94002,EL DORADO COUNTY P H F,City/County,EL DORADO,Diagnostic/Therapeutic,398
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Nervous System,55
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Endocrine System,89
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Nose/Mouth/Pharynx,37
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Respiratory,129
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Cardiovascular,410
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Blood/Lymph Organs,69
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Digestive,1669
