Year,OSHPD ID,Facility Name,County Name,Type of Control,Disposition,Count
2011,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (Elsewhere),1716
2011,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Residential Care Facility,191
2011,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Prison/Jail,21
2011,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Against Medical Advice,191
2011,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Died,690
2011,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Home Health Service,2593
2011,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Other,55
2011,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,District,Routine (Home),179
2011,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,District,Skilled Nursing/IC (This Hospital),16
2011,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,District,Acute Care (Another Hospital),3
2011,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,District,Skilled Nursing/IC (Elsewhere),10
2011,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,District,Residential Care Facility,1
2011,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,District,Against Medical Advice,1
2011,361274,KINDRED HOSPITAL ONTARIO,SAN BERNARDINO,Investor,Routine (Home),88
2011,361274,KINDRED HOSPITAL ONTARIO,SAN BERNARDINO,Investor,Acute Care (Another Hospital),52
2011,361274,KINDRED HOSPITAL ONTARIO,SAN BERNARDINO,Investor,Other Care (Another Hospital),136
2011,361274,KINDRED HOSPITAL ONTARIO,SAN BERNARDINO,Investor,Skilled Nursing/IC (Elsewhere),339
2011,361274,KINDRED HOSPITAL ONTARIO,SAN BERNARDINO,Investor,Against Medical Advice,5
2011,361274,KINDRED HOSPITAL ONTARIO,SAN BERNARDINO,Investor,Died,185
2011,361274,KINDRED HOSPITAL ONTARIO,SAN BERNARDINO,Investor,Home Health Service,226
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Routine (Home),10287
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Acute Care (This Hospital),51
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Other Care (This Hospital),40
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (This Hospital),591
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Acute Care (Another Hospital),271
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Other Care (Another Hospital),32
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (Elsewhere),1113
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Residential Care Facility,149
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Prison/Jail,6
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Against Medical Advice,81
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Died,294
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Home Health Service,1651
2011,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Other,69
2011,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Routine (Home),13027
2011,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Acute Care (Another Hospital),209
2011,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Other Care (Another Hospital),66
2011,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (Elsewhere),1675
2011,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Residential Care Facility,404
2011,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Against Medical Advice,94
2011,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Died,311
2011,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Home Health Service,1501
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Routine (Home),12264
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Acute Care (This Hospital),64
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Other Care (This Hospital),89
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (This Hospital),161
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Acute Care (Another Hospital),207
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Other Care (Another Hospital),279
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (Elsewhere),435
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Residential Care Facility,13
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Prison/Jail,27
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Against Medical Advice,289
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Died,110
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Home Health Service,427
2011,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Non-Profit,Other,25
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Routine (Home),13837
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Acute Care (This Hospital),1
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Acute Care (Another Hospital),504
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Other Care (Another Hospital),372
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (Elsewhere),1284
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Residential Care Facility,6
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Prison/Jail,31
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Against Medical Advice,200
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Died,330
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Home Health Service,1332
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Other,56
2011,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Unknown,1
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Routine (Home),15037
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Acute Care (Another Hospital),309
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Other Care (Another Hospital),99
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (Elsewhere),933
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Residential Care Facility,16
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Prison/Jail,11
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Against Medical Advice,344
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Died,242
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Home Health Service,1426
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Other,12
2011,361343,ST. MARY REGIONAL MEDICAL CENTER,SAN BERNARDINO,Non-Profit,Unknown,3
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Routine (Home),6372
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Other Care (This Hospital),2
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (This Hospital),1
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Acute Care (Another Hospital),132
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Other Care (Another Hospital),52
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Routine (Home),4463
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (Elsewhere),214
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Residential Care Facility,8
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Prison/Jail,20
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Against Medical Advice,130
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Died,73
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Home Health Service,131
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Other,18
2011,361370,VICTOR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Non-Profit,Unknown,17
2011,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,City/County,Routine (Home),222
2011,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,City/County,Acute Care (Another Hospital),11
2011,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,City/County,Other Care (Another Hospital),1
2011,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,City/County,Skilled Nursing/IC (Elsewhere),2
2011,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,City/County,Residential Care Facility,2
2011,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,City/County,Against Medical Advice,5
2011,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,City/County,Died,5
2011,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,City/County,Home Health Service,1
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Routine (Home),3001
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Acute Care (This Hospital),78
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Skilled Nursing/IC (This Hospital),331
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Acute Care (Another Hospital),152
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Other Care (Another Hospital),12
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Skilled Nursing/IC (Elsewhere),255
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Residential Care Facility,10
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Prison/Jail,3
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Against Medical Advice,84
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Died,126
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Home Health Service,76
2011,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,District,Other,24
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Routine (Home),4028
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Other Care (This Hospital),6
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Acute Care (Another Hospital),145
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Other Care (Another Hospital),10
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Skilled Nursing/IC (Elsewhere),13
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Residential Care Facility,60
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Prison/Jail,15
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Against Medical Advice,61
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Died,1
2011,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,SAN BERNARDINO,Non-Profit,Other,9
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Acute Care (This Hospital),1
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Acute Care (Another Hospital),161
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Other Care (Another Hospital),18
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Skilled Nursing/IC (Elsewhere),5
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Residential Care Facility,90
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Prison/Jail,18
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Against Medical Advice,229
2011,364050,CANYON RIDGE HOSPITAL,SAN BERNARDINO,Investor,Other,16
2011,364121,BALLARD REHABILITATION HOSP,SAN BERNARDINO,Investor,Routine (Home),302
2011,364121,BALLARD REHABILITATION HOSP,SAN BERNARDINO,Investor,Acute Care (Another Hospital),118
2011,364121,BALLARD REHABILITATION HOSP,SAN BERNARDINO,Investor,Skilled Nursing/IC (Elsewhere),151
2011,364121,BALLARD REHABILITATION HOSP,SAN BERNARDINO,Investor,Residential Care Facility,10
2011,364121,BALLARD REHABILITATION HOSP,SAN BERNARDINO,Investor,Against Medical Advice,22
2011,364121,BALLARD REHABILITATION HOSP,SAN BERNARDINO,Investor,Died,1
2011,364121,BALLARD REHABILITATION HOSP,SAN BERNARDINO,Investor,Home Health Service,490
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Routine (Home),5977
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Acute Care (Another Hospital),274
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Other Care (Another Hospital),47
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Skilled Nursing/IC (Elsewhere),362
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Prison/Jail,32
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Against Medical Advice,212
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Died,133
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Home Health Service,521
2011,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor,Other,34
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Routine (Home),141
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Acute Care (Another Hospital),36
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Other Care (Another Hospital),70
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Skilled Nursing/IC (Elsewhere),286
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Against Medical Advice,5
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Died,122
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Home Health Service,97
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Other,1
2011,364188,KINDRED HOSPITAL RANCHO,SAN BERNARDINO,Investor,Unknown,1
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Routine (Home),23267
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Acute Care (This Hospital),2
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Other Care (This Hospital),122
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Acute Care (Another Hospital),268
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Other Care (Another Hospital),223
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Skilled Nursing/IC (Elsewhere),642
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Residential Care Facility,413
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Prison/Jail,581
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Against Medical Advice,497
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Died,393
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Home Health Service,259
2011,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,City/County,Other,237
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Routine (Home),4643
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Acute Care (This Hospital),9
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Other Care (This Hospital),81
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Acute Care (Another Hospital),80
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Other Care (Another Hospital),142
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Skilled Nursing/IC (Elsewhere),1509
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Residential Care Facility,406
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Prison/Jail,446
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Against Medical Advice,218
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Died,235
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Home Health Service,541
2011,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor,Other,15
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Routine (Home),15083
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Acute Care (This Hospital),60
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Other Care (This Hospital),67
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Skilled Nursing/IC (This Hospital),54
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Acute Care (Another Hospital),142
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Other Care (Another Hospital),46
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Skilled Nursing/IC (Elsewhere),2
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Residential Care Facility,11
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Prison/Jail,5
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Died,81
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Home Health Service,353
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Other,139
2011,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Unknown,1
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Routine (Home),1897
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Acute Care (This Hospital),88
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Skilled Nursing/IC (This Hospital),177
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Acute Care (Another Hospital),94
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Other Care (Another Hospital),20
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Skilled Nursing/IC (Elsewhere),220
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Died,758
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Residential Care Facility,40
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Prison/Jail,1
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Against Medical Advice,15
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Died,72
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Home Health Service,545
2011,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Non-Profit,Other,9
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Routine (Home),31297
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Acute Care (This Hospital),41
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Other Care (This Hospital),234
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Skilled Nursing/IC (This Hospital),24
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Acute Care (Another Hospital),520
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Other Care (Another Hospital),169
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Skilled Nursing/IC (Elsewhere),2498
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Residential Care Facility,141
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Prison/Jail,9
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Against Medical Advice,180
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Died,596
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Home Health Service,2801
2011,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Non-Profit,Other,74
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Routine (Home),2259
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Acute Care (This Hospital),46
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Skilled Nursing/IC (This Hospital),315
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Acute Care (Another Hospital),121
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Skilled Nursing/IC (Elsewhere),15
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Residential Care Facility,51
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Against Medical Advice,25
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Died,94
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Home Health Service,422
2011,370705,FALLBROOK HOSPITAL DISTRICT,SAN DIEGO,District,Other,1
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Routine (Home),23478
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Acute Care (This Hospital),64
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Other Care (This Hospital),402
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Skilled Nursing/IC (This Hospital),152
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Acute Care (Another Hospital),406
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Other Care (Another Hospital),55
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Skilled Nursing/IC (Elsewhere),3626
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Residential Care Facility,196
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Prison/Jail,21
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Against Medical Advice,453
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Home Health Service,2098
2011,370714,GROSSMONT HOSPITAL,SAN DIEGO,Non-Profit,Other,216
2011,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Routine (Home),45
2011,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Acute Care (Another Hospital),88
2011,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Other Care (Another Hospital),71
2011,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Skilled Nursing/IC (Elsewhere),248
2011,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Against Medical Advice,9
2011,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Died,71
2011,370721,KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,Investor,Home Health Service,125
2011,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Routine (Home),23400
2011,370730,KAISER FND HOSP - SAN DIEGO,SAN DIEGO,Non-Profit,Acute Care (This Hospital),1
