Year,OSHPD Facility Number,Facility Name,County Name,Type Of Control,Type Of Care,Count
2011,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,SANTA BARBARA,City/County,Psychiatric,479
2011,430705,REGIONAL MEDICAL OF SAN JOSE,SANTA CLARA,Investor,Acute,10939
2011,430705,REGIONAL MEDICAL OF SAN JOSE,SANTA CLARA,Investor,Unknown,15
2011,430763,EL CAMINO HOSPITAL,SANTA CLARA,Non-Profit,Acute,21712
2011,430763,EL CAMINO HOSPITAL,SANTA CLARA,Non-Profit,Psychiatric,925
2011,430763,EL CAMINO HOSPITAL,SANTA CLARA,Non-Profit,Physical Rehabilitation,371
2011,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,Investor,Acute,18632
2011,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,Investor,Psychiatric,577
2011,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,Investor,Physical Rehabilitation,302
2011,430837,O'CONNOR HOSPITAL - SAN JOSE,SANTA CLARA,Non-Profit,Acute,15236
2011,430837,O'CONNOR HOSPITAL - SAN JOSE,SANTA CLARA,Non-Profit,Skilled Nursing/Intermediate Care,366
2011,430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,City/County,Acute,23773
2011,430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,City/County,Psychiatric,1327
2011,430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,City/County,Physical Rehabilitation,543
2011,430905,STANFORD HOSPITAL,SANTA CLARA,Non-Profit,Acute,24191
2011,430905,STANFORD HOSPITAL,SANTA CLARA,Non-Profit,Psychiatric,881
2011,431506,KAISER FND HOSP - SAN JOSE,SANTA CLARA,Non-Profit,Acute,13412
2011,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,SANTA CLARA,Non-Profit,Acute,16155
2011,434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,SANTA CLARA,Investor,Skilled Nursing/Intermediate Care,17
2011,434138,ST. LOUISE REGIONAL HOSPITAL,SANTA CLARA,Non-Profit,Acute,4180
2011,434153,KAISER FND HOSP - SANTA CLARA,SANTA CLARA,Non-Profit,Acute,26192
2011,434218,KAISER PERMANENTE P.H.F - SANTA CLARA,SANTA CLARA,Non-Profit,Psychiatric,1324
2011,434220,CRESTWOOD SAN JOSE PSYCHIATRIC HEALTH FACILITY,SANTA CLARA,Investor,Psychiatric,407
2011,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Acute,11146
2011,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Skilled Nursing/Intermediate Care,756
2011,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Psychiatric,945
2011,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Physical Rehabilitation,418
2011,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,Non-Profit,Acute,2600
2011,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,Non-Profit,Unknown,1
2011,444013,WATSONVILLE COMMUNITY HOSPITAL,SANTA CRUZ,Investor,Acute,6274
2011,450936,MAYERS MEMORIAL HOSPITAL,SHASTA,District,Acute,473
2011,450936,MAYERS MEMORIAL HOSPITAL,SHASTA,District,Skilled Nursing/Intermediate Care,112
2011,450940,SHASTA REGIONAL MEDICAL CENTER,SHASTA,Investor,Acute,8222
2011,450949,MERCY MEDICAL CENTER - REDDING,SHASTA,Non-Profit,Acute,15431
2011,454012,NORTHERN CALIFORNIA REHABILITATION HOSPITAL,SHASTA,Investor,Acute,607
2012,010846,ALAMEDA COUNTY MEDICAL CENTER,ALAMEDA,City/County,Acute,12137
2011,454012,NORTHERN CALIFORNIA REHABILITATION HOSPITAL,SHASTA,Investor,Skilled Nursing/Intermediate Care,524
2011,454013,PATIENTS' HOSPITAL OF REDDING,SHASTA,Investor,Acute,256
2011,470871,MERCY MEDICAL CENTER MT. SHASTA,SISKIYOU,Non-Profit,Acute,1306
2011,470871,MERCY MEDICAL CENTER MT. SHASTA,SISKIYOU,Non-Profit,Skilled Nursing/Intermediate Care,26
2011,474007,FAIRCHILD MEDICAL CENTER,SISKIYOU,Non-Profit,Acute,1728
2011,480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,SOLANO,Non-Profit,Acute,12128
2011,480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,SOLANO,Non-Profit,Physical Rehabilitation,864
2011,481015,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,SOLANO,Non-Profit,Psychiatric,2236
2011,481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Non-Profit,Acute,5848
2011,481357,NORTH BAY MEDICAL CENTER,SOLANO,Non-Profit,Acute,7079
2011,484001,NORTH BAY VACAVALLEY HOSPITAL,SOLANO,Non-Profit,Acute,2407
2011,484028,NORTH VALLEY-SOLANO COUNTY PSYCHIATRIC HEALTH FACILITY,SOLANO,Investor,Psychiatric,4
2011,484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Non-Profit,Acute,3330
2011,490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Non-Profit,Acute,7003
2011,490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,District,Acute,891
2011,490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,District,Skilled Nursing/Intermediate Care,164
2011,491001,PETALUMA VALLEY HOSPITAL,SONOMA,Non-Profit,Acute,3304
2011,491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Non-Profit,Acute,12423
2011,491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Non-Profit,Physical Rehabilitation,272
2011,491076,SONOMA VALLEY HOSPITAL,SONOMA,District,Acute,1819
2011,491076,SONOMA VALLEY HOSPITAL,SONOMA,District,Skilled Nursing/Intermediate Care,415
2011,491338,PALM DRIVE HOSPITAL,SONOMA,District,Acute,1196
2011,494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Non-Profit,Acute,10581
2011,500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor,Acute,20344
2011,500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor,Psychiatric,4270
2011,500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor,Chemical Dependency,11
2011,500867,"EMANUEL MEDICAL CENTER, INC",STANISLAUS,Non-Profit,Acute,11243
2011,500867,"EMANUEL MEDICAL CENTER, INC",STANISLAUS,Non-Profit,Skilled Nursing/Intermediate Care,593
2011,500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Non-Profit,Acute,21829
2011,500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,District,Acute,1581
2011,500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,District,Skilled Nursing/Intermediate Care,222
2011,504038,STANISLAUS SURGICAL HOSPITAL,STANISLAUS,Investor,Acute,862
2011,514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,SUTTER,City/County,Psychiatric,329
2011,514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,SUTTER,Investor,Acute,649
2011,514033,NORTH VALLEY BEHAVIORAL HEALTH,SUTTER,Investor,Psychiatric,572
2011,521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Non-Profit,Acute,3970
2011,521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Non-Profit,Skilled Nursing/Intermediate Care,5
2011,531059,TRINITY HOSPITAL,TRINITY,District,Acute,449
2011,531059,TRINITY HOSPITAL,TRINITY,District,Skilled Nursing/Intermediate Care,61
2011,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Acute,24109
2011,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Skilled Nursing/Intermediate Care,283
2011,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Psychiatric,1765
2011,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Physical Rehabilitation,489
2011,540798,SIERRA VIEW DISTRICT HOSPITAL,TULARE,District,Acute,9276
2011,540798,SIERRA VIEW DISTRICT HOSPITAL,TULARE,District,Skilled Nursing/Intermediate Care,24
2011,540816,TULARE REGIONAL MEDICAL CENTER,TULARE,District,Acute,6912
2011,551061,TUOLUMNE GENERAL MEDICAL FACILITY,TUOLUMNE,City/County,Skilled Nursing/Intermediate Care,60
2011,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Non-Profit,Acute,5300
2011,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Non-Profit,Skilled Nursing/Intermediate Care,278
2011,560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,Non-Profit,Acute,15146
2011,560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,City/County,Acute,11211
2011,560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,City/County,Psychiatric,2490
2011,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,Investor,Acute,14564
2011,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,Investor,Skilled Nursing/Intermediate Care,776
2011,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,Investor,Physical Rehabilitation,207
2011,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,Investor,Unknown,6
2011,560501,OJAI VALLEY COMMUNITY HOSPITAL,VENTURA,Non-Profit,Acute,683
2011,560501,OJAI VALLEY COMMUNITY HOSPITAL,VENTURA,Non-Profit,Skilled Nursing/Intermediate Care,262
2011,560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,VENTURA,Non-Profit,Acute,3746
2011,560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,VENTURA,Non-Profit,Skilled Nursing/Intermediate Care,20
2011,560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,VENTURA,Non-Profit,Acute,6159
2011,560529,ST. JOHN'S REGIONAL MEDICAL CENTER,VENTURA,Non-Profit,Acute,14263
2011,560529,ST. JOHN'S REGIONAL MEDICAL CENTER,VENTURA,Non-Profit,Physical Rehabilitation,373
2011,560838,PACIFIC SHORES HOSPITAL,VENTURA,Investor,Psychiatric,205
2011,564121,THOUSAND OAKS SURGICAL HOSPITAL,VENTURA,Investor,Acute,1408
2011,571086,WOODLAND MEMORIAL HOSPITAL,YOLO,Non-Profit,Acute,4127
2011,571086,WOODLAND MEMORIAL HOSPITAL,YOLO,Non-Profit,Psychiatric,930
2011,574010,SUTTER DAVIS HOSPITAL,YOLO,Non-Profit,Acute,4776
2011,580996,RIDEOUT MEMORIAL HOSPITAL,YUBA,Non-Profit,Acute,14451
2012,010735,ALAMEDA HOSPITAL,ALAMEDA,District,Acute,2791
2012,010735,ALAMEDA HOSPITAL,ALAMEDA,District,Skilled Nursing/Intermediate Care,206
2012,010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,ALAMEDA,Non-Profit,Acute,23296
2012,010776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,ALAMEDA,Non-Profit,Acute,10099
2012,010776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,ALAMEDA,Non-Profit,Physical Rehabilitation,92
2012,010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,ALAMEDA,Non-Profit,Chemical Dependency,158
2012,010805,EDEN MEDICAL CENTER,ALAMEDA,Non-Profit,Acute,9919
2012,010805,EDEN MEDICAL CENTER,ALAMEDA,Non-Profit,Psychiatric,97
2012,010844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,ALAMEDA,Non-Profit,Skilled Nursing/Intermediate Care,21
2012,010844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,ALAMEDA,Non-Profit,Psychiatric,2243
2012,010844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,ALAMEDA,Non-Profit,Physical Rehabilitation,755
2012,010846,ALAMEDA COUNTY MEDICAL CENTER,ALAMEDA,City/County,Skilled Nursing/Intermediate Care,190
2012,010846,ALAMEDA COUNTY MEDICAL CENTER,ALAMEDA,City/County,Psychiatric,2986
2012,010846,ALAMEDA COUNTY MEDICAL CENTER,ALAMEDA,City/County,Physical Rehabilitation,465
2012,010856,KAISER FND HOSP - OAKLAND CAMPUS,ALAMEDA,Non-Profit,Acute,19995
2012,010858,KAISER FND HOSP - HAYWARD/FREMONT,ALAMEDA,Non-Profit,Acute,16994
2012,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,ALAMEDA,Investor,Acute,476
2012,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,ALAMEDA,Non-Profit,Acute,12240
2012,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,ALAMEDA,Non-Profit,Skilled Nursing/Intermediate Care,778
2012,010967,ST. ROSE HOSPITAL,ALAMEDA,Non-Profit,Acute,7345
2012,010987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,District,Acute,14056
2012,013619,SAN LEANDRO HOSPITAL,ALAMEDA,Non-Profit,Acute,3562
2012,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,ALAMEDA,Non-Profit,Chemical Dependency,539
2012,014034,FREMONT HOSPITAL,ALAMEDA,Investor,Psychiatric,3952
2012,014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Acute,8639
2012,014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Skilled Nursing/Intermediate Care,540
2012,014050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Psychiatric,198
2012,014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,ALAMEDA,Investor,Psychiatric,1199
2012,014226,TELECARE WILLOW ROCK CENTER,ALAMEDA,Investor,Psychiatric,546
2012,034002,SUTTER AMADOR HOSPITAL,AMADOR,Non-Profit,Acute,2716
2012,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Non-Profit,Acute,693
2012,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,BUTTE,Non-Profit,Skilled Nursing/Intermediate Care,52
2012,040875,FEATHER RIVER HOSPITAL,BUTTE,Non-Profit,Acute,6400
2012,040937,OROVILLE HOSPITAL,BUTTE,Non-Profit,Acute,10085
2012,040937,OROVILLE HOSPITAL,BUTTE,Non-Profit,Skilled Nursing/Intermediate Care,592
2012,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,BUTTE,Non-Profit,Acute,14868
2012,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,BUTTE,Non-Profit,Psychiatric,601
2012,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,BUTTE,Non-Profit,Physical Rehabilitation,501
2012,044006,BUTTE COUNTY PHF,BUTTE,City/County,Psychiatric,683
2012,050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Non-Profit,Acute,1272
2012,050932,MARK TWAIN MEDICAL CENTER,CALAVERAS,Non-Profit,Skilled Nursing/Intermediate Care,7
2012,060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Acute,1054
2012,060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Skilled Nursing/Intermediate Care,101
2012,070904,DOCTORS MEDICAL CENTER - SAN PABLO,CONTRA COSTA,District,Acute,6066
2012,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Acute,9514
2012,070924,CONTRA COSTA REGIONAL MEDICAL CENTER,CONTRA COSTA,City/County,Psychiatric,777
2012,070934,SUTTER DELTA MEDICAL CENTER,CONTRA COSTA,Non-Profit,Acute,9153
2012,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Acute,19432
2012,070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,CONTRA COSTA,Non-Profit,Physical Rehabilitation,628
2012,070990,KAISER FND HOSP - WALNUT CREEK,CONTRA COSTA,Non-Profit,Acute,18490
2012,071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,CONTRA COSTA,Non-Profit,Acute,9579
2012,074017,SAN RAMON REGIONAL MEDICAL CENTER,CONTRA COSTA,Investor,Acute,5100
2012,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Psychiatric,2334
2012,074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONTRA COSTA,Non-Profit,Chemical Dependency,674
2012,074097,KAISER FOUND HSP-ANTIOCH,CONTRA COSTA,Non-Profit,Acute,9215
2012,084001,SUTTER COAST HOSPITAL,DEL NORTE,Non-Profit,Acute,2532
2012,090793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Acute,2628
2012,090793,BARTON MEMORIAL HOSPITAL,EL DORADO,Non-Profit,Skilled Nursing/Intermediate Care,64
2012,090933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Acute,5533
2012,090933,MARSHALL  MEDICAL CENTER (1-RH),EL DORADO,Non-Profit,Skilled Nursing/Intermediate Care,3
2012,094002,EL DORADO COUNTY P H F,EL DORADO,City/County,Psychiatric,398
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Acute,13073
2012,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Physical Rehabilitation,3
2012,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Acute,416
2012,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Skilled Nursing/Intermediate Care,76
2012,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Acute,39471
2012,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Skilled Nursing/Intermediate Care,405
2012,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Psychiatric,3339
2012,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Physical Rehabilitation,593
2012,100797,ADVENTIST MEDICAL CENTER - REEDLEY,FRESNO,Non-Profit,Acute,3165
2012,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Acute,27875
2012,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Acute,1522
2012,104047,FRESNO SURGICAL HOSPITAL,FRESNO,Investor,Acute,2001
2012,104062,KAISER FND HOSP - FRESNO,FRESNO,Non-Profit,Acute,8083
2012,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,Investor,Psychiatric,591
2012,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Acute,3044
2012,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Acute,318
2012,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Skilled Nursing/Intermediate Care,20
2012,121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Investor,Acute,2536
2012,121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Investor,Skilled Nursing/Intermediate Care,6
2012,121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,District,Acute,26
2012,121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,District,Skilled Nursing/Intermediate Care,12
2012,121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,Non-Profit,Acute,1932
2012,121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,Non-Profit,Skilled Nursing/Intermediate Care,59
2012,121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,Non-Profit,Acute,6727
2012,121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,Non-Profit,Physical Rehabilitation,167
2012,124004,SEMPERVIRENS P.H.F.,HUMBOLDT,City/County,Psychiatric,684
2012,130699,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,City/County,Acute,7780
2012,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,District,Acute,7525
2012,141273,NORTHERN INYO HOSPITAL,INYO,District,Acute,984
2012,141273,NORTHERN INYO HOSPITAL,INYO,District,Skilled Nursing/Intermediate Care,2
2012,141338,SOUTHERN INYO HOSPITAL,INYO,District,Acute,75
2012,141338,SOUTHERN INYO HOSPITAL,INYO,District,Skilled Nursing/Intermediate Care,32
2012,150706,DELANO REGIONAL MEDICAL CENTER,KERN,Non-Profit,Acute,3856
2012,150706,DELANO REGIONAL MEDICAL CENTER,KERN,Non-Profit,Skilled Nursing/Intermediate Care,39
2012,150722,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,KERN,Non-Profit,Acute,20333
2012,150736,KERN MEDICAL CENTER,KERN,City/County,Acute,12749
2012,150736,KERN MEDICAL CENTER,KERN,City/County,Psychiatric,759
2012,150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,District,Acute,595
2012,150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,District,Skilled Nursing/Intermediate Care,184
2012,150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Non-Profit,Acute,13752
2012,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,KERN,Investor,Acute,800
2012,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,KERN,Investor,Psychiatric,1862
2012,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,KERN,Investor,Chemical Dependency,237
2012,150782,RIDGECREST REGIONAL HOSPITAL,KERN,Non-Profit,Acute,2396
2012,150782,RIDGECREST REGIONAL HOSPITAL,KERN,Non-Profit,Skilled Nursing/Intermediate Care,19
2012,150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Non-Profit,Acute,21967
2012,150808,TEHACHAPI HOSPITAL,KERN,District,Acute,125
2012,154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,KERN,Investor,Physical Rehabilitation,1605
2012,154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor,Acute,3879
2012,154147,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-BAKERSFIELD,KERN,Investor,Psychiatric,242
2012,154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,KERN,Investor,Psychiatric,479
2012,160702,CORCORAN DISTRICT HOSPITAL,KINGS,District,Acute,480
2012,160787,CENTRAL VALLEY GENERAL HOSPITAL,KINGS,Non-Profit,Acute,4109
2012,164029,ADVENTIST MEDICAL CENTER,KINGS,Non-Profit,Acute,11790
2012,171049,ST. HELENA HOSPITAL - CLEARLAKE,LAKE,Non-Profit,Acute,1595
2012,171049,ST. HELENA HOSPITAL - CLEARLAKE,LAKE,Non-Profit,Skilled Nursing/Intermediate Care,35
2012,171395,SUTTER LAKESIDE HOSPITAL,LAKE,Non-Profit,Acute,2321
2012,171395,SUTTER LAKESIDE HOSPITAL,LAKE,Non-Profit,Skilled Nursing/Intermediate Care,74
2012,184008,BANNER LASSEN MEDICAL CENTER,LASSEN,Non-Profit,Acute,1502
2012,190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Acute,3437
2012,190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,12
2012,190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Physical Rehabilitation,230
2012,190020,BHC ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Psychiatric,5059
2012,190034,ANTELOPE VALLEY HOSPITAL,LOS ANGELES,District,Acute,26820
2012,190034,ANTELOPE VALLEY HOSPITAL,LOS ANGELES,District,Psychiatric,577
2012,190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,17
2012,190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,2
2012,190049,KINDRED HOSPITAL BALDWIN PARK,LOS ANGELES,Investor,Acute,854
2012,190052,BARLOW RESPIRATORY HOSPITAL,LOS ANGELES,Non-Profit,Acute,771
2012,190053,ST. MARY MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,13068
2012,190053,ST. MARY MEDICAL CENTER,LOS ANGELES,Non-Profit,Physical Rehabilitation,440
2012,190066,BELLFLOWER MEDICAL CENTER,LOS ANGELES,Investor,Acute,4902
2012,190066,BELLFLOWER MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,1393
2012,190081,BEVERLY HOSPITAL,LOS ANGELES,Non-Profit,Acute,10216
2012,190110,HOLLYWOOD COMMUNITY HOSPITAL AT BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Acute,6021
2012,190110,HOLLYWOOD COMMUNITY HOSPITAL AT BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,82
2012,190110,HOLLYWOOD COMMUNITY HOSPITAL AT BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Psychiatric,1719
2012,190110,HOLLYWOOD COMMUNITY HOSPITAL AT BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Chemical Dependency,1003
2012,190110,HOLLYWOOD COMMUNITY HOSPITAL AT BROTMAN MEDICAL CENTER,LOS ANGELES,Investor,Physical Rehabilitation,413
2012,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,Non-Profit,Acute,20184
2012,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,Non-Profit,Skilled Nursing/Intermediate Care,401
2012,190137,CASA COLINA HOSPITAL FOR REHAB MEDICINE,LOS ANGELES,Non-Profit,Physical Rehabilitation,1308
2012,190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Acute,19304
2012,190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,23
2012,190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Physical Rehabilitation,1
2012,190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Psychiatric,980
2012,190159,TRI-CITY REGIONAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute,2882
2012,190163,AURORA CHARTER OAK,LOS ANGELES,Investor,Psychiatric,5270
2012,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,Non-Profit,Acute,13019
2012,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,Non-Profit,Physical Rehabilitation,214
2012,190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,LOS ANGELES,Non-Profit,Acute,6102
2012,190184,COLLEGE HOSPITAL,LOS ANGELES,Investor,Psychiatric,6919
2012,190196,KINDRED HOSPITAL SOUTH BAY,LOS ANGELES,Investor,Acute,1093
2012,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,LOS ANGELES,Investor,Acute,3852
2012,190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,Investor,Acute,5531
2012,190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,73
2012,190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,Investor,Acute,11358
2012,190200,SAN GABRIEL VALLEY MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/Intermediate Care,81
