Year,OSHPD Facility Number,Facility Name,Type Of Control,County Name,Discharge Days,Count
2012,121002,MAD RIVER COMMUNITY HOSPITAL,Investor,HUMBOLDT,Discharge Days,9103
2012,121031,JEROLD PHELPS COMMUNITY HOSPITAL,District,HUMBOLDT,Discharge Days,694
2012,121051,REDWOOD MEMORIAL HOSPITAL,Non-Profit,HUMBOLDT,Discharge Days,6220
2012,121080,ST. JOSEPH HOSPITAL - EUREKA,Non-Profit,HUMBOLDT,Discharge Days,29120
2012,124004,SEMPERVIRENS P.H.F.,City/County,HUMBOLDT,Discharge Days,3372
2012,130699,EL CENTRO REGIONAL MEDICAL CENTER,City/County,IMPERIAL,Discharge Days,27883
2012,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,District,IMPERIAL,Discharge Days,20494
2012,141273,NORTHERN INYO HOSPITAL,District,INYO,Discharge Days,2701
2012,141338,SOUTHERN INYO HOSPITAL,District,INYO,Discharge Days,10320
2012,150706,DELANO REGIONAL MEDICAL CENTER,Non-Profit,KERN,Discharge Days,25055
2012,150722,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,Non-Profit,KERN,Discharge Days,72505
2012,150736,KERN MEDICAL CENTER,City/County,KERN,Discharge Days,56288
2012,150737,KERN VALLEY HEALTHCARE DISTRICT,District,KERN,Discharge Days,30164
2012,150761,MERCY HOSPITAL - BAKERSFIELD,Non-Profit,KERN,Discharge Days,49607
2012,150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,Investor,KERN,Discharge Days,16782
2012,150782,RIDGECREST REGIONAL HOSPITAL,Non-Profit,KERN,Discharge Days,8471
2012,150788,SAN JOAQUIN COMMUNITY HOSPITAL,Non-Profit,KERN,Discharge Days,78671
2012,150808,TEHACHAPI HOSPITAL,District,KERN,Discharge Days,326
2012,154022,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,Investor,KERN,Discharge Days,19590
2012,154101,BAKERSFIELD HEART HOSPITAL,Investor,KERN,Discharge Days,16398
2012,154147,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-BAKERSFIELD,Investor,KERN,Discharge Days,1557
2012,154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,Investor,KERN,Discharge Days,3870
2012,160702,CORCORAN DISTRICT HOSPITAL,District,KINGS,Discharge Days,1391
2012,160787,CENTRAL VALLEY GENERAL HOSPITAL,Non-Profit,KINGS,Discharge Days,7583
2012,164029,ADVENTIST MEDICAL CENTER,Non-Profit,KINGS,Discharge Days,46363
2012,171049,ST. HELENA HOSPITAL - CLEARLAKE,Non-Profit,LAKE,Discharge Days,6381
2012,171395,SUTTER LAKESIDE HOSPITAL,Non-Profit,LAKE,Discharge Days,7555
2012,184008,BANNER LASSEN MEDICAL CENTER,Non-Profit,LASSEN,Discharge Days,4676
2012,190017,ALHAMBRA HOSPITAL,Investor,LOS ANGELES,Discharge Days,19868
2012,190020,BHC ALHAMBRA HOSPITAL,Investor,LOS ANGELES,Discharge Days,31887
2012,190034,ANTELOPE VALLEY HOSPITAL,District,LOS ANGELES,Discharge Days,101709
2012,190045,CATALINA ISLAND MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,106
2012,190049,KINDRED HOSPITAL BALDWIN PARK,Investor,LOS ANGELES,Discharge Days,24695
2012,190052,BARLOW RESPIRATORY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,23858
2012,190053,ST. MARY MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,55838
2012,190066,BELLFLOWER MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,26913
2012,190081,BEVERLY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,41507
2012,190110,HOLLYWOOD COMMUNITY HOSPITAL AT BROTMAN MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,65932
2012,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,77555
2012,190137,CASA COLINA HOSPITAL FOR REHAB MEDICINE,Non-Profit,LOS ANGELES,Discharge Days,21578
2012,190148,CENTINELA HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,70527
2012,190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,25452
2012,190159,TRI-CITY REGIONAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,13110
2012,190163,AURORA CHARTER OAK,Investor,LOS ANGELES,Discharge Days,33202
2012,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,97767
2012,190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,60849
2012,190184,COLLEGE HOSPITAL,Investor,LOS ANGELES,Discharge Days,54436
2012,190196,KINDRED HOSPITAL SOUTH BAY,Investor,LOS ANGELES,Discharge Days,28078
2012,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Investor,LOS ANGELES,Discharge Days,10860
2012,190198,LOS ANGELES COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,31362
2012,190200,SAN GABRIEL VALLEY MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,54590
2012,190232,DEL AMO HOSPITAL,Investor,LOS ANGELES,Discharge Days,42227
2012,190240,LAKEWOOD REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,35573
2012,190243,DOWNEY REGIONAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,43238
2012,190256,EAST LOS ANGELES DOCTORS HOSPITAL,Investor,LOS ANGELES,Discharge Days,30010
2012,190280,ENCINO HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,9826
2012,190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,Non-Profit,LOS ANGELES,Discharge Days,19698
2012,190305,KINDRED HOSPITAL - LOS ANGELES,Investor,LOS ANGELES,Discharge Days,26652
2012,190307,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",Investor,LOS ANGELES,Discharge Days,31095
2012,190315,GARFIELD MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,69184
2012,190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,13305
2012,190323,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,Non-Profit,LOS ANGELES,Discharge Days,117217
2012,190328,EAST VALLEY HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,12337
2012,190352,GREATER EL MONTE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,15945
2012,190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,Investor,LOS ANGELES,Discharge Days,17190
2012,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,99585
2012,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,101850
2012,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,68603
2012,190400,HUNTINGTON MEMORIAL HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,125819
2012,190410,SILVER LAKE MEDICAL CENTER-INGLESIDE CAMPUS,Investor,LOS ANGELES,Discharge Days,30319
2012,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,42980
2012,190422,TORRANCE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,108492
2012,190429,KAISER FND HOSP - LOS ANGELES,Non-Profit,LOS ANGELES,Discharge Days,142636
2012,190431,KAISER FND HOSP - SOUTH BAY,Non-Profit,LOS ANGELES,Discharge Days,52627
2012,190432,KAISER FND HOSP - PANORAMA CITY,Non-Profit,LOS ANGELES,Discharge Days,46147
2012,190434,KAISER FND HOSP - WEST LA,Non-Profit,LOS ANGELES,Discharge Days,45915
2012,190449,KINDRED HOSPITAL - LA MIRADA,Investor,LOS ANGELES,Discharge Days,59465
2012,190462,"AURORA LAS ENCINAS HOSPITAL, LLC",Investor,LOS ANGELES,Discharge Days,17798
2012,190468,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,Investor,LOS ANGELES,Discharge Days,47193
2012,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,Non-Profit,LOS ANGELES,Discharge Days,96000
2012,190475,COMMUNITY HOSPITAL OF LONG BEACH,Non-Profit,LOS ANGELES,Discharge Days,17630
2012,190500,MARINA DEL REY HOSPITAL,Investor,LOS ANGELES,Discharge Days,15664
2012,190517,PROVIDENCE TARZANA MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,68797
2012,190521,MEMORIAL HOSPITAL OF GARDENA,Investor,LOS ANGELES,Discharge Days,58947
2012,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,53820
2012,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,35857
2012,190525,LONG BEACH MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,101673
2012,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Non-Profit,LOS ANGELES,Discharge Days,83216
2012,190534,OLYMPIA MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,25112
2012,190541,MONROVIA MEMORIAL HOSPITAL,Investor,LOS ANGELES,Discharge Days,14089
2012,190547,MONTEREY PARK HOSPITAL,Investor,LOS ANGELES,Discharge Days,20741
2012,190552,MOTION PICTURE AND TELEVISION HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,27130
2012,190555,CEDARS SINAI MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,274856
2012,190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,76672
2012,190570,NORWALK COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,14815
2012,190587,PACIFIC HOSPITAL OF LONG BEACH,Investor,LOS ANGELES,Discharge Days,41017
2012,190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,114034
2012,190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,83508
2012,190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,Non-Profit,LOS ANGELES,Discharge Days,75760
2012,190661,SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,Investor,LOS ANGELES,Discharge Days,23280
2012,190673,SAN DIMAS COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,13819
2012,190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,Non-Profit,LOS ANGELES,Discharge Days,68514
2012,190681,MIRACLE MILE MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,584
2012,190687,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,UC,LOS ANGELES,Discharge Days,81824
2012,190696,PACIFICA HOSPITAL OF THE VALLEY,Investor,LOS ANGELES,Discharge Days,54708
2012,190708,SHERMAN OAKS HOSPITAL,Investor,LOS ANGELES,Discharge Days,19218
2012,190712,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,Non-Profit,LOS ANGELES,Discharge Days,1279
2012,190754,ST. FRANCIS MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,109493
2012,190756,ST. JOHN'S HEALTH CENTER,Non-Profit,LOS ANGELES,Discharge Days,55110
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,88948
2012,190762,ST. VINCENT MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,55236
2012,190766,COAST PLAZA HOSPITAL,Investor,LOS ANGELES,Discharge Days,15100
2012,190782,TARZANA TREATMENT CENTER,Non-Profit,LOS ANGELES,Discharge Days,15978
2012,190784,TEMPLE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Discharge Days,12437
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,UC,LOS ANGELES,Discharge Days,169200
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,82675
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,Investor,LOS ANGELES,Discharge Days,18986
2012,190818,VERDUGO HILLS HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,28627
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,39073
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",Investor,LOS ANGELES,Discharge Days,17128
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,43707
2012,190878,WHITE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,104546
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,38383
2012,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,UC,LOS ANGELES,Discharge Days,24972
2012,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,54812
2012,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",Non-Profit,LOS ANGELES,Discharge Days,3
2012,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,Non-Profit,LOS ANGELES,Discharge Days,12695
2012,191227,LAC/HARBOR-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Discharge Days,119493
2012,191228,LAC+USC MEDICAL CENTER,City/County,LOS ANGELES,Discharge Days,206856
2012,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Discharge Days,69760
2012,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,City/County,LOS ANGELES,Discharge Days,61811
2012,191450,KAISER FND HOSP - WOODLAND HILLS,Non-Profit,LOS ANGELES,Discharge Days,44449
2012,194010,AMERICAN RECOVERY CENTER,Non-Profit,LOS ANGELES,Discharge Days,7999
2012,194219,KECK HOSPITAL OF USC,Non-Profit,LOS ANGELES,Discharge Days,75362
2012,194967,STAR VIEW ADOLESCENT - P H F,Investor,LOS ANGELES,Discharge Days,4930
2012,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,Investor,LOS ANGELES,Discharge Days,5461
2012,196035,KAISER FND HOSP - BALDWIN PARK,Non-Profit,LOS ANGELES,Discharge Days,47183
2012,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,Non-Profit,LOS ANGELES,Discharge Days,94224
2012,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,Non-Profit,LOS ANGELES,Discharge Days,82109
2012,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,Non-Profit,LOS ANGELES,Discharge Days,86372
2012,196405,PALMDALE REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Discharge Days,34971
2012,201281,MADERA COMMUNITY HOSPITAL,Non-Profit,MADERA,Discharge Days,24156
2012,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,Non-Profit,MADERA,Discharge Days,80424
2012,210992,KAISER FND HOSP - SAN RAFAEL,Non-Profit,MARIN,Discharge Days,19044
2012,210993,KENTFIELD REHABILITATION HOSPITAL,Investor,MARIN,Discharge Days,18885
2012,211006,MARIN GENERAL HOSPITAL,District,MARIN,Discharge Days,45575
2012,214034,NOVATO COMMUNITY HOSPITAL,Non-Profit,MARIN,Discharge Days,5615
2012,220733,JOHN C FREMONT HEALTHCARE DISTRICT,District,MARIPOSA,Discharge Days,6717
2012,230949,FRANK R HOWARD MEMORIAL HOSPITAL,Non-Profit,MENDOCINO,Discharge Days,5601
2012,231013,MENDOCINO COAST DISTRICT HOSPITAL,District,MENDOCINO,Discharge Days,5828
2012,231396,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,Non-Profit,MENDOCINO,Discharge Days,13624
2012,240924,MEMORIAL HOSPITAL LOS BANOS,Non-Profit,MERCED,Discharge Days,5223
2012,240942,MERCY MEDICAL CENTER - MERCED,Non-Profit,MERCED,Discharge Days,47780
2012,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,City/County,MERCED,Discharge Days,2338
2012,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,District,MODOC,Discharge Days,8943
2012,250956,MODOC MEDICAL CENTER,District,MODOC,Discharge Days,11844
2012,260011,MAMMOTH HOSPITAL,District,MONO,Discharge Days,1607
2012,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,Non-Profit,MONTEREY,Discharge Days,53240
2012,270777,GEORGE L MEE MEMORIAL HOSPITAL,Non-Profit,MONTEREY,Discharge Days,13877
2012,270875,SALINAS VALLEY MEMORIAL HOSPITAL,District,MONTEREY,Discharge Days,46071
2012,274043,NATIVIDAD MEDICAL CENTER,City/County,MONTEREY,Discharge Days,39235
2012,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,Non-Profit,NAPA,Discharge Days,37747
2012,281078,ST. HELENA HOSPITAL,Non-Profit,NAPA,Discharge Days,24554
2012,291023,SIERRA NEVADA MEMORIAL HOSPITAL,Non-Profit,NEVADA,Discharge Days,23277
2012,291053,TAHOE FOREST HOSPITAL,District,NEVADA,Discharge Days,5805
2012,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Non-Profit,ORANGE,Discharge Days,58218
2012,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,50350
2012,301097,ANAHEIM GENERAL HOSPITAL,Investor,ORANGE,Discharge Days,15589
2012,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Investor,ORANGE,Discharge Days,58014
2012,301127,KINDRED HOSPITAL BREA,Investor,ORANGE,Discharge Days,25814
2012,301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,Non-Profit,ORANGE,Discharge Days,94241
2012,301140,CHAPMAN MEDICAL CENTER,Investor,ORANGE,Discharge Days,17678
2012,301155,COLLEGE HOSPITAL COSTA MESA,Investor,ORANGE,Discharge Days,34907
2012,301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,Investor,ORANGE,Discharge Days,92721
2012,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,Investor,ORANGE,Discharge Days,43479
2012,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Non-Profit,ORANGE,Discharge Days,121528
2012,301209,HUNTINGTON BEACH HOSPITAL,Investor,ORANGE,Discharge Days,15386
2012,301234,LA PALMA INTERCOMMUNITY HOSPITAL,Investor,ORANGE,Discharge Days,16651
2012,301248,LOS ALAMITOS MEDICAL CENTER,Investor,ORANGE,Discharge Days,45632
2012,301258,COASTAL COMMUNITIES HOSPITAL,Investor,ORANGE,Discharge Days,29489
2012,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,76231
2012,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,UC,ORANGE,Discharge Days,113595
2012,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Investor,ORANGE,Discharge Days,25693
2012,301297,PLACENTIA LINDA HOSPITAL,Investor,ORANGE,Discharge Days,12099
2012,301304,NEWPORT BAY HOSPITAL,Investor,ORANGE,Discharge Days,9551
2012,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,68967
2012,301337,MISSION HOSPITAL LAGUNA BEACH,Non-Profit,ORANGE,Discharge Days,19654
2012,301340,ST. JOSEPH HOSPITAL - ORANGE,Non-Profit,ORANGE,Discharge Days,88934
2012,301342,ST. JUDE MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,78920
2012,301357,NEWPORT SPECIALTY HOSPITAL,Investor,ORANGE,Discharge Days,19002
2012,301379,WEST ANAHEIM MEDICAL CENTER,Investor,ORANGE,Discharge Days,30848
2012,301380,KINDRED HOSPITAL WESTMINSTER,Investor,ORANGE,Discharge Days,37220
2012,301566,WESTERN MEDICAL CENTER - SANTA ANA,Investor,ORANGE,Discharge Days,38494
2012,304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Investor,ORANGE,Discharge Days,14146
2012,304113,CHILDREN'S HOSPITAL AT MISSION,Non-Profit,ORANGE,Discharge Days,7108
2012,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,Investor,ORANGE,Discharge Days,4732
2012,304460,HOAG ORTHOPEDIC INSTITUTE,Investor,ORANGE,Discharge Days,9559
2012,310791,SUTTER AUBURN FAITH HOSPITAL,Non-Profit,PLACER,Discharge Days,12907
2012,311000,SUTTER ROSEVILLE MEDICAL CENTER,Non-Profit,PLACER,Discharge Days,87746
2012,314024,KAISER FND HOSP - ROSEVILLE,Non-Profit,PLACER,Discharge Days,78423
2012,314029,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,Investor,PLACER,Discharge Days,5036
2012,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,District,PLUMAS,Discharge Days,11596
2012,320986,PLUMAS DISTRICT HOSPITAL,District,PLUMAS,Discharge Days,1051
2012,321016,SENECA HEALTHCARE DISTRICT,District,PLUMAS,Discharge Days,4543
2012,330120,"BETTY FORD CENTER AT EISENHOWER, THE",Non-Profit,RIVERSIDE,Discharge Days,26293
2012,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,Non-Profit,RIVERSIDE,Discharge Days,39086
2012,331164,DESERT REGIONAL MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,82261
2012,331168,EISENHOWER MEDICAL CENTER,Non-Profit,RIVERSIDE,Discharge Days,79462
2012,331194,HEMET VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,58617
2012,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,Investor,RIVERSIDE,Discharge Days,31189
2012,331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,Investor,RIVERSIDE,Discharge Days,5597
2012,331288,PALO VERDE HOSPITAL,District,RIVERSIDE,Discharge Days,4173
2012,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Non-Profit,RIVERSIDE,Discharge Days,44095
2012,331312,RIVERSIDE COMMUNITY HOSPITAL,Investor,RIVERSIDE,Discharge Days,107351
2012,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Discharge Days,16115
2012,332172,KINDRED HOSPITAL RIVERSIDE,Investor,RIVERSIDE,Discharge Days,12416
2012,334018,MENIFEE VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,12548
2012,334025,KAISER FND HOSP - RIVERSIDE,Non-Profit,RIVERSIDE,Discharge Days,53458
2012,334048,KAISER FND HOSPITAL - MORENO VALLEY,Non-Profit,RIVERSIDE,Discharge Days,13480
2012,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Investor,RIVERSIDE,Discharge Days,63989
2012,334457,OASIS PSYCHIATRIC HEALTH FACILITY,Investor,RIVERSIDE,Discharge Days,5192
2012,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,City/County,RIVERSIDE,Discharge Days,123654
2012,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Investor,RIVERSIDE,Discharge Days,12000
2012,340913,KAISER FND HOSP - SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,43490
2012,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,87274
2012,340950,MERCY SAN JUAN HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,94748
2012,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,81745
2012,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,UC,SACRAMENTO,Discharge Days,171407
2012,341051,SUTTER GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,87967
2012,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,93181
2012,342344,KAISER FND HOSP - SOUTH SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,44312
2012,342392,SIERRA VISTA HOSPITAL,Investor,SACRAMENTO,Discharge Days,36163
2012,344011,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,City/County,SACRAMENTO,Discharge Days,15457
2012,344017,SUTTER CENTER FOR PSYCHIATRY,Non-Profit,SACRAMENTO,Discharge Days,17710
2012,344021,HERITAGE OAKS HOSPITAL,Investor,SACRAMENTO,Discharge Days,35888
2012,344029,MERCY HOSPITAL - FOLSOM,Non-Profit,SACRAMENTO,Discharge Days,20775
2012,344035,KINDRED HOSPITAL - SACRAMENTO,Investor,SACRAMENTO,Discharge Days,12078
2012,344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,Non-Profit,SACRAMENTO,Discharge Days,6164
2012,344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,Investor,SACRAMENTO,Discharge Days,4418
2012,344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,Investor,SACRAMENTO,Discharge Days,2450
2012,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,District,SAN BENITO,Discharge Days,12977
2012,361105,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,5632
2012,361110,BEAR VALLEY COMMUNITY HOSPITAL,District,SAN BERNARDINO,Discharge Days,759
2012,361144,CHINO VALLEY MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,15494
2012,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,14658
2012,361223,KAISER FND HOSP - FONTANA,Non-Profit,SAN BERNARDINO,Discharge Days,120157
2012,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,208172
2012,361266,MOUNTAINS COMMUNITY HOSPITAL,District,SAN BERNARDINO,Discharge Days,1086
2012,361274,KINDRED HOSPITAL ONTARIO,Investor,SAN BERNARDINO,Discharge Days,28178
2012,361308,REDLANDS COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,53506
2012,361318,SAN ANTONIO COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,61867
2012,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,Non-Profit,SAN BERNARDINO,Discharge Days,64183
2012,361339,ST. BERNARDINE MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,74913
2012,361343,ST. MARY REGIONAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,65590
2012,361370,VICTOR VALLEY COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,20941
2012,361458,COLORADO RIVER MEDICAL CENTER,City/County,SAN BERNARDINO,Discharge Days,953
2012,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Discharge Days,60170
2012,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,25795
2012,364050,CANYON RIDGE HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,29881
2012,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Discharge Days,13582
2012,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,29437
