Year,Oshpd_ID,Facility_Name,Type_Of_Control,County_Name,Admission_Source_Route,Count
2012,190756,ST. JOHN'S HEALTH CENTER,Non-Profit,LOS ANGELES,Your Emergency Room,6136
2012,190756,ST. JOHN'S HEALTH CENTER,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),8200
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Non-Profit,LOS ANGELES,Your Emergency Room,10090
2012,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),9904
2012,190762,ST. VINCENT MEDICAL CENTER,Non-Profit,LOS ANGELES,Your Emergency Room,4708
2012,190762,ST. VINCENT MEDICAL CENTER,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),4879
2012,190766,COAST PLAZA HOSPITAL,Investor,LOS ANGELES,Your Emergency Room,3131
2012,190766,COAST PLAZA HOSPITAL,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),500
2012,190782,TARZANA TREATMENT CENTER,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),2411
2012,190784,TEMPLE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Your Emergency Room,3
2012,190784,TEMPLE COMMUNITY HOSPITAL,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),2172
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,UC,LOS ANGELES,Your Emergency Room,10165
2012,190796,RONALD REAGAN UCLA MEDICAL CENTER,UC,LOS ANGELES,Not Your Emergency Room (or No ER),14647
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,Non-Profit,LOS ANGELES,Your Emergency Room,6804
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),13165
2012,190812,VALLEY PRESBYTERIAN HOSPITAL,Non-Profit,LOS ANGELES,Unknown,1
2012,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),3148
2012,190818,VERDUGO HILLS HOSPITAL,Non-Profit,LOS ANGELES,Your Emergency Room,3440
2012,190818,VERDUGO HILLS HOSPITAL,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),3249
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,Investor,LOS ANGELES,Your Emergency Room,2943
2012,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),2570
2012,190857,"DOCTORS HOSPITAL OF WEST COVINA, INC",Investor,LOS ANGELES,Not Your Emergency Room (or No ER),162
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,Investor,LOS ANGELES,Your Emergency Room,6063
2012,190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),2770
2012,190878,WHITE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Your Emergency Room,10023
2012,190878,WHITE MEMORIAL MEDICAL CENTER,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),13922
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Your Emergency Room,4429
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),5661
2012,190883,WHITTIER HOSPITAL MEDICAL CENTER,Investor,LOS ANGELES,Unknown,1
2012,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,UC,LOS ANGELES,Not Your Emergency Room (or No ER),2063
2012,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Non-Profit,LOS ANGELES,Your Emergency Room,8967
2012,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),4029
2012,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),3
2012,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),639
2012,191227,LAC/HARBOR-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Your Emergency Room,15082
2012,191227,LAC/HARBOR-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Not Your Emergency Room (or No ER),5670
2012,191227,LAC/HARBOR-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Unknown,3
2012,191228,LAC+USC MEDICAL CENTER,City/County,LOS ANGELES,Your Emergency Room,24362
2012,191228,LAC+USC MEDICAL CENTER,City/County,LOS ANGELES,Not Your Emergency Room (or No ER),8657
2012,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Your Emergency Room,9679
2012,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,City/County,LOS ANGELES,Not Your Emergency Room (or No ER),4537
2012,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,City/County,LOS ANGELES,Your Emergency Room,1
2012,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,City/County,LOS ANGELES,Not Your Emergency Room (or No ER),3858
2012,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,City/County,LOS ANGELES,Unknown,1
2012,191450,KAISER FND HOSP - WOODLAND HILLS,Non-Profit,LOS ANGELES,Your Emergency Room,4570
2012,191450,KAISER FND HOSP - WOODLAND HILLS,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),7520
2012,194010,AMERICAN RECOVERY CENTER,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),1221
2012,194219,KECK HOSPITAL OF USC,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),10022
2012,194967,STAR VIEW ADOLESCENT - P H F,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),87
2012,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),110
2012,196035,KAISER FND HOSP - BALDWIN PARK,Non-Profit,LOS ANGELES,Your Emergency Room,6876
2012,196035,KAISER FND HOSP - BALDWIN PARK,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),8635
2012,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),20693
2012,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,Non-Profit,LOS ANGELES,Your Emergency Room,10652
2012,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),12263
2012,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,Non-Profit,LOS ANGELES,Not Your Emergency Room (or No ER),474
2012,196405,PALMDALE REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Your Emergency Room,6575
2012,196405,PALMDALE REGIONAL MEDICAL CENTER,Investor,LOS ANGELES,Not Your Emergency Room (or No ER),1624
2012,201281,MADERA COMMUNITY HOSPITAL,Non-Profit,MADERA,Your Emergency Room,2236
2012,201281,MADERA COMMUNITY HOSPITAL,Non-Profit,MADERA,Not Your Emergency Room (or No ER),4063
2012,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,Non-Profit,MADERA,Your Emergency Room,8065
2012,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,Non-Profit,MADERA,Not Your Emergency Room (or No ER),5626
2012,210992,KAISER FND HOSP - SAN RAFAEL,Non-Profit,MARIN,Your Emergency Room,3242
2012,210992,KAISER FND HOSP - SAN RAFAEL,Non-Profit,MARIN,Not Your Emergency Room (or No ER),1607
2012,210993,KENTFIELD REHABILITATION HOSPITAL,Investor,MARIN,Not Your Emergency Room (or No ER),478
2012,211006,MARIN GENERAL HOSPITAL,District,MARIN,Your Emergency Room,5988
2012,211006,MARIN GENERAL HOSPITAL,District,MARIN,Not Your Emergency Room (or No ER),4939
2012,214034,NOVATO COMMUNITY HOSPITAL,Non-Profit,MARIN,Your Emergency Room,1332
2012,214034,NOVATO COMMUNITY HOSPITAL,Non-Profit,MARIN,Not Your Emergency Room (or No ER),267
2012,220733,JOHN C FREMONT HEALTHCARE DISTRICT,District,MARIPOSA,Your Emergency Room,138
2012,220733,JOHN C FREMONT HEALTHCARE DISTRICT,District,MARIPOSA,Not Your Emergency Room (or No ER),73
2012,230949,FRANK R HOWARD MEMORIAL HOSPITAL,Non-Profit,MENDOCINO,Your Emergency Room,665
2012,230949,FRANK R HOWARD MEMORIAL HOSPITAL,Non-Profit,MENDOCINO,Not Your Emergency Room (or No ER),681
2012,231013,MENDOCINO COAST DISTRICT HOSPITAL,District,MENDOCINO,Your Emergency Room,703
2012,231013,MENDOCINO COAST DISTRICT HOSPITAL,District,MENDOCINO,Not Your Emergency Room (or No ER),692
2012,231396,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,Non-Profit,MENDOCINO,Your Emergency Room,2636
2012,231396,UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE,Non-Profit,MENDOCINO,Not Your Emergency Room (or No ER),2300
2012,240924,MEMORIAL HOSPITAL LOS BANOS,Non-Profit,MERCED,Your Emergency Room,535
2012,240924,MEMORIAL HOSPITAL LOS BANOS,Non-Profit,MERCED,Not Your Emergency Room (or No ER),1542
2012,240924,MEMORIAL HOSPITAL LOS BANOS,Non-Profit,MERCED,Unknown,1
2012,240942,MERCY MEDICAL CENTER - MERCED,Non-Profit,MERCED,Your Emergency Room,5976
2012,240942,MERCY MEDICAL CENTER - MERCED,Non-Profit,MERCED,Not Your Emergency Room (or No ER),7185
2012,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,City/County,MERCED,Not Your Emergency Room (or No ER),560
2012,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,District,MODOC,Your Emergency Room,5
2012,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,District,MODOC,Not Your Emergency Room (or No ER),33
2012,250956,MODOC MEDICAL CENTER,District,MODOC,Your Emergency Room,164
2012,250956,MODOC MEDICAL CENTER,District,MODOC,Not Your Emergency Room (or No ER),98
2012,260011,MAMMOTH HOSPITAL,District,MONO,Your Emergency Room,362
2012,260011,MAMMOTH HOSPITAL,District,MONO,Not Your Emergency Room (or No ER),357
2012,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,Non-Profit,MONTEREY,Your Emergency Room,7060
2012,270744,COMMUNITY HOSPITAL MONTEREY PENINSULA,Non-Profit,MONTEREY,Not Your Emergency Room (or No ER),5260
2012,270777,GEORGE L MEE MEMORIAL HOSPITAL,Non-Profit,MONTEREY,Your Emergency Room,568
2012,270777,GEORGE L MEE MEMORIAL HOSPITAL,Non-Profit,MONTEREY,Not Your Emergency Room (or No ER),1418
2012,270875,SALINAS VALLEY MEMORIAL HOSPITAL,District,MONTEREY,Your Emergency Room,6085
2012,270875,SALINAS VALLEY MEMORIAL HOSPITAL,District,MONTEREY,Not Your Emergency Room (or No ER),5662
2012,274043,NATIVIDAD MEDICAL CENTER,City/County,MONTEREY,Your Emergency Room,3888
2012,274043,NATIVIDAD MEDICAL CENTER,City/County,MONTEREY,Not Your Emergency Room (or No ER),6871
2012,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,Non-Profit,NAPA,Your Emergency Room,4590
2012,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,Non-Profit,NAPA,Not Your Emergency Room (or No ER),4040
2012,281078,ST. HELENA HOSPITAL,Non-Profit,NAPA,Your Emergency Room,1245
2012,281078,ST. HELENA HOSPITAL,Non-Profit,NAPA,Not Your Emergency Room (or No ER),4655
2012,291023,SIERRA NEVADA MEMORIAL HOSPITAL,Non-Profit,NEVADA,Your Emergency Room,3979
2012,291023,SIERRA NEVADA MEMORIAL HOSPITAL,Non-Profit,NEVADA,Not Your Emergency Room (or No ER),1891
2012,291053,TAHOE FOREST HOSPITAL,District,NEVADA,Your Emergency Room,916
2012,291053,TAHOE FOREST HOSPITAL,District,NEVADA,Not Your Emergency Room (or No ER),1103
2012,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Non-Profit,ORANGE,Your Emergency Room,4941
2012,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),6154
2012,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Your Emergency Room,7482
2012,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),7082
2012,301097,ANAHEIM GENERAL HOSPITAL,Investor,ORANGE,Your Emergency Room,1343
2012,301097,ANAHEIM GENERAL HOSPITAL,Investor,ORANGE,Not Your Emergency Room (or No ER),234
2012,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Investor,ORANGE,Your Emergency Room,8797
2012,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Investor,ORANGE,Not Your Emergency Room (or No ER),5811
2012,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Investor,ORANGE,Unknown,8
2012,301127,KINDRED HOSPITAL BREA,Investor,ORANGE,Not Your Emergency Room (or No ER),765
2012,301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,Non-Profit,ORANGE,Your Emergency Room,10242
2012,301132,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),17056
2012,301140,CHAPMAN MEDICAL CENTER,Investor,ORANGE,Your Emergency Room,1209
2012,301140,CHAPMAN MEDICAL CENTER,Investor,ORANGE,Not Your Emergency Room (or No ER),1052
2012,301155,COLLEGE HOSPITAL COSTA MESA,Investor,ORANGE,Not Your Emergency Room (or No ER),3105
2012,301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,Investor,ORANGE,Your Emergency Room,10349
2012,301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,Investor,ORANGE,Not Your Emergency Room (or No ER),10114
2012,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,Investor,ORANGE,Your Emergency Room,2671
2012,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,Investor,ORANGE,Not Your Emergency Room (or No ER),5245
2012,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,Investor,ORANGE,Unknown,1
2012,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Non-Profit,ORANGE,Your Emergency Room,13989
2012,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),16677
2012,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Non-Profit,ORANGE,Unknown,3
2012,301209,HUNTINGTON BEACH HOSPITAL,Investor,ORANGE,Your Emergency Room,3154
2012,301209,HUNTINGTON BEACH HOSPITAL,Investor,ORANGE,Not Your Emergency Room (or No ER),225
2012,301234,LA PALMA INTERCOMMUNITY HOSPITAL,Investor,ORANGE,Your Emergency Room,3064
2012,301234,LA PALMA INTERCOMMUNITY HOSPITAL,Investor,ORANGE,Not Your Emergency Room (or No ER),535
2012,301248,LOS ALAMITOS MEDICAL CENTER,Investor,ORANGE,Your Emergency Room,6175
2012,301248,LOS ALAMITOS MEDICAL CENTER,Investor,ORANGE,Not Your Emergency Room (or No ER),5031
2012,301258,COASTAL COMMUNITIES HOSPITAL,Investor,ORANGE,Your Emergency Room,2489
2012,301258,COASTAL COMMUNITIES HOSPITAL,Investor,ORANGE,Not Your Emergency Room (or No ER),2925
2012,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Non-Profit,ORANGE,Your Emergency Room,10341
2012,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),9003
2012,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,UC,ORANGE,Your Emergency Room,10525
2012,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,UC,ORANGE,Not Your Emergency Room (or No ER),9090
2012,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,UC,ORANGE,Unknown,1
2012,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Investor,ORANGE,Your Emergency Room,3849
2012,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Investor,ORANGE,Not Your Emergency Room (or No ER),4124
2012,301297,PLACENTIA LINDA HOSPITAL,Investor,ORANGE,Your Emergency Room,2671
2012,301297,PLACENTIA LINDA HOSPITAL,Investor,ORANGE,Not Your Emergency Room (or No ER),959
2012,301304,NEWPORT BAY HOSPITAL,Investor,ORANGE,Not Your Emergency Room (or No ER),732
2012,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Your Emergency Room,9994
2012,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),8091
2012,301337,MISSION HOSPITAL LAGUNA BEACH,Non-Profit,ORANGE,Your Emergency Room,3292
2012,301337,MISSION HOSPITAL LAGUNA BEACH,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),1215
2012,301340,ST. JOSEPH HOSPITAL - ORANGE,Non-Profit,ORANGE,Your Emergency Room,9890
2012,301340,ST. JOSEPH HOSPITAL - ORANGE,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),15393
2012,301342,ST. JUDE MEDICAL CENTER,Non-Profit,ORANGE,Your Emergency Room,8405
2012,301342,ST. JUDE MEDICAL CENTER,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),8774
2012,301357,NEWPORT SPECIALTY HOSPITAL,Investor,ORANGE,Not Your Emergency Room (or No ER),449
2012,301379,WEST ANAHEIM MEDICAL CENTER,Investor,ORANGE,Your Emergency Room,5570
2012,301379,WEST ANAHEIM MEDICAL CENTER,Investor,ORANGE,Not Your Emergency Room (or No ER),211
2012,301380,KINDRED HOSPITAL WESTMINSTER,Investor,ORANGE,Not Your Emergency Room (or No ER),1049
2012,301566,WESTERN MEDICAL CENTER - SANTA ANA,Investor,ORANGE,Your Emergency Room,4117
2012,301566,WESTERN MEDICAL CENTER - SANTA ANA,Investor,ORANGE,Not Your Emergency Room (or No ER),5638
2012,304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Investor,ORANGE,Not Your Emergency Room (or No ER),1303
2012,304113,CHILDREN'S HOSPITAL AT MISSION,Non-Profit,ORANGE,Your Emergency Room,1104
2012,304113,CHILDREN'S HOSPITAL AT MISSION,Non-Profit,ORANGE,Not Your Emergency Room (or No ER),737
2012,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,Investor,ORANGE,Not Your Emergency Room (or No ER),117
2012,304460,HOAG ORTHOPEDIC INSTITUTE,Investor,ORANGE,Your Emergency Room,20
2012,304460,HOAG ORTHOPEDIC INSTITUTE,Investor,ORANGE,Not Your Emergency Room (or No ER),3878
2012,304460,HOAG ORTHOPEDIC INSTITUTE,Investor,ORANGE,Unknown,1
2012,310791,SUTTER AUBURN FAITH HOSPITAL,Non-Profit,PLACER,Your Emergency Room,3150
2012,310791,SUTTER AUBURN FAITH HOSPITAL,Non-Profit,PLACER,Not Your Emergency Room (or No ER),752
2012,311000,SUTTER ROSEVILLE MEDICAL CENTER,Non-Profit,PLACER,Your Emergency Room,12155
2012,311000,SUTTER ROSEVILLE MEDICAL CENTER,Non-Profit,PLACER,Not Your Emergency Room (or No ER),10215
2012,314024,KAISER FND HOSP - ROSEVILLE,Non-Profit,PLACER,Your Emergency Room,8011
2012,314024,KAISER FND HOSP - ROSEVILLE,Non-Profit,PLACER,Not Your Emergency Room (or No ER),14455
2012,314029,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,Investor,PLACER,Not Your Emergency Room (or No ER),679
2012,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,District,PLUMAS,Your Emergency Room,295
2012,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,District,PLUMAS,Not Your Emergency Room (or No ER),55
2012,320986,PLUMAS DISTRICT HOSPITAL,District,PLUMAS,Your Emergency Room,210
2012,320986,PLUMAS DISTRICT HOSPITAL,District,PLUMAS,Not Your Emergency Room (or No ER),234
2012,321016,SENECA HEALTHCARE DISTRICT,District,PLUMAS,Your Emergency Room,152
2012,321016,SENECA HEALTHCARE DISTRICT,District,PLUMAS,Not Your Emergency Room (or No ER),56
2012,330120,"BETTY FORD CENTER AT EISENHOWER, THE",Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),1190
2012,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,Non-Profit,RIVERSIDE,Your Emergency Room,5698
2012,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),4120
2012,331164,DESERT REGIONAL MEDICAL CENTER,Investor,RIVERSIDE,Your Emergency Room,9728
2012,331164,DESERT REGIONAL MEDICAL CENTER,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),11494
2012,331168,EISENHOWER MEDICAL CENTER,Non-Profit,RIVERSIDE,Your Emergency Room,13579
2012,331168,EISENHOWER MEDICAL CENTER,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),5408
2012,331194,HEMET VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Your Emergency Room,7594
2012,331194,HEMET VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),4188
2012,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,Investor,RIVERSIDE,Your Emergency Room,4579
2012,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),6440
2012,331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),875
2012,331288,PALO VERDE HOSPITAL,District,RIVERSIDE,Your Emergency Room,795
2012,331288,PALO VERDE HOSPITAL,District,RIVERSIDE,Not Your Emergency Room (or No ER),590
2012,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Non-Profit,RIVERSIDE,Your Emergency Room,5129
2012,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),6709
2012,331312,RIVERSIDE COMMUNITY HOSPITAL,Investor,RIVERSIDE,Your Emergency Room,14358
2012,331312,RIVERSIDE COMMUNITY HOSPITAL,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),10546
2012,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Your Emergency Room,3194
2012,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Not Your Emergency Room (or No ER),1573
2012,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Unknown,15
2012,332172,KINDRED HOSPITAL RIVERSIDE,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),469
2012,334018,MENIFEE VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Your Emergency Room,2791
2012,334018,MENIFEE VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),601
2012,334025,KAISER FND HOSP - RIVERSIDE,Non-Profit,RIVERSIDE,Your Emergency Room,4735
2012,334025,KAISER FND HOSP - RIVERSIDE,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),10346
2012,334048,KAISER FND HOSPITAL - MORENO VALLEY,Non-Profit,RIVERSIDE,Your Emergency Room,2401
2012,334048,KAISER FND HOSPITAL - MORENO VALLEY,Non-Profit,RIVERSIDE,Not Your Emergency Room (or No ER),2475
2012,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Investor,RIVERSIDE,Your Emergency Room,10107
2012,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),9459
2012,334457,OASIS PSYCHIATRIC HEALTH FACILITY,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),1015
2012,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,City/County,RIVERSIDE,Your Emergency Room,11823
2012,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,City/County,RIVERSIDE,Not Your Emergency Room (or No ER),12424
2012,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Investor,RIVERSIDE,Your Emergency Room,2214
2012,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Investor,RIVERSIDE,Not Your Emergency Room (or No ER),1497
2012,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Investor,RIVERSIDE,Unknown,1
2012,340913,KAISER FND HOSP - SACRAMENTO,Non-Profit,SACRAMENTO,Your Emergency Room,5288
2012,340913,KAISER FND HOSP - SACRAMENTO,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),4724
2012,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Your Emergency Room,6391
2012,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),13068
2012,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Unknown,1
2012,340950,MERCY SAN JUAN HOSPITAL,Non-Profit,SACRAMENTO,Your Emergency Room,14483
2012,340950,MERCY SAN JUAN HOSPITAL,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),8224
2012,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Your Emergency Room,6028
2012,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),5329
2012,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,UC,SACRAMENTO,Your Emergency Room,16301
2012,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,UC,SACRAMENTO,Not Your Emergency Room (or No ER),15239
2012,341051,SUTTER GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Your Emergency Room,6905
2012,341051,SUTTER GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),5863
2012,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Your Emergency Room,4264
2012,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),18716
2012,342344,KAISER FND HOSP - SOUTH SACRAMENTO,Non-Profit,SACRAMENTO,Your Emergency Room,6836
2012,342344,KAISER FND HOSP - SOUTH SACRAMENTO,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),7314
2012,342392,SIERRA VISTA HOSPITAL,Investor,SACRAMENTO,Not Your Emergency Room (or No ER),5733
2012,344011,SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,City/County,SACRAMENTO,Not Your Emergency Room (or No ER),1363
2012,344017,SUTTER CENTER FOR PSYCHIATRY,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),2661
2012,344021,HERITAGE OAKS HOSPITAL,Investor,SACRAMENTO,Not Your Emergency Room (or No ER),4156
2012,344029,MERCY HOSPITAL - FOLSOM,Non-Profit,SACRAMENTO,Your Emergency Room,4060
2012,344029,MERCY HOSPITAL - FOLSOM,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),2578
2012,344035,KINDRED HOSPITAL - SACRAMENTO,Investor,SACRAMENTO,Not Your Emergency Room (or No ER),400
2012,344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,Non-Profit,SACRAMENTO,Not Your Emergency Room (or No ER),1160
